Serie;id;Nombre;2013;2014;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;
Municipios;0014;Acebeda (La);19,00;20,00;21,00;19,00;20,00;22,00;17,00;18,00;17,00;21,00;20,00;18,00;
Municipios;0029;Ajalvir;336,00;332,00;377,00;395,00;400,00;415,00;436,00;444,00;461,00;520,00;515,00;545,00;
Municipios;0035;Alameda del Valle;47,00;43,00;41,00;41,00;42,00;43,00;44,00;41,00;43,00;50,00;45,00;53,00;
Municipios;0040;Álamo (El);905,00;945,00;1.032,00;1.057,00;1.089,00;1.142,00;1.186,00;1.208,00;1.249,00;1.427,00;1.480,00;1.577,00;
Municipios;0053;Alcalá de Henares;26.226,00;27.173,00;28.591,00;29.542,00;30.328,00;31.175,00;31.936,00;32.102,00;32.729,00;36.052,00;36.695,00;37.574,00;
Municipios;0066;Alcobendas;13.526,00;14.206,00;15.211,00;15.703,00;16.191,00;16.643,00;17.026,00;17.163,00;17.511,00;19.539,00;19.855,00;20.471,00;
Municipios;0072;Alcorcón;28.220,00;29.111,00;30.332,00;31.073,00;31.590,00;32.132,00;32.581,00;32.450,00;32.703,00;36.228,00;36.395,00;36.960,00;
Municipios;0088;Aldea del Fresno;321,00;344,00;357,00;368,00;379,00;398,00;428,00;445,00;459,00;502,00;510,00;537,00;
Municipios;0091;Algete;1.760,00;1.841,00;2.030,00;2.152,00;2.276,00;2.407,00;2.507,00;2.584,00;2.653,00;2.970,00;3.070,00;3.349,00;
Municipios;0105;Alpedrete;1.193,00;1.282,00;1.399,00;1.469,00;1.558,00;1.646,00;1.683,00;1.732,00;1.805,00;2.029,00;2.100,00;2.220,00;
Municipios;0112;Ambite;103,00;100,00;100,00;99,00;99,00;100,00;96,00;97,00;100,00;116,00;120,00;136,00;
Municipios;0127;Anchuelo;127,00;134,00;140,00;145,00;148,00;150,00;159,00;159,00;160,00;168,00;180,00;190,00;
Municipios;0133;Aranjuez;7.690,00;7.864,00;8.156,00;8.348,00;8.557,00;8.806,00;9.022,00;9.014,00;9.161,00;10.046,00;10.165,00;10.679,00;
Municipios;0148;Arganda del Rey;5.195,00;5.394,00;5.771,00;6.020,00;6.248,00;6.520,00;6.754,00;6.856,00;7.165,00;8.065,00;8.380,00;8.699,00;
Municipios;0151;Arroyomolinos;911,00;1.006,00;1.238,00;1.359,00;1.482,00;1.625,00;1.791,00;1.882,00;2.047,00;2.371,00;2.555,00;2.737,00;
Municipios;0164;Atazar (El);24,00;27,00;21,00;22,00;22,00;22,00;23,00;22,00;21,00;26,00;25,00;27,00;
Municipios;0170;Batres;125,00;137,00;156,00;169,00;180,00;192,00;195,00;194,00;208,00;239,00;240,00;277,00;
Municipios;0186;Becerril de la Sierra;572,00;597,00;663,00;692,00;727,00;768,00;777,00;801,00;827,00;921,00;935,00;1.059,00;
Municipios;0199;Belmonte de Tajo;257,00;258,00;264,00;266,00;270,00;273,00;279,00;287,00;292,00;318,00;325,00;354,00;
Municipios;0210;Berrueco (El);76,00;78,00;82,00;84,00;83,00;87,00;87,00;84,00;89,00;102,00;105,00;107,00;
Municipios;0203;Berzosa del Lozoya;64,00;61,00;57,00;56,00;58,00;58,00;56,00;56,00;53,00;67,00;70,00;45,00;
Municipios;0225;Boadilla del Monte;3.393,00;3.624,00;4.017,00;4.235,00;4.441,00;4.619,00;4.854,00;5.054,00;5.251,00;5.961,00;6.265,00;6.492,00;
Municipios;0231;Boalo (El);597,00;628,00;688,00;742,00;781,00;814,00;830,00;856,00;901,00;1.013,00;1.040,00;1.110,00;
Municipios;0246;Braojos;28,00;28,00;33,00;29,00;30,00;30,00;29,00;29,00;31,00;31,00;35,00;35,00;
Municipios;0259;Brea de Tajo;114,00;118,00;110,00;108,00;109,00;113,00;117,00;114,00;116,00;128,00;135,00;141,00;
Municipios;0262;Brunete;838,00;872,00;941,00;990,00;1.015,00;1.056,00;1.098,00;1.113,00;1.173,00;1.286,00;1.340,00;1.475,00;
Municipios;0278;Buitrago del Lozoya;309,00;315,00;307,00;311,00;316,00;305,00;315,00;319,00;317,00;360,00;370,00;368,00;
Municipios;0284;Bustarviejo;296,00;307,00;322,00;326,00;330,00;335,00;332,00;339,00;351,00;406,00;415,00;419,00;
Municipios;0297;Cabanillas de la Sierra;82,00;79,00;88,00;94,00;93,00;93,00;97,00;101,00;99,00;117,00;120,00;126,00;
Municipios;0301;Cabrera (La);330,00;344,00;357,00;368,00;380,00;382,00;387,00;399,00;406,00;460,00;475,00;510,00;
Municipios;0318;Cadalso de los Vidrios;447,00;454,00;486,00;494,00;495,00;482,00;503,00;506,00;512,00;566,00;575,00;586,00;
Municipios;0323;Camarma de Esteruelas;554,00;568,00;628,00;661,00;711,00;743,00;781,00;794,00;811,00;901,00;940,00;1.027,00;
Municipios;0339;Campo Real;581,00;609,00;603,00;640,00;663,00;671,00;704,00;712,00;744,00;815,00;835,00;878,00;
Municipios;0344;Canencia;93,00;91,00;90,00;88,00;85,00;91,00;88,00;86,00;83,00;95,00;95,00;106,00;
Municipios;0357;Carabaña;301,00;287,00;288,00;281,00;278,00;281,00;278,00;278,00;284,00;316,00;325,00;360,00;
Municipios;0360;Casarrubuelos;253,00;276,00;303,00;314,00;336,00;371,00;374,00;394,00;397,00;453,00;490,00;507,00;
Municipios;0376;Cenicientos;406,00;408,00;424,00;417,00;412,00;416,00;415,00;413,00;417,00;449,00;450,00;445,00;
Municipios;0382;Cercedilla;888,00;905,00;906,00;917,00;957,00;986,00;1.005,00;1.027,00;1.040,00;1.172,00;1.205,00;1.282,00;
Municipios;0395;Cervera de Buitrago;25,00;27,00;27,00;28,00;25,00;27,00;27,00;28,00;28,00;30,00;30,00;32,00;
Municipios;0513;Chapinería;277,00;287,00;298,00;306,00;307,00;308,00;311,00;322,00;328,00;366,00;380,00;402,00;
Municipios;0528;Chinchón;893,00;895,00;898,00;920,00;940,00;973,00;988,00;1.000,00;1.021,00;1.088,00;1.095,00;1.113,00;
Municipios;0409;Ciempozuelos;2.287,00;2.347,00;2.488,00;2.554,00;2.674,00;2.783,00;2.847,00;2.869,00;2.988,00;3.385,00;3.520,00;3.720,00;
Municipios;0416;Cobeña;384,00;404,00;446,00;483,00;513,00;553,00;569,00;594,00;613,00;721,00;775,00;835,00;
Municipios;0468;Collado Mediano;664,00;701,00;748,00;788,00;832,00;860,00;900,00;930,00;971,00;1.076,00;1.095,00;1.150,00;
Municipios;0474;Collado Villalba;6.051,00;6.293,00;6.749,00;7.028,00;7.344,00;7.716,00;7.973,00;8.072,00;8.314,00;9.418,00;9.740,00;10.032,00;
Municipios;0455;Colmenar Viejo;4.942,00;5.110,00;5.403,00;5.623,00;5.783,00;5.964,00;6.153,00;6.215,00;6.425,00;7.241,00;7.490,00;8.056,00;
Municipios;0437;Colmenar de Oreja;1.194,00;1.210,00;1.285,00;1.318,00;1.342,00;1.388,00;1.417,00;1.435,00;1.448,00;1.549,00;1.595,00;1.654,00;
Municipios;0421;Colmenar del Arroyo;157,00;166,00;174,00;179,00;189,00;202,00;213,00;208,00;207,00;248,00;255,00;272,00;
Municipios;0442;Colmenarejo;700,00;737,00;800,00;844,00;870,00;907,00;942,00;973,00;1.025,00;1.170,00;1.225,00;1.297,00;
Municipios;0480;Corpa;86,00;89,00;102,00;106,00;107,00;110,00;110,00;110,00;114,00;129,00;140,00;139,00;
Municipios;0493;Coslada;11.456,00;12.099,00;13.093,00;13.725,00;14.353,00;15.035,00;15.612,00;15.934,00;16.431,00;18.406,00;18.885,00;19.474,00;
Municipios;0506;Cubas de la Sagra;333,00;343,00;405,00;421,00;437,00;479,00;502,00;512,00;533,00;617,00;635,00;713,00;
Municipios;0534;Daganzo de Arriba;645,00;682,00;749,00;803,00;857,00;914,00;982,00;995,00;1.028,00;1.144,00;1.205,00;1.185,00;
Municipios;0549;Escorial (El);1.827,00;1.914,00;2.053,00;2.153,00;2.222,00;2.274,00;2.359,00;2.404,00;2.464,00;2.783,00;2.890,00;3.027,00;
Municipios;0552;Estremera;198,00;202,00;206,00;220,00;214,00;220,00;226,00;224,00;228,00;245,00;250,00;250,00;
Municipios;0565;Fresnedillas de la Oliva;153,00;153,00;156,00;159,00;165,00;172,00;186,00;188,00;186,00;214,00;225,00;259,00;
Municipios;0571;Fresno de Torote;96,00;108,00;124,00;138,00;143,00;152,00;151,00;158,00;161,00;172,00;175,00;317,00;
Municipios;0587;Fuenlabrada;18.164,00;19.357,00;21.602,00;23.035,00;24.376,00;25.800,00;27.110,00;28.047,00;29.170,00;32.839,00;34.040,00;35.642,00;
Municipios;0590;Fuente el Saz de Jarama;656,00;696,00;743,00;770,00;807,00;867,00;896,00;941,00;948,00;1.047,00;1.065,00;1.125,00;
Municipios;0604;Fuentidueña de Tajo;309,00;324,00;344,00;348,00;354,00;360,00;359,00;362,00;364,00;407,00;420,00;427,00;
Municipios;0611;Galapagar;2.969,00;3.159,00;3.410,00;3.558,00;3.691,00;3.833,00;3.952,00;4.046,00;4.154,00;4.750,00;4.920,00;5.231,00;
Municipios;0626;Garganta de los Montes;81,00;78,00;72,00;68,00;67,00;72,00;77,00;73,00;73,00;78,00;85,00;107,00;
Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;43,00;43,00;42,00;44,00;45,00;45,00;48,00;48,00;48,00;53,00;50,00;70,00;
Municipios;0647;Gascones;27,00;29,00;30,00;29,00;28,00;28,00;33,00;34,00;37,00;45,00;40,00;42,00;
Municipios;0650;Getafe;26.997,00;27.862,00;29.022,00;29.621,00;30.207,00;30.873,00;31.437,00;31.553,00;31.916,00;34.972,00;35.500,00;36.311,00;
Municipios;0663;Griñón;851,00;911,00;1.014,00;1.072,00;1.144,00;1.204,00;1.269,00;1.320,00;1.363,00;1.543,00;1.585,00;1.686,00;
Municipios;0679;Guadalix de la Sierra;624,00;639,00;684,00;706,00;736,00;742,00;773,00;776,00;819,00;912,00;945,00;1.065,00;
Municipios;0685;Guadarrama;1.790,00;1.857,00;1.981,00;2.050,00;2.122,00;2.206,00;2.308,00;2.342,00;2.406,00;2.726,00;2.845,00;2.940,00;
Municipios;0698;Hiruela (La);4,00;4,00;2,00;-;0,00;0,00;0,00;0,00;-;-;5,00;-;
Municipios;0702;Horcajo de la Sierra-Aoslos;23,00;19,00;20,00;21,00;21,00;20,00;22,00;20,00;20,00;28,00;30,00;32,00;
Municipios;0719;Horcajuelo de la Sierra;21,00;21,00;19,00;18,00;18,00;17,00;14,00;11,00;13,00;16,00;15,00;18,00;
Municipios;0724;Hoyo de Manzanares;743,00;764,00;821,00;846,00;876,00;915,00;965,00;994,00;1.031,00;1.211,00;1.250,00;1.286,00;
Municipios;0730;Humanes de Madrid;1.324,00;1.395,00;1.543,00;1.624,00;1.702,00;1.799,00;1.872,00;1.936,00;2.027,00;2.254,00;2.365,00;2.477,00;
Municipios;0745;Leganés;31.619,00;32.721,00;34.180,00;35.076,00;35.720,00;36.465,00;36.945,00;36.829,00;37.271,00;41.107,00;41.570,00;41.567,00;
Municipios;0758;Loeches;622,00;639,00;676,00;704,00;736,00;758,00;805,00;809,00;848,00;943,00;980,00;1.040,00;
Municipios;0761;Lozoya;97,00;100,00;107,00;108,00;110,00;107,00;109,00;111,00;113,00;119,00;125,00;169,00;
Municipios;9015;Lozoyuela-Navas-Sieteiglesias;159,00;167,00;174,00;175,00;183,00;187,00;196,00;203,00;205,00;226,00;230,00;244,00;
Municipios;0783;Madarcos;26,00;24,00;25,00;24,00;21,00;20,00;19,00;18,00;20,00;21,00;20,00;12,00;
Municipios;0800;Majadahonda;6.486,00;6.919,00;7.639,00;8.014,00;8.354,00;8.697,00;8.942,00;9.093,00;9.408,00;10.616,00;10.865,00;11.326,00;
Municipios;0822;Manzanares el Real;759,00;801,00;874,00;893,00;903,00;953,00;1.008,00;1.022,00;1.077,00;1.229,00;1.265,00;1.335,00;
Municipios;0838;Meco;900,00;952,00;1.069,00;1.133,00;1.195,00;1.273,00;1.335,00;1.386,00;1.448,00;1.645,00;1.725,00;1.867,00;
Municipios;0843;Mejorada del Campo;2.220,00;2.346,00;2.568,00;2.683,00;2.819,00;2.963,00;3.101,00;3.184,00;3.296,00;3.749,00;3.905,00;3.970,00;
Municipios;0856;Miraflores de la Sierra;629,00;650,00;676,00;698,00;715,00;731,00;771,00;776,00;804,00;938,00;970,00;1.038,00;
