municipio,municipio_lat,municipio_lon,propertyCode,precio,banos,habitaciones,tamano_m2,direccion,barrio,url
Fuenlabrada,40.28387,-3.800329,110099858,800.0,1,1,50.0,Centro,,https://www.idealista.com/inmueble/110099858/
Fuenlabrada,40.28387,-3.800329,105529267,1100.0,1,3,85.0,calle de Callao,,https://www.idealista.com/inmueble/105529267/
Fuenlabrada,40.28387,-3.800329,108824012,1175.0,1,3,71.0,La Serna,,https://www.idealista.com/inmueble/108824012/
Fuenlabrada,40.28387,-3.800329,109854320,1230.0,1,3,69.0,Centro,,https://www.idealista.com/inmueble/109854320/
Fuenlabrada,40.28387,-3.800329,110084138,900.0,1,2,83.0,calle de Creta s/n,,https://www.idealista.com/inmueble/110084138/
Fuenlabrada,40.28387,-3.800329,110082914,1150.0,1,3,68.0,calle de Barcelona,,https://www.idealista.com/inmueble/110082914/
Fuenlabrada,40.28387,-3.800329,110046787,950.0,1,1,55.0,calle de la Arena,,https://www.idealista.com/inmueble/110046787/
Fuenlabrada,40.28387,-3.800329,110019323,950.0,1,1,50.0,calle de la Harina,,https://www.idealista.com/inmueble/110019323/
Fuenlabrada,40.28387,-3.800329,110069553,1300.0,1,3,105.0,La Serna,,https://www.idealista.com/inmueble/110069553/
Fuenlabrada,40.28387,-3.800329,108557685,1200.0,1,2,70.0,calle de la Harina,,https://www.idealista.com/inmueble/108557685/
Fuenlabrada,40.28387,-3.800329,108560863,950.0,1,1,45.0,calle de la Harina,,https://www.idealista.com/inmueble/108560863/
Fuenlabrada,40.28387,-3.800329,108697473,1100.0,1,1,50.0,calle de la Paz,,https://www.idealista.com/inmueble/108697473/
Fuenlabrada,40.28387,-3.800329,37073015,1300.0,2,3,104.0,"avenida de la Universidad, 9",,https://www.idealista.com/inmueble/37073015/
Fuenlabrada,40.28387,-3.800329,109426022,875.0,1,0,40.0,calle de la Paz,,https://www.idealista.com/inmueble/109426022/
Fuenlabrada,40.28387,-3.800329,110017707,1160.0,1,3,60.0,Centro,,https://www.idealista.com/inmueble/110017707/
Fuenlabrada,40.28387,-3.800329,109983192,1150.0,1,1,80.0,"avenida del Hospital, 6",,https://www.idealista.com/inmueble/109983192/
Fuenlabrada,40.28387,-3.800329,109948937,1200.0,1,2,80.0,calle de Hungría,,https://www.idealista.com/inmueble/109948937/
Fuenlabrada,40.28387,-3.800329,110039872,1200.0,1,3,65.0,calle de la Vega,,https://www.idealista.com/inmueble/110039872/
Fuenlabrada,40.28387,-3.800329,109478217,950.0,1,1,55.0,calle Tesillo,,https://www.idealista.com/inmueble/109478217/
Fuenlabrada,40.28387,-3.800329,109222660,1050.0,1,1,45.0,calle del Manantial,,https://www.idealista.com/inmueble/109222660/
Fuenlabrada,40.28387,-3.800329,109990352,1500.0,2,3,102.0,Fuenlabrada II - El Molino,,https://www.idealista.com/inmueble/109990352/
