municipio,municipio_lat,municipio_lon,propertyCode,precio,banos,habitaciones,tamano_m2,direccion,barrio,url
Colmenarejo,40.56101,-4.016842,110068343,750.0,1,1,58.0,Casco Antiguo,,https://www.idealista.com/inmueble/110068343/
Colmenarejo,40.56101,-4.016842,109979257,1150.0,2,2,70.0,calle de la Cañada Real,,https://www.idealista.com/inmueble/109979257/
Colmenarejo,40.56101,-4.016842,109415029,1200.0,2,2,80.0,"calle de las Matas, 1",,https://www.idealista.com/inmueble/109415029/
Colmenarejo,40.56101,-4.016842,109452885,1400.0,2,3,100.0,"calle de las Matas, 3",,https://www.idealista.com/inmueble/109452885/
Colmenarejo,40.56101,-4.016842,109581811,1400.0,2,3,100.0,"calle del Jarama, 10 -6",,https://www.idealista.com/inmueble/109581811/
Colmenarejo,40.56101,-4.016842,109581861,1200.0,2,2,82.0,"calle del Jarama, 10 -6",,https://www.idealista.com/inmueble/109581861/
Colmenarejo,40.56101,-4.016842,109581836,1300.0,2,2,75.0,"calle del Jarama, 10 -6",,https://www.idealista.com/inmueble/109581836/
Colmenarejo,40.56101,-4.016842,109581869,1500.0,2,3,100.0,"calle del Jarama, 10 -6",,https://www.idealista.com/inmueble/109581869/
Colmenarejo,40.56101,-4.016842,109550448,1300.0,3,3,79.0,calle de las Matas,,https://www.idealista.com/inmueble/109550448/
Colmenarejo,40.56101,-4.016842,109581833,1200.0,2,2,72.0,calle de las Matas,,https://www.idealista.com/inmueble/109581833/
Colmenarejo,40.56101,-4.016842,110062688,1100.0,2,3,85.0,"calle Escorial, 4",,https://www.idealista.com/inmueble/110062688/
Colmenarejo,40.56101,-4.016842,109514646,1300.0,2,0,75.0,calle de las Matas,,https://www.idealista.com/inmueble/109514646/
Colmenarejo,40.56101,-4.016842,110062870,1100.0,1,2,90.0,"calle Casota, 4",,https://www.idealista.com/inmueble/110062870/
Colmenarejo,40.56101,-4.016842,109831212,1500.0,2,3,100.0,calle de las Matas,,https://www.idealista.com/inmueble/109831212/
Colmenarejo,40.56101,-4.016842,109565635,1500.0,2,3,100.0,LAS MATAS,,https://www.idealista.com/inmueble/109565635/
Colmenarejo,40.56101,-4.016842,109847534,1300.0,2,2,82.0,calle de las Matas,,https://www.idealista.com/inmueble/109847534/
Colmenarejo,40.56101,-4.016842,109567040,1400.0,2,3,100.0,LAS MATAS,,https://www.idealista.com/inmueble/109567040/
Colmenarejo,40.56101,-4.016842,109641417,1400.0,2,3,100.0,calle de las Matas s/n,,https://www.idealista.com/inmueble/109641417/
Colmenarejo,40.56101,-4.016842,109641333,1500.0,2,3,100.0,"plaza José Antonio, 1",,https://www.idealista.com/inmueble/109641333/
Colmenarejo,40.56101,-4.016842,109462300,1300.0,3,3,75.0,Casa Amarilla,,https://www.idealista.com/inmueble/109462300/
Colmenarejo,40.56101,-4.016842,109512899,1500.0,2,3,100.0,Casa Amarilla,,https://www.idealista.com/inmueble/109512899/
Colmenarejo,40.56101,-4.016842,109460822,1400.0,2,3,100.0,Casa Amarilla,,https://www.idealista.com/inmueble/109460822/
Colmenarejo,40.56101,-4.016842,109448597,1300.0,2,2,74.0,Casa Amarilla,,https://www.idealista.com/inmueble/109448597/
Colmenarejo,40.56101,-4.016842,110041348,950.0,2,2,62.0,calle del Calvario,,https://www.idealista.com/inmueble/110041348/
Colmenarejo,40.56101,-4.016842,110063000,1100.0,2,2,75.0,calle Escorial,,https://www.idealista.com/inmueble/110063000/
Colmenarejo,40.56101,-4.016842,110036678,1300.0,3,3,79.0,"calle de las Matas, 1",,https://www.idealista.com/inmueble/110036678/
Colmenarejo,40.56101,-4.016842,109391711,1200.0,2,2,75.0,"calle de las Matas, 1",,https://www.idealista.com/inmueble/109391711/
Colmenarejo,40.56101,-4.016842,109391847,1400.0,2,3,100.0,"calle de las Matas, 3",,https://www.idealista.com/inmueble/109391847/
Colmenarejo,40.56101,-4.016842,109539782,1200.0,2,2,57.0,Casa Amarilla,,https://www.idealista.com/inmueble/109539782/
Colmenarejo,40.56101,-4.016842,109961042,4000.0,5,5,700.0,Colmenarejo,,https://www.idealista.com/inmueble/109961042/
Colmenarejo,40.56101,-4.016842,109383119,1300.0,2,2,75.0,"calle de las Matas, 1",,https://www.idealista.com/inmueble/109383119/
Colmenarejo,40.56101,-4.016842,109627249,1200.0,2,4,150.0,Colmenarejo,,https://www.idealista.com/inmueble/109627249/
Colmenarejo,40.56101,-4.016842,110022058,910.0,2,2,80.0,Colmenarejo,,https://www.idealista.com/inmueble/110022058/
Colmenarejo,40.56101,-4.016842,105032626,1100.0,2,3,90.0,calle Escorial,,https://www.idealista.com/inmueble/105032626/
Colmenarejo,40.56101,-4.016842,109983671,1200.0,2,2,80.0,Casco Antiguo,,https://www.idealista.com/inmueble/109983671/
