municipio,municipio_lat,municipio_lon,propertyCode,precio,banos,habitaciones,tamano_m2,direccion,barrio,url
Galapagar,40.57736,-4.00357,110068343,750.0,1,1,58.0,Casco Antiguo,,https://www.idealista.com/inmueble/110068343/
Galapagar,40.57736,-4.00357,109979257,1150.0,2,2,70.0,calle de la Cañada Real,,https://www.idealista.com/inmueble/109979257/
Galapagar,40.57736,-4.00357,109415029,1200.0,2,2,80.0,"calle de las Matas, 1",,https://www.idealista.com/inmueble/109415029/
Galapagar,40.57736,-4.00357,109452885,1400.0,2,3,100.0,"calle de las Matas, 3",,https://www.idealista.com/inmueble/109452885/
Galapagar,40.57736,-4.00357,109581811,1400.0,2,3,100.0,"calle del Jarama, 10 -6",,https://www.idealista.com/inmueble/109581811/
Galapagar,40.57736,-4.00357,109581861,1200.0,2,2,82.0,"calle del Jarama, 10 -6",,https://www.idealista.com/inmueble/109581861/
Galapagar,40.57736,-4.00357,109581836,1300.0,2,2,75.0,"calle del Jarama, 10 -6",,https://www.idealista.com/inmueble/109581836/
Galapagar,40.57736,-4.00357,109581869,1500.0,2,3,100.0,"calle del Jarama, 10 -6",,https://www.idealista.com/inmueble/109581869/
Galapagar,40.57736,-4.00357,109550448,1300.0,3,3,79.0,calle de las Matas,,https://www.idealista.com/inmueble/109550448/
Galapagar,40.57736,-4.00357,109581833,1200.0,2,2,72.0,calle de las Matas,,https://www.idealista.com/inmueble/109581833/
Galapagar,40.57736,-4.00357,110062688,1100.0,2,3,85.0,"calle Escorial, 4",,https://www.idealista.com/inmueble/110062688/
Galapagar,40.57736,-4.00357,109514646,1300.0,2,0,75.0,calle de las Matas,,https://www.idealista.com/inmueble/109514646/
Galapagar,40.57736,-4.00357,110062870,1100.0,1,2,90.0,"calle Casota, 4",,https://www.idealista.com/inmueble/110062870/
Galapagar,40.57736,-4.00357,109831212,1500.0,2,3,100.0,calle de las Matas,,https://www.idealista.com/inmueble/109831212/
Galapagar,40.57736,-4.00357,109565635,1500.0,2,3,100.0,LAS MATAS,,https://www.idealista.com/inmueble/109565635/
Galapagar,40.57736,-4.00357,109847534,1300.0,2,2,82.0,calle de las Matas,,https://www.idealista.com/inmueble/109847534/
Galapagar,40.57736,-4.00357,103830478,5800.0,7,5,650.0,calle de la Cuesta de la Mina,,https://www.idealista.com/inmueble/103830478/
Galapagar,40.57736,-4.00357,109567040,1400.0,2,3,100.0,LAS MATAS,,https://www.idealista.com/inmueble/109567040/
Galapagar,40.57736,-4.00357,109641417,1400.0,2,3,100.0,calle de las Matas s/n,,https://www.idealista.com/inmueble/109641417/
Galapagar,40.57736,-4.00357,109641333,1500.0,2,3,100.0,"plaza José Antonio, 1",,https://www.idealista.com/inmueble/109641333/
Galapagar,40.57736,-4.00357,109462300,1300.0,3,3,75.0,Casa Amarilla,,https://www.idealista.com/inmueble/109462300/
Galapagar,40.57736,-4.00357,109512899,1500.0,2,3,100.0,Casa Amarilla,,https://www.idealista.com/inmueble/109512899/
Galapagar,40.57736,-4.00357,109460822,1400.0,2,3,100.0,Casa Amarilla,,https://www.idealista.com/inmueble/109460822/
Galapagar,40.57736,-4.00357,109448597,1300.0,2,2,74.0,Casa Amarilla,,https://www.idealista.com/inmueble/109448597/
Galapagar,40.57736,-4.00357,110041348,950.0,2,2,62.0,calle del Calvario,,https://www.idealista.com/inmueble/110041348/
Galapagar,40.57736,-4.00357,110063000,1100.0,2,2,75.0,calle Escorial,,https://www.idealista.com/inmueble/110063000/
Galapagar,40.57736,-4.00357,110036678,1300.0,3,3,79.0,"calle de las Matas, 1",,https://www.idealista.com/inmueble/110036678/
Galapagar,40.57736,-4.00357,109391711,1200.0,2,2,75.0,"calle de las Matas, 1",,https://www.idealista.com/inmueble/109391711/
Galapagar,40.57736,-4.00357,109766133,1600.0,2,3,110.0,"calle de la Democracia, 1",,https://www.idealista.com/inmueble/109766133/
Galapagar,40.57736,-4.00357,109391847,1400.0,2,3,100.0,"calle de las Matas, 3",,https://www.idealista.com/inmueble/109391847/
Galapagar,40.57736,-4.00357,109539782,1200.0,2,2,57.0,Casa Amarilla,,https://www.idealista.com/inmueble/109539782/
Galapagar,40.57736,-4.00357,106720189,2000.0,4,4,230.0,calle Estanque,,https://www.idealista.com/inmueble/106720189/
Galapagar,40.57736,-4.00357,108354101,7500.0,5,4,290.0,calle de las Eras,,https://www.idealista.com/inmueble/108354101/
Galapagar,40.57736,-4.00357,109383119,1300.0,2,2,75.0,"calle de las Matas, 1",,https://www.idealista.com/inmueble/109383119/
Galapagar,40.57736,-4.00357,98421964,2175.0,3,5,359.0,La Navata,,https://www.idealista.com/inmueble/98421964/
Galapagar,40.57736,-4.00357,101033031,3000.0,3,4,380.0,"calle del Prado Arroyo, 6",,https://www.idealista.com/inmueble/101033031/
Galapagar,40.57736,-4.00357,109553013,950.0,1,2,65.0,La Navata,,https://www.idealista.com/inmueble/109553013/
Galapagar,40.57736,-4.00357,109627249,1200.0,2,4,150.0,Colmenarejo,,https://www.idealista.com/inmueble/109627249/
Galapagar,40.57736,-4.00357,110022058,910.0,2,2,80.0,Colmenarejo,,https://www.idealista.com/inmueble/110022058/
Galapagar,40.57736,-4.00357,105032626,1100.0,2,3,90.0,calle Escorial,,https://www.idealista.com/inmueble/105032626/
Galapagar,40.57736,-4.00357,109983671,1200.0,2,2,80.0,Casco Antiguo,,https://www.idealista.com/inmueble/109983671/
