municipio,municipio_lat,municipio_lon,propertyCode,precio,banos,habitaciones,tamano_m2,direccion,barrio,url
Alcobendas,40.54754,-3.642091,108630797,1250.0,1,1,63.0,"avenida del Cerro del Águila, 11",,https://www.idealista.com/inmueble/108630797/
Alcobendas,40.54754,-3.642091,109889982,5200.0,5,5,363.0,calle de la Zarzamora,,https://www.idealista.com/inmueble/109889982/
Alcobendas,40.54754,-3.642091,107922298,6900.0,5,5,350.0,El Soto de la Moraleja,,https://www.idealista.com/inmueble/107922298/
Alcobendas,40.54754,-3.642091,110098451,1175.0,1,2,81.0,Alcobendas Centro,,https://www.idealista.com/inmueble/110098451/
Alcobendas,40.54754,-3.642091,106738765,5450.0,4,5,303.0,calle de la Hiedra,,https://www.idealista.com/inmueble/106738765/
Alcobendas,40.54754,-3.642091,110097355,3200.0,4,4,320.0,calle de Miguel Servet,,https://www.idealista.com/inmueble/110097355/
Alcobendas,40.54754,-3.642091,38129502,1600.0,2,3,128.0,Baunatal,,https://www.idealista.com/inmueble/38129502/
Alcobendas,40.54754,-3.642091,110062949,1900.0,2,3,120.0,"calle de Miguel Servet, 4",,https://www.idealista.com/inmueble/110062949/
Alcobendas,40.54754,-3.642091,110095711,5500.0,5,4,250.0,El Soto de la Moraleja,,https://www.idealista.com/inmueble/110095711/
Alcobendas,40.54754,-3.642091,98277794,5250.0,5,4,220.0,calle Azalea,,https://www.idealista.com/inmueble/98277794/
Alcobendas,40.54754,-3.642091,109895610,1600.0,1,3,85.0,calle Hermanos del Cristo,,https://www.idealista.com/inmueble/109895610/
Alcobendas,40.54754,-3.642091,109176707,1060.0,1,0,40.0,calle de Fuerteventura,,https://www.idealista.com/inmueble/109176707/
Alcobendas,40.54754,-3.642091,110092787,2100.0,2,3,155.0,avenida de la Ermita,,https://www.idealista.com/inmueble/110092787/
Alcobendas,40.54754,-3.642091,110092742,2100.0,2,3,155.0,"avenida de la Ermita, 2",,https://www.idealista.com/inmueble/110092742/
Alcobendas,40.54754,-3.642091,106058916,1100.0,1,1,62.0,avenida de Guadarrama s/n,,https://www.idealista.com/inmueble/106058916/
Alcobendas,40.54754,-3.642091,105410228,7000.0,5,8,362.0,calle del Camino Ancho,,https://www.idealista.com/inmueble/105410228/
Alcobendas,40.54754,-3.642091,105457312,7000.0,6,7,400.0,La Moraleja urbanización,,https://www.idealista.com/inmueble/105457312/
Alcobendas,40.54754,-3.642091,110064619,3600.0,3,4,230.0,El Soto de la Moraleja,,https://www.idealista.com/inmueble/110064619/
Alcobendas,40.54754,-3.642091,110091527,2829.0,4,4,86.0,"calle de Perdiguera, 1",,https://www.idealista.com/inmueble/110091527/
Alcobendas,40.54754,-3.642091,102079800,5200.0,4,5,242.0,El Soto de la Moraleja,,https://www.idealista.com/inmueble/102079800/
