municipio,municipio_lat,municipio_lon,propertyCode,precio,banos,habitaciones,tamano_m2,direccion,barrio,url
Leganés,40.32642,-3.758988,110099614,1000.0,1,1,75.0,calle Ancha,Valdepelayo-Montepinos-Arroyo Culebro,https://www.idealista.com/inmueble/110099614/
Leganés,40.32642,-3.758988,110096434,1100.0,1,3,70.0,calle de las Alpujarras,Zarzaquemada,https://www.idealista.com/inmueble/110096434/
Leganés,40.32642,-3.758988,108811269,1000.0,1,0,40.0,avenida de Vicente Aleixandre,Casco Antiguo,https://www.idealista.com/inmueble/108811269/
Leganés,40.32642,-3.758988,109369148,1165.0,1,3,60.0,El Bercial,,https://www.idealista.com/inmueble/109369148/
Leganés,40.32642,-3.758988,109766169,1210.0,1,3,64.0,Barrio San Nicasio,San Nicasio,https://www.idealista.com/inmueble/109766169/
Leganés,40.32642,-3.758988,110087960,1250.0,2,2,80.0,Getafe Centro,,https://www.idealista.com/inmueble/110087960/
Leganés,40.32642,-3.758988,110081785,1650.0,2,4,90.0,calle del Ampurdán,Zarzaquemada,https://www.idealista.com/inmueble/110081785/
Leganés,40.32642,-3.758988,108247707,1060.0,1,1,52.0,"paseo de la estación, 29",,https://www.idealista.com/obra-nueva/108247707/
Leganés,40.32642,-3.758988,108764676,1695.0,2,3,127.0,"paseo de la estación, 29",,https://www.idealista.com/obra-nueva/108764676/
Leganés,40.32642,-3.758988,108247088,1730.0,2,3,140.0,"paseo de la estación, 29",,https://www.idealista.com/obra-nueva/108247088/
Leganés,40.32642,-3.758988,106464338,1450.0,2,3,113.0,"de la Estación, 25",,https://www.idealista.com/obra-nueva/106464338/
Leganés,40.32642,-3.758988,109238664,1050.0,1,2,66.0,"de la Estación, 25",,https://www.idealista.com/obra-nueva/109238664/
Leganés,40.32642,-3.758988,105584168,1160.0,2,2,74.0,"de la Estación, 25",,https://www.idealista.com/obra-nueva/105584168/
Leganés,40.32642,-3.758988,108191652,1380.0,2,3,98.0,"paseo de la estación, 29",,https://www.idealista.com/obra-nueva/108191652/
Leganés,40.32642,-3.758988,108191494,1060.0,1,1,61.0,"paseo de la estación, 29",,https://www.idealista.com/obra-nueva/108191494/
Leganés,40.32642,-3.758988,109258221,1180.0,2,2,75.0,"de la Estación, 25",,https://www.idealista.com/obra-nueva/109258221/
Leganés,40.32642,-3.758988,100836566,1250.0,2,2,86.0,calle Ramón Rubial,,https://www.idealista.com/inmueble/100836566/
Leganés,40.32642,-3.758988,110046796,1275.0,2,3,100.0,avenida de Javier Bueno,,https://www.idealista.com/inmueble/110046796/
Leganés,40.32642,-3.758988,108764861,1310.0,2,2,86.0,"paseo de la estación, 29",,https://www.idealista.com/obra-nueva/108764861/
Leganés,40.32642,-3.758988,110061241,1250.0,2,2,76.0,avenida de Javier Bueno,,https://www.idealista.com/inmueble/110061241/
Leganés,40.32642,-3.758988,110014721,1200.0,1,2,86.0,"calle de Ramón Rubial, 1",,https://www.idealista.com/inmueble/110014721/
Leganés,40.32642,-3.758988,109901816,1275.0,2,2,68.0,Buenavista,,https://www.idealista.com/inmueble/109901816/
Leganés,40.32642,-3.758988,107329878,1950.0,2,3,133.0,"calle Joan Miro, 2",,https://www.idealista.com/inmueble/107329878/
Leganés,40.32642,-3.758988,35197355,1400.0,2,3,122.0,"avenida mariano moreno el musico, 14",,https://www.idealista.com/inmueble/35197355/
Leganés,40.32642,-3.758988,109797155,1900.0,2,4,105.0,avenida de Alemania,El Carrascal,https://www.idealista.com/inmueble/109797155/
Leganés,40.32642,-3.758988,109914375,1600.0,2,3,104.0,"AV BELGICA, 3",El Carrascal,https://www.idealista.com/inmueble/109914375/
Leganés,40.32642,-3.758988,109971902,1200.0,1,3,66.0,plaza de Navarrevisca,Batallas,https://www.idealista.com/inmueble/109971902/
Leganés,40.32642,-3.758988,109726988,1299.0,2,2,95.0,"avenida de Manuel Azaña, 3",,https://www.idealista.com/inmueble/109726988/
Leganés,40.32642,-3.758988,110043057,1200.0,2,3,109.0,Barrio Valdepelayo-Montepinos-Arroyo Culebro,Valdepelayo-Montepinos-Arroyo Culebro,https://www.idealista.com/inmueble/110043057/
Leganés,40.32642,-3.758988,96230961,1400.0,2,3,120.0,calle Maestro Pablo Guzmán,,https://www.idealista.com/inmueble/96230961/
Leganés,40.32642,-3.758988,110068799,1300.0,2,4,178.0,Barrio Las Dehesillas-Vereda de los Estudiantes,Las Dehesillas-Vereda de los Estudiantes,https://www.idealista.com/inmueble/110068799/
Leganés,40.32642,-3.758988,109793404,1500.0,2,4,120.0,Barrio Solagua,Solagua,https://www.idealista.com/inmueble/109793404/
Leganés,40.32642,-3.758988,109943239,1700.0,2,4,150.0,calle Uruguay,,https://www.idealista.com/inmueble/109943239/
Leganés,40.32642,-3.758988,109530696,950.0,1,0,42.0,calle el Charco,Casco Antiguo,https://www.idealista.com/inmueble/109530696/
