municipio,municipio_lat,municipio_lon,propertyCode,precio,banos,habitaciones,tamano_m2,direccion,barrio,url
Majadahonda,40.47283,-3.872304,107318499,1000.0,1,1,60.0,calle San Pedro,,https://www.idealista.com/inmueble/107318499/
Majadahonda,40.47283,-3.872304,110097901,1100.0,1,1,55.0,Zona Carretera del Plantío,,https://www.idealista.com/inmueble/110097901/
Majadahonda,40.47283,-3.872304,876460,1900.0,2,3,90.0,Golf - El Carralero,,https://www.idealista.com/inmueble/876460/
Majadahonda,40.47283,-3.872304,110095643,1300.0,1,2,74.0,avenida de la Coruña,Alto de la Jabonería,https://www.idealista.com/inmueble/110095643/
Majadahonda,40.47283,-3.872304,108296754,6600.0,6,5,358.0,camino Viejo de Madrid,Marazuela- El Torreón,https://www.idealista.com/inmueble/108296754/
Majadahonda,40.47283,-3.872304,110094484,1200.0,2,2,57.0,calle Fray Luis de León,Zona Auditorio,https://www.idealista.com/inmueble/110094484/
Majadahonda,40.47283,-3.872304,101928074,2150.0,2,3,135.0,Moreras,,https://www.idealista.com/inmueble/101928074/
Majadahonda,40.47283,-3.872304,109858510,1400.0,2,2,89.0,PZ CRISTOBAL COLON,,https://www.idealista.com/inmueble/109858510/
Majadahonda,40.47283,-3.872304,109928784,3300.0,3,4,198.0,carretera de Boadilla,,https://www.idealista.com/inmueble/109928784/
Majadahonda,40.47283,-3.872304,110091254,1400.0,1,2,60.0,calle San Andrés,,https://www.idealista.com/inmueble/110091254/
Majadahonda,40.47283,-3.872304,110086386,2000.0,3,4,130.0,calle Joaquín Turina,,https://www.idealista.com/inmueble/110086386/
Majadahonda,40.47283,-3.872304,110085775,1800.0,2,3,131.0,"CL JOAQUIN TURINA, 8",,https://www.idealista.com/inmueble/110085775/
Majadahonda,40.47283,-3.872304,110084731,2300.0,2,4,165.0,calle Viña,,https://www.idealista.com/inmueble/110084731/
Majadahonda,40.47283,-3.872304,110082598,1950.0,2,4,132.0,calle Comunidad de Madrid,El Burgo,https://www.idealista.com/inmueble/110082598/
Majadahonda,40.47283,-3.872304,110078996,1100.0,1,1,65.0,"camino del Tomillarón, 11",Marazuela- El Torreón,https://www.idealista.com/inmueble/110078996/
Majadahonda,40.47283,-3.872304,107901327,1250.0,1,1,49.0,calle de la Carnicería,,https://www.idealista.com/inmueble/107901327/
Majadahonda,40.47283,-3.872304,109897887,2500.0,2,3,171.0,AV CLAVELES,,https://www.idealista.com/inmueble/109897887/
Majadahonda,40.47283,-3.872304,106743463,1350.0,1,2,65.0,avenida de la Oliva,,https://www.idealista.com/inmueble/106743463/
Majadahonda,40.47283,-3.872304,94428234,2100.0,2,4,140.0,Golf - El Carralero,,https://www.idealista.com/inmueble/94428234/
Majadahonda,40.47283,-3.872304,95027006,3800.0,5,5,220.0,Zona Carretera del Plantío,,https://www.idealista.com/inmueble/95027006/
Majadahonda,40.47283,-3.872304,110067199,1700.0,2,3,109.0,calle de Puerto Rico,,https://www.idealista.com/inmueble/110067199/
Majadahonda,40.47283,-3.872304,109838072,2400.0,3,4,150.0,calle Salvador Dalí,,https://www.idealista.com/inmueble/109838072/
Majadahonda,40.47283,-3.872304,108971936,4500.0,5,6,708.0,Barrio Marazuela- El Torreón,Marazuela- El Torreón,https://www.idealista.com/inmueble/108971936/
Majadahonda,40.47283,-3.872304,106143343,4800.0,2,2,130.0,calle Oeste,,https://www.idealista.com/inmueble/106143343/
Majadahonda,40.47283,-3.872304,109839044,1790.0,2,2,105.0,carretera de Boadilla,,https://www.idealista.com/inmueble/109839044/
Majadahonda,40.47283,-3.872304,109855610,1700.0,2,3,122.0,calle Granadilla,,https://www.idealista.com/inmueble/109855610/
Majadahonda,40.47283,-3.872304,110042806,1500.0,2,2,60.0,calle Fray Luis de León,Zona Auditorio,https://www.idealista.com/inmueble/110042806/
Majadahonda,40.47283,-3.872304,109804493,2100.0,2,2,70.0,Barrio Marazuela- El Torreón,Marazuela- El Torreón,https://www.idealista.com/inmueble/109804493/
Majadahonda,40.47283,-3.872304,81930892,3500.0,5,6,340.0,Golf - El Carralero,,https://www.idealista.com/inmueble/81930892/
Majadahonda,40.47283,-3.872304,109649260,1400.0,2,2,90.0,Casco Antiguo,,https://www.idealista.com/inmueble/109649260/
Majadahonda,40.47283,-3.872304,110033553,2300.0,2,2,80.0,"calle Moreras, 31",,https://www.idealista.com/inmueble/110033553/
Majadahonda,40.47283,-3.872304,26818498,1100.0,1,1,74.0,calle Gran Vía,,https://www.idealista.com/inmueble/26818498/
Majadahonda,40.47283,-3.872304,108158960,3500.0,4,4,342.0,calle Yuca,,https://www.idealista.com/inmueble/108158960/
Majadahonda,40.47283,-3.872304,109633243,2750.0,2,3,140.0,calle Acanto,Marazuela- El Torreón,https://www.idealista.com/inmueble/109633243/
Majadahonda,40.47283,-3.872304,462411,1100.0,1,1,65.0,"avenida de España, 135",El Burgo,https://www.idealista.com/inmueble/462411/
Majadahonda,40.47283,-3.872304,100885592,2100.0,2,2,153.0,Sorolla,,https://www.idealista.com/inmueble/100885592/
Majadahonda,40.47283,-3.872304,109961957,2400.0,3,3,193.0,calle Huertas,,https://www.idealista.com/inmueble/109961957/
Majadahonda,40.47283,-3.872304,100018888,1400.0,2,2,79.0,Comunidad de Madrid,El Burgo,https://www.idealista.com/inmueble/100018888/
Majadahonda,40.47283,-3.872304,109829696,3300.0,3,4,198.0,carretera de Boadilla,,https://www.idealista.com/inmueble/109829696/
Majadahonda,40.47283,-3.872304,109518751,1790.0,2,4,130.0,"pasaje Sacedilla, 3",,https://www.idealista.com/inmueble/109518751/
Majadahonda,40.47283,-3.872304,109995476,1200.0,1,1,45.0,"calle Tejar, 17",,https://www.idealista.com/inmueble/109995476/
Majadahonda,40.47283,-3.872304,104411788,2400.0,2,4,116.0,calle Viña,,https://www.idealista.com/inmueble/104411788/
Majadahonda,40.47283,-3.872304,109042295,2850.0,3,4,199.0,CL COTO BLANCO,,https://www.idealista.com/inmueble/109042295/
Majadahonda,40.47283,-3.872304,110052328,2100.0,2,4,140.0,Golf - El Carralero,,https://www.idealista.com/inmueble/110052328/
Majadahonda,40.47283,-3.872304,28759219,1950.0,2,2,140.0,calle Urca,,https://www.idealista.com/inmueble/28759219/
Majadahonda,40.47283,-3.872304,109250857,1800.0,1,3,95.0,CL CAÑO,Zona Estación,https://www.idealista.com/inmueble/109250857/
Majadahonda,40.47283,-3.872304,109885340,2300.0,2,2,80.0,calle Moreras,,https://www.idealista.com/inmueble/109885340/
Majadahonda,40.47283,-3.872304,109532250,2000.0,2,3,110.0,Golf - El Carralero,,https://www.idealista.com/inmueble/109532250/
Majadahonda,40.47283,-3.872304,109540059,2500.0,2,2,220.0,Zona Monte el Pilar,,https://www.idealista.com/inmueble/109540059/
Majadahonda,40.47283,-3.872304,105762853,1250.0,1,1,60.0,"calle Real, 59",Alto de la Jabonería,https://www.idealista.com/inmueble/105762853/
Majadahonda,40.47283,-3.872304,109931745,2200.0,3,4,166.0,Golf - El Carralero,,https://www.idealista.com/inmueble/109931745/
Majadahonda,40.47283,-3.872304,108471534,1700.0,2,4,96.0,Casco Antiguo,,https://www.idealista.com/inmueble/108471534/
Majadahonda,40.47283,-3.872304,103843223,1850.0,2,3,130.0,"calle Costa Rica, 7",,https://www.idealista.com/inmueble/103843223/
