municipio,municipio_lat,municipio_lon,propertyCode,precio,banos,habitaciones,tamano_m2,direccion,barrio,url
Becerril de la Sierra,40.71638,-3.989412,109910780,2100.0,3,5,217.0,avenida María Luisa,,https://www.idealista.com/inmueble/109910780/
Becerril de la Sierra,40.71638,-3.989412,109340469,3200.0,3,6,500.0,calle de los Balagos,,https://www.idealista.com/inmueble/109340469/
Becerril de la Sierra,40.71638,-3.989412,109827489,2980.0,3,4,289.0,Becerril de la Sierra,,https://www.idealista.com/inmueble/109827489/
Becerril de la Sierra,40.71638,-3.989412,92150492,1700.0,3,5,230.0,"pasdeo san sebastian, 57",,https://www.idealista.com/inmueble/92150492/
Becerril de la Sierra,40.71638,-3.989412,109970874,930.0,1,2,74.0,calle del Pez s/n,,https://www.idealista.com/inmueble/109970874/
Becerril de la Sierra,40.71638,-3.989412,110053676,860.0,1,1,61.0,Becerril de la Sierra,,https://www.idealista.com/inmueble/110053676/
Becerril de la Sierra,40.71638,-3.989412,110036305,1250.0,2,4,155.0,Becerril de la Sierra,,https://www.idealista.com/inmueble/110036305/
Becerril de la Sierra,40.71638,-3.989412,94980904,900.0,1,2,80.0,calle del Doctor J González Villasante,,https://www.idealista.com/inmueble/94980904/
Becerril de la Sierra,40.71638,-3.989412,101579810,2000.0,1,2,107.0,Navacerrada,,https://www.idealista.com/inmueble/101579810/
Becerril de la Sierra,40.71638,-3.989412,109516282,2400.0,3,5,235.0,"PS SAN SEBASTIAN, 57",,https://www.idealista.com/inmueble/109516282/
