ad_activationdate,ad_typology,newdevelopment_averageprice,address_certainty,ad_latitude,ad_subtypology,ad_roomnumber,property_cadastralreference,censustract_id,ad_addressvisible,id,cadastral_certainty,ad_operation,ad_price,ad_builttype,ad_postalcode,ad_streettype,ad_floornumber,ad_hasparkingspace,estate_cadastralroot,ad_town,ad_hasboxroom,ad_longitude,newdevelopment_commercialname,adstats_contactsbyemail,adstats_savedasfavorite,ad_province,ad_state,ad_flatlocation,adstats_sendtofriend,layerlocation_area,distance,ad_urlactive,newdevelopment_fromprice,ad_id,adstats_daysonmarket,adstats_visits,ad_area,censustract_town_id,layerlocation_population,ad_deactivationdate,property_builtdate,ad_propertytype,ad_bathnumber,ad_haslift,property_use,ad_streetname,property_area,ad_modificationdate,ad_hasswimmingpool,ad_urlinactive,ad_unitprice,ad_streetnumber,ad_layerlocation
31/08/2023,1,,100,40.2300167,,3,,2802501001,1,36491733,100,1,133600,2,28596,Desconocida,bj,,0734303VK9503S,Brea de Tajo,,-3.1107572,,1,3,Madrid,4,1,0,0.43544950900374,107,https://www.idealista.com/102420314,,102420314,59,676,136,28025,565,30/10/2023,0,1,2,False,,RAMON Y CAJAL,,30/10/2023,,https://www.idealista.com/data/app/cid/RmlIUjJTVlpWMEdnNVE3MVRTRklhZz09,982.35,19,0-EU-ES-28-05-007-025
31/08/2023,1,,100,40.2300167,,3,,2802501001,1,36489694,100,1,133600,2,28596,Calle,bj,,0734303VK9503S,Brea de Tajo,False,-3.1107572,,0,3,Madrid,4,1,0,0.43544950900374,107,https://www.idealista.com/102418154,,102418154,56,327,132,28025,565,27/10/2023,0,1,2,False,,de Ramón y Cajal,,27/10/2023,False,https://www.idealista.com/data/app/cid/VkNseGlHeUx5czdad2t5YzJiaDJyQT09,1012.12,19,0-EU-ES-28-05-007-025
19/04/2010,1,,70,40.2296986,,5,0834805VK9503S0001QQ,2802501001,1,20827077,100,1,160000,3,28596,Calle,bj,True,0834805VK9503S,Brea de Tajo,True,-3.1083467,,11,48,Madrid,3,1,0,0.43544950900374,107,https://www.idealista.com/1786175,,1786175,4540,7217,230,28025,565,24/09/2022,1900,1,2,False,V,la Iglesia,137,21/01/2024,False,https://www.idealista.com/data/app/cid/S3RDQ2YxdTVPeCtjU1g2RVdXTGg0QT09,695.65,10,0-EU-ES-28-05-007-025
08/09/2023,2,,0,40.2299319,4,4,,2802501001,1,36559886,0,1,99000,3,28596,Calle,,True,,Brea de Tajo,,-3.1093942,,3,18,Madrid,4,,0,0.43544950900374,20,https://www.idealista.com/102495486,,102495486,144,1142,160,28025,565,31/01/2024,,1,1,,,pavo real brea de tajos,,31/01/2024,,https://www.idealista.com/data/app/cid/d05XcExjQnZySHBiMno1dkw3MUFSQT09,618.75,0,0-EU-ES-28-05-007-025
21/12/2022,2,,0,40.2300619,2,4,,2802501001,1,34296583,0,1,99000,3,28596,Calle,,False,,Brea de Tajo,True,-3.109985,,32,134,Madrid,4,,1,0.43544950900374,41,https://www.idealista.com/99964827,,99964827,394,3347,142,28025,565,19/01/2024,,1,2,,,de Ramón y Cajal,,19/01/2024,False,https://www.idealista.com/data/app/cid/bWFjTHI4VmtBczAvUENDQTZIVEN3UT09,697.18,2,0-EU-ES-28-05-007-025
06/07/2023,2,,0,40.228796,2,2,,2802501001,2,36069548,0,1,102500,3,28596,Calle,,True,,Brea de Tajo,True,-3.1087094,,9,52,Madrid,4,,0,0.43544950900374,212,https://www.idealista.com/101960732,,101960732,113,1084,150,28025,565,27/10/2023,,1,2,,,SANTA CATALINA,,27/10/2023,,https://www.idealista.com/data/app/cid/ME5FeGhkVGpSeHMvU3J3WXRoSFNmQT09,683.33,,0-EU-ES-28-05-007-025
21/04/2009,2,,85,40.227175,2,2,,2802501001,1,20811447,0,1,150000,3,28596,Plaza,,True,,Brea de Tajo,True,-3.1073848,,40,220,Madrid,3,,9,0.43544950900374,371,https://www.idealista.com/329473,,329473,4389,14879,200,28025,565,28/04/2021,,1,2,,,Iglesia,,20/01/2024,False,https://www.idealista.com/data/app/cid/YTEyU2VRSTJ0SVgzdTJlb09NWFA5QT09,750,3,0-EU-ES-28-05-007-025
20/01/2023,2,,,40.2273601,2,3,,2802501001,2,100207094,,1,161160,3,28596,Desconocida,,True,,Brea de Tajo,,-3.1121998,,5,29,Madrid,4,,0,0.43544950900374,414,https://www.idealista.com/100207094,,100207094,256,1522,273,28025,565,03/10/2023,,1,3,,,jesus copa,,03/10/2023,,https://www.idealista.com/data/app/cid/VDJkTGxWWm1MNHNpaEgwWFpERkhrUT09,590.33,,0-EU-ES-28-05-007-025
11/01/2023,2,,0,40.2270815,2,3,,2802501001,2,34426507,0,1,161160,3,28596,Calle,bj,False,,Brea de Tajo,False,-3.1126461,,0,0,Madrid,4,,0,0.43544950900374,491,https://www.idealista.com/100113307,,100113307,207,48,273,28025,565,07/08/2023,,1,3,,,A,,07/08/2023,False,https://www.idealista.com/data/app/cid/RDNoZ09pT2gyenczZ0VyQzFmT1hMZz09,590.33,,0-EU-ES-28-05-007-025
18/06/2022,2,,0,40.2280365,0,3,,2802501001,1,32489411,0,1,138500,3,28596,Calle,,,,Brea de Tajo,False,-3.1149676,,2,5,Madrid,3,,0,0.43544950900374,517,https://www.idealista.com/98004149,,98004149,483,1237,247,28025,565,15/10/2023,,1,2,,,Jesus Copa,,22/01/2024,,https://www.idealista.com/data/app/cid/ckNpczF2alJSV0hsM2VnV0xFMXhaQT09,560.73,0,0-EU-ES-28-05-007-025
