newdevelopment_commercialname,ad_id,ad_haslift,distance,property_area,ad_latitude,adstats_savedasfavorite,adstats_visits,ad_flatlocation,ad_propertytype,ad_urlactive,property_builtdate,estate_cadastralroot,address_certainty,ad_builttype,ad_hasboxroom,ad_typology,ad_state,ad_postalcode,ad_area,property_cadastralreference,ad_modificationdate,ad_layerlocation,ad_streetnumber,ad_hasswimmingpool,newdevelopment_averageprice,censustract_id,ad_price,adstats_contactsbyemail,ad_town,ad_floornumber,censustract_town_id,newdevelopment_fromprice,property_use,id,cadastral_certainty,ad_subtypology,layerlocation_population,ad_roomnumber,ad_longitude,ad_addressvisible,ad_province,ad_streettype,adstats_sendtofriend,layerlocation_area,ad_unitprice,ad_hasparkingspace,ad_activationdate,adstats_daysonmarket,ad_streetname,ad_deactivationdate,ad_urlinactive,ad_operation,ad_bathnumber
,101080572,,22,,40.8722993,40,2053,,1,https://www.idealista.com/101080572,,,0,3,True,2,3,28729,116,,03/05/2023,0-EU-ES-28-01-017-158,0,,,2815801001,159000,4,Valdemanco,,28158,,,35281311,0,4,962,5,-3.6629577,1,Madrid,Desconocida,1,0.17308257384624,1370.69,,12/04/2023,296,centro,,https://www.idealista.com/data/app/cid/ekxlUDRkS0dEaWRPdEM1UTN2cXhMZz09,1,2
,90150878,,105,116,40.8723333,283,10536,,1,https://www.idealista.com/90150878,1981,4150018VL4245S,94,3,False,2,4,28729,116,4150018VL4245S0001PF,13/11/2023,0-EU-ES-28-01-017-158,20,False,,2815801001,159000,36,Valdemanco,,28158,,V,25007036,75,4,962,5,-3.6641948,1,Madrid,Calle,8,0.17308257384624,1370.69,False,04/07/2020,1226,la Pocita,13/11/2023,https://www.idealista.com/data/app/cid/RUdzbUZaTHB0ZEsrdURkSmRKbDJNdz09,1,2
,31579235,,148,221,40.8738362,314,13521,,1,https://www.idealista.com/31579235,1960,4351101VL4245S,83,2,True,2,4,28729,221,4351101VL4245S0001GF,19/01/2024,0-EU-ES-28-01-017-158,28,False,,2815801001,250000,68,Valdemanco,,28158,,V,20936296,100,4,962,5,-3.6628716,1,Madrid,Calle,6,0.17308257384624,1131.22,True,05/11/2015,2997,del llano,19/01/2024,https://www.idealista.com/data/app/cid/Y2ZSRlRBalQ5SzRjbmpQdkJTNDhOQT09,1,2
,97165356,,977,,40.8681905,691,15789,,1,https://www.idealista.com/97165356,,,0,3,True,2,4,28729,140,,13/11/2023,0-EU-ES-28-01-017-158,0,,,2815801001,275000,76,Valdemanco,,28158,,,31700249,0,4,962,3,-3.6730988,1,Madrid,Desconocida,12,0.17308257384624,1964.29,True,24/03/2022,599,cerro matallera,13/11/2023,https://www.idealista.com/data/app/cid/anI1VFRWK0ZsZHNNcmNVQXVLNXlwUT09,1,2
,101069839,,1100,352,40.8665251,1,85,,1,https://www.idealista.com/101069839,1957,,100,3,False,2,3,28729,201,,03/08/2023,0-EU-ES-28-01-017-158,,True,,2815801001,372000,0,Valdemanco,,28158,,V,35272185,75,4,962,4,-3.674769,3,Madrid,,0,0.17308257384624,1850.75,False,11/04/2023,1,,13/04/2023,https://www.idealista.com/data/app/cid/YWRSU01YTHc2V3dCZ0dzaTh6MUM4QT09,1,3
,101092517,,1128,307,40.8680478,56,2600,,1,https://www.idealista.com/101092517,2000,,100,3,True,2,3,28729,300,,04/11/2023,0-EU-ES-28-01-017-158,,True,,2815801001,420000,3,Valdemanco,,28158,,V,35291638,75,4,962,4,-3.6733835,2,Madrid,Desconocida,0,0.17308257384624,1400,True,13/04/2023,295,Peña de la Posadilla,,https://www.idealista.com/data/app/cid/UjNvc3ZhZzRzZVI4ZHcrdkhlZmo1QT09,1,4
,97257423,,1184,,40.8641432,388,7855,,1,https://www.idealista.com/97257423,0,,100,2,,2,3,28729,194,,02/02/2024,0-EU-ES-28-01-017-158,,,,2815801001,249000,26,Valdemanco,,28158,,,31786288,100,4,962,4,-3.6512702,2,Madrid,Desconocida,0,0.17308257384624,1283.51,True,01/04/2022,444,reconquillo,20/06/2023,https://www.idealista.com/data/app/cid/SFVVMnVMZkw2M1hGYkZCb1R0cHJNUT09,1,2
,101941895,,1339,,40.861251,190,2707,,1,https://www.idealista.com/101941895,,,0,3,True,2,4,28729,190,,18/09/2023,0-EU-ES-28-01-017-158,,,,2815801001,190000,22,Valdemanco,,28158,,,36053027,0,3,962,3,-3.6735491,2,Madrid,Camino,1,0.17308257384624,1000,True,04/07/2023,76,NAVALENGUA,18/09/2023,https://www.idealista.com/data/app/cid/Y1NGd2NKbnIvekJzMzhjcHhDS2ZXQT09,1,3
,102073688,,1446,126,40.8610323,146,2075,,1,https://www.idealista.com/102073688,1998,,83,3,True,2,4,28729,190,,19/09/2023,0-EU-ES-28-01-017-158,,,,2815801001,210000,6,Valdemanco,,28158,,V,36172672,75,2,962,4,-3.6725961,2,Madrid,Ronda,0,0.17308257384624,1105.26,True,18/07/2023,62,MATALLERA,19/09/2023,https://www.idealista.com/data/app/cid/cUtSY0F5VEd6TE9WdlBSUjVudjFNQT09,1,3
,103124499,,1471,,40.8629714,90,1374,,1,https://www.idealista.com/103124499,0,5440036VL4254S,88,2,False,2,4,28729,120,,05/12/2023,0-EU-ES-28-01-017-158,23,False,,2815801001,199000,16,Valdemanco,,28158,,,37135579,88,4,962,3,-3.650821,1,Madrid,Camino,0,0.17308257384624,1658.33,True,09/11/2023,25,del Reconquillo,05/12/2023,https://www.idealista.com/data/app/cid/K3djMExkZGViMG1tUHowUXZDY1NOUT09,1,1
