ad_activationdate,ad_typology,newdevelopment_averageprice,address_certainty,ad_latitude,ad_subtypology,ad_roomnumber,property_cadastralreference,censustract_id,ad_addressvisible,id,cadastral_certainty,ad_operation,ad_price,ad_builttype,ad_postalcode,ad_streettype,ad_floornumber,ad_hasparkingspace,estate_cadastralroot,ad_town,ad_hasboxroom,ad_longitude,newdevelopment_commercialname,adstats_contactsbyemail,adstats_savedasfavorite,ad_province,ad_state,ad_flatlocation,adstats_sendtofriend,layerlocation_area,distance,ad_urlactive,newdevelopment_fromprice,ad_id,adstats_daysonmarket,adstats_visits,ad_area,censustract_town_id,layerlocation_population,ad_deactivationdate,property_builtdate,ad_propertytype,ad_bathnumber,ad_haslift,property_use,ad_streetname,property_area,ad_modificationdate,ad_hasswimmingpool,ad_urlinactive,ad_unitprice,ad_streetnumber,ad_layerlocation
06/05/2023,2,,0,40.4685165,2,3,,2809501001,1,35500453,0,1,178000,3,28212,Avenida,,,,Navalagamella,,-4.1228465,,13,128,Madrid,4,,0,0.74483630541413,88,https://www.idealista.com/101328582,,101328582,226,2540,110,28095,2497,18/12/2023,,1,2,,,de la constitución,,18/12/2023,,https://www.idealista.com/data/app/cid/WHM5QitqbTdOUDJpTWsreHlyandtUT09,1618.18,0,0-EU-ES-28-03-009-095
31/05/2015,2,,88,40.4685147,2,3,4298602VK0749N0001BD,2809501001,1,12344916,100,1,155000,2,28212,Paseo,,True,4298602VK0749N,Navalagamella,True,-4.1222221,,53,294,Madrid,4,,2,0.74483630541413,124,https://www.idealista.com/30413574,,30413574,3046,8883,150,28095,2497,02/10/2023,1992,1,2,,V,de Mirador,129,02/10/2023,True,https://www.idealista.com/data/app/cid/QmRiRmVDdkFZM3hPcDdidU82eEl3QT09,1033.33,55,0-EU-ES-28-03-009-095
04/06/2021,2,,0,40.4685147,4,3,,2809501001,1,28977140,0,1,280000,3,28212,Desconocida,,False,,Navalagamella,False,-4.1222221,,0,244,Madrid,3,,6,0.74483630541413,124,https://www.idealista.com/94314705,,94314705,17,7190,184,28095,2497,21/06/2021,,1,2,,,CAMINO,,10/01/2024,False,https://www.idealista.com/data/app/cid/TENnOUFKdUtyWjJadld6eDd3M3FFZz09,1521.74,18,0-EU-ES-28-03-009-095
01/11/2023,2,,0,40.4699672,2,3,,2809501001,1,37057072,0,1,230000,3,28212,Calle,,True,,Navalagamella,False,-4.1251405,,7,12,Madrid,4,,0,0.74483630541413,171,https://www.idealista.com/103039088,,103039088,22,462,141,28095,2497,23/11/2023,,1,3,,,de las Eras,,23/11/2023,False,https://www.idealista.com/data/app/cid/SUw0UkFIV0h1VGNaUDJVWDlwQ0tJZz09,1631.21,27,0-EU-ES-28-03-009-095
12/05/2023,2,,100,40.4663455,2,4,,2809501001,3,35565111,75,1,167000,3,28212,,,,,Navalagamella,,-4.1249583,,30,262,Madrid,4,,3,0.74483630541413,239,https://www.idealista.com/101401668,,101401668,168,4199,120,28095,2497,27/10/2023,1992,1,2,,V,,120,09/01/2024,True,https://www.idealista.com/data/app/cid/c1BRdzV4UmdNZW1NZTA1ZFd1RnIwUT09,1391.67,,0-EU-ES-28-03-009-095
15/01/2023,2,,96,40.4670015,2,4,4804814VK0840S0001WA,2809501001,1,34459781,75,1,185000,3,28212,Desconocida,,,4804814VK0840S,Navalagamella,,-4.1234627,,51,376,Madrid,3,,4,0.74483630541413,244,https://www.idealista.com/100151134,,100151134,382,9551,145,28095,2497,,1992,1,2,,V,Madroños,120,13/12/2023,True,https://www.idealista.com/data/app/cid/ZWtkdURBL0gwYmtOWGhVN2Z2dUtUdz09,1275.86,9,0-EU-ES-28-03-009-095
16/06/2023,2,,100,40.4657589,2,3,,2809501001,3,35894116,75,1,168000,3,28212,,,,,Navalagamella,,-4.1218746,,7,110,Madrid,4,,0,0.74483630541413,254,https://www.idealista.com/101767790,,101767790,104,1585,102,28095,2497,29/09/2023,1992,1,2,,V,,102,09/01/2024,True,https://www.idealista.com/data/app/cid/NGR1T0lSVm9QRmI3SzZ0Kys0Z0Y0Zz09,1647.06,,0-EU-ES-28-03-009-095
03/07/2023,2,,0,40.473181,2,3,,2809501001,2,36037085,0,1,229000,3,28212,Desconocida,,,,Navalagamella,True,-4.1233768,,30,238,Madrid,4,,2,0.74483630541413,272,https://www.idealista.com/101924060,,101924060,137,4245,132,28095,2497,17/11/2023,,1,2,,,san sebastian,,17/11/2023,,https://www.idealista.com/data/app/cid/TTdpVHQvK3hzZGFtRTB4b29kSUo2Zz09,1734.85,,0-EU-ES-28-03-009-095
18/07/2018,2,,100,40.4682588,3,3,,2809501001,1,16535646,100,1,280000,3,28212,Travesía,,True,5105101VK0850N,Navalagamella,True,-4.1203482,,6,15,Madrid,3,,0,0.74483630541413,276,https://www.idealista.com/81795625,,81795625,1989,579,270,28095,2497,28/12/2023,2001,1,3,,,Amargura,,31/01/2024,False,https://www.idealista.com/data/app/cid/L0NlN21NR1dNcXJkNzJJSy9mMUUzUT09,1037.04,5,0-EU-ES-28-03-009-095
15/04/2015,2,,0,40.4691677,2,3,,2809501001,1,20905429,0,1,324000,3,28212,Calle,,True,,Navalagamella,False,-4.1199476,,86,115,Madrid,4,,1,0.74483630541413,290,https://www.idealista.com/30099400,,30099400,3150,7130,170,28095,2497,30/11/2023,,1,3,,,de la Cantera,,30/11/2023,False,https://www.idealista.com/data/app/cid/eVFWTWpCMHN2ZzhCelp4dllYS2wzUT09,1905.88,34,0-EU-ES-28-03-009-095
