ad_activationdate,ad_typology,newdevelopment_averageprice,address_certainty,ad_latitude,ad_subtypology,ad_roomnumber,property_cadastralreference,censustract_id,ad_addressvisible,id,cadastral_certainty,ad_operation,ad_price,ad_builttype,ad_postalcode,ad_streettype,ad_floornumber,ad_hasparkingspace,estate_cadastralroot,ad_town,ad_hasboxroom,ad_longitude,newdevelopment_commercialname,adstats_contactsbyemail,adstats_savedasfavorite,ad_province,ad_state,ad_flatlocation,adstats_sendtofriend,layerlocation_area,distance,ad_urlactive,newdevelopment_fromprice,ad_id,adstats_daysonmarket,adstats_visits,ad_area,censustract_town_id,layerlocation_population,ad_deactivationdate,property_builtdate,ad_propertytype,ad_bathnumber,ad_haslift,property_use,ad_streetname,property_area,ad_modificationdate,ad_hasswimmingpool,ad_urlinactive,ad_unitprice,ad_streetnumber,ad_layerlocation
01/04/2008,1,,28,40.2815461,,3,,2810201001,1,20823279,100,1,125000,3,28570,Calle,en,True,2496420VK8529N,Orusco,False,-3.2086413,,20,52,Madrid,3,1,0,0.20982531465,395,https://www.idealista.com/1654838,,1654838,5784,9976,102,28102,1285,,1983,1,2,True,,de la Paz,,14/01/2024,False,https://www.idealista.com/data/app/cid/dFBrU2JTMjBaMWZNakViQm5nMzlvQT09,1225.49,15,0-EU-ES-28-05-008-102
25/10/2023,2,,100,40.2859799,2,4,,2810201001,3,36999041,50,1,124000,3,28570,,,,,Orusco,,-3.2079727,,2,21,Madrid,4,,0,0.20982531465,20,https://www.idealista.com/102974800,,102974800,50,635,149,28102,1285,14/12/2023,1985,1,2,,V,,149,09/01/2024,,https://www.idealista.com/data/app/cid/TU55VTdyWnNLRm1CeHN0SWxFbWdwUT09,832.21,,0-EU-ES-28-05-008-102
03/07/2023,2,,100,40.2855547,4,4,,2810201001,2,36035875,50,1,185000,3,28570,Calle,,,,Orusco,,-3.2072903,,0,3,Madrid,4,,0,0.20982531465,50,https://www.idealista.com/101922781,,101922781,96,483,248,28102,1285,08/10/2023,1998,1,1,,V,Juan Carlos I,248,08/10/2023,,https://www.idealista.com/data/app/cid/RUpSNHFXZ0FZNW1ONnJBbStPOERkQT09,745.97,,0-EU-ES-28-05-008-102
28/09/2021,2,,100,40.28434,0,4,,2810201001,3,30024768,75,1,250000,3,28570,,,,,Orusco,,-3.20885,,1,37,Madrid,4,,0,0.20982531465,107,https://www.idealista.com/95413447,,95413447,715,2913,249,28102,1285,13/09/2023,1970,1,2,,V,,112,04/10/2023,True,https://www.idealista.com/data/app/cid/amFrMUJXUzZLUnFIQm5JcDVlQVRCZz09,1004.02,,0-EU-ES-28-05-008-102
09/02/2023,2,,0,40.2839587,4,3,,2810201001,1,34712436,0,1,140000,3,28570,Calle,,True,,Orusco,,-3.2091006,,32,264,Madrid,4,,2,0.20982531465,134,https://www.idealista.com/100441630,,100441630,216,5729,132,28102,1285,14/09/2023,,1,3,,,puente,,14/09/2023,,https://www.idealista.com/data/app/cid/cFJqLzVrMVhtZ2gxYVpwbFhNTGlIZz09,1060.61,0,0-EU-ES-28-05-008-102
07/08/2023,2,,100,40.2838204,4,3,2495803VK8529N0001EX,2810201001,1,36331194,50,1,140000,2,28570,Calle,,True,2495803VK8529N,Orusco,True,-3.2086841,,5,33,Madrid,4,,0,0.20982531465,142,https://www.idealista.com/102245823,,102245823,73,950,173,28102,1285,20/10/2023,1980,1,3,,V,Puente,183,20/10/2023,False,https://www.idealista.com/data/app/cid/d1ZDWVhqazFSU3pLN2ZxL0xYQmtoZz09,809.25,7,0-EU-ES-28-05-008-102
02/03/2023,2,,100,40.2855453,4,3,,2810201001,2,34916289,50,1,140000,2,28570,Calle,,,,Orusco,,-3.2095747,,23,153,Madrid,4,,0,0.20982531465,142,https://www.idealista.com/100674099,,100674099,311,2922,173,28102,1285,08/01/2024,1980,1,3,,V,Puente,183,08/01/2024,,https://www.idealista.com/data/app/cid/RHQvZG12ekhDdU5TWEl0STR3bk9FZz09,809.25,,0-EU-ES-28-05-008-102
17/12/2021,2,,0,40.2887695,3,4,,2810201001,2,30806713,0,1,127000,3,28570,Calle,,True,,Orusco,False,-3.2077976,,50,418,Madrid,3,,0,0.20982531465,194,https://www.idealista.com/96229552,,96229552,728,18410,168,28102,1285,16/12/2023,,1,2,,,Virgen de Bellaescusa,,19/01/2024,False,https://www.idealista.com/data/app/cid/VW9uMTNadXZNZXFiKzZLQ3VTYTB1Zz09,755.95,,0-EU-ES-28-05-008-102
17/12/2021,2,,0,40.2882634,3,4,,2810201001,2,30806711,0,1,124000,3,28570,Calle,,False,,Orusco,True,-3.2073076,,55,458,Madrid,3,,6,0.20982531465,194,https://www.idealista.com/96229550,,96229550,728,21112,162,28102,1285,16/12/2023,,1,2,,,Virgen de Bellaescusa,,01/02/2024,False,https://www.idealista.com/data/app/cid/MWRqWllQcGtYUGpJbWhZeGkwbE52Zz09,765.43,,0-EU-ES-28-05-008-102
18/08/2023,2,,82,40.2875862,2,4,,2810201001,2,36401219,50,1,127000,3,28570,Desconocida,,True,,Orusco,,-3.2087608,,1,12,Madrid,3,,0,0.20982531465,250,https://www.idealista.com/102323186,,102323186,167,132,168,28102,1285,,1985,1,2,,V,VIRGEN BELLAESCUSA,248,01/02/2024,,https://www.idealista.com/data/app/cid/eDhleEdWS0FOdFlZZWcwalJzWXlZZz09,755.95,,0-EU-ES-28-05-008-102
