ad_activationdate,ad_typology,newdevelopment_averageprice,address_certainty,ad_latitude,ad_subtypology,ad_roomnumber,property_cadastralreference,censustract_id,ad_addressvisible,id,cadastral_certainty,ad_operation,ad_price,ad_builttype,ad_postalcode,ad_streettype,ad_floornumber,ad_hasparkingspace,estate_cadastralroot,ad_town,ad_hasboxroom,ad_longitude,newdevelopment_commercialname,adstats_contactsbyemail,adstats_savedasfavorite,ad_province,ad_state,ad_flatlocation,adstats_sendtofriend,layerlocation_area,distance,ad_urlactive,newdevelopment_fromprice,ad_id,adstats_daysonmarket,adstats_visits,ad_area,censustract_town_id,layerlocation_population,ad_deactivationdate,property_builtdate,ad_propertytype,ad_bathnumber,ad_haslift,property_use,ad_streetname,property_area,ad_modificationdate,ad_hasswimmingpool,ad_urlinactive,ad_unitprice,ad_streetnumber,ad_layerlocation
02/01/2024,1,,100,40.8648642,,3,,2803001001,2,37541248,75,1,229000,3,28751,Plaza,1,,,La Cabrera,False,-3.6155362,,1,6,Madrid,3,1,0,0.22007717424125,52,https://www.idealista.com/103567303,,103567303,30,497,121,28030,2548,,1920,1,2,False,A,de la Concepción,76,10/01/2024,,https://www.idealista.com/data/app/cid/MXF0VEdUd3V1RGZTUmV1aUZTcE9HZz09,1892.56,,0-EU-ES-28-01-017-030
09/12/2022,1,,0,40.8647762,,3,,2803001001,3,34214890,0,1,213000,3,28751,,2,True,,La Cabrera,False,-3.6137865,,0,8,Madrid,3,1,1,0.22007717424125,74,https://www.idealista.com/99872712,,99872712,419,2160,119,28030,2548,,,1,1,False,,,,09/01/2024,False,https://www.idealista.com/data/app/cid/UW5WTHhSSDViRkw1ekNOc0xhWk4vZz09,1789.92,,0-EU-ES-28-01-017-030
11/01/2018,1,,100,40.8633024,,4,,2803001001,3,21231489,100,1,350000,3,28751,,1,True,,La Cabrera,True,-3.6138064,,9,144,Madrid,3,1,4,0.22007717424125,78,https://www.idealista.com/39271752,,39271752,1776,6107,222,28030,2548,23/11/2022,1930,1,4,False,V,,103,28/01/2024,False,https://www.idealista.com/data/app/cid/QU1lTHB2OXhuQVBiZWkwcGZTUWFwUT09,1576.58,,0-EU-ES-28-01-017-030
18/01/2024,1,,,40.8648292,,2,,2803001001,2,103722064,,1,145000,3,28751,Desconocida,1,,,La Cabrera,,-3.6144052,,4,15,Madrid,3,1,0,0.22007717424125,132,https://www.idealista.com/103722064,,103722064,1,409,121,28030,2548,19/01/2024,,1,2,False,,matas,,26/01/2024,,https://www.idealista.com/data/app/cid/M1FieThqcEh6RjMyOU1ZTVlmR2x2dz09,1198.35,,0-EU-ES-28-01-017-030
10/12/2023,1,,100,40.8623523,,3,8240409VL4284S0001RD,2803001001,1,37391053,75,1,187000,3,28751,Calle,2,True,8240409VL4284S,La Cabrera,False,-3.6142215,,3,4,Madrid,4,1,0,0.22007717424125,215,https://www.idealista.com/103403418,,103403418,3,192,100,28030,2548,14/12/2023,1989,1,2,False,V,de las Matas,199,14/12/2023,False,https://www.idealista.com/data/app/cid/MjYyUWppZGFWZ0JOaGFyWU5jcnFsUT09,1870,19,0-EU-ES-28-01-017-030
16/02/2023,1,,100,40.8662843,,4,,2803001001,2,34776544,100,1,220000,3,28751,Desconocida,1,,,La Cabrera,,-3.6125443,,7,149,Madrid,3,1,0,0.22007717424125,384,https://www.idealista.com/100515781,,100515781,0,4268,152,28030,2548,16/02/2023,2008,1,3,False,,Zarza,,09/01/2024,,https://www.idealista.com/data/app/cid/cnlscEs4aGQ0aEJZWHRZYkQyRjJhZz09,1447.37,,0-EU-ES-28-01-017-030
04/08/2023,2,,100,40.8627904,2,4,,2803001001,2,36318082,100,1,247000,3,28751,Desconocida,1,False,,La Cabrera,False,-3.6169228,,12,116,Madrid,3,,0,0.22007717424125,1,https://www.idealista.com/102230719,,102230719,181,3619,130,28030,2548,,1995,1,2,,,PARAGUAY,,16/01/2024,True,https://www.idealista.com/data/app/cid/NjJYbXVVMUM3S0VNM2NoTWgwSnBJUT09,1900,,0-EU-ES-28-01-017-030
18/09/2023,2,,0,40.8643204,4,3,,2803001001,3,36639646,0,1,276000,2,28751,,,True,,La Cabrera,,-3.6143217,,6,87,Madrid,4,,0,0.22007717424125,127,https://www.idealista.com/102582099,,102582099,116,2438,182,28030,2548,12/01/2024,,1,1,,,,,12/01/2024,,https://www.idealista.com/data/app/cid/dUFyZW9YbHlFQ0dyMFBJZm5BSXp1dz09,1516.48,,0-EU-ES-28-01-017-030
16/05/2023,2,,0,40.8655887,4,4,,2803001001,1,35594707,0,1,295000,3,28751,Desconocida,,True,,La Cabrera,True,-3.6154482,,8,176,Madrid,3,,1,0.22007717424125,176,https://www.idealista.com/101437030,,101437030,261,3768,148,28030,2548,,,1,2,,,Roble,,12/07/2023,,https://www.idealista.com/data/app/cid/ZjBIQ1A5Z1hYWExoa3RPRndVQSs5Zz09,1993.24,0,0-EU-ES-28-01-017-030
14/04/2023,2,,0,40.8640953,4,3,,2803001001,2,35304264,0,1,339000,3,28751,Avenida,,True,,La Cabrera,True,-3.6140898,,18,330,Madrid,4,,0,0.22007717424125,176,https://www.idealista.com/101107031,,101107031,217,6742,222,28030,2548,17/11/2023,,1,2,,,de la Cabrera,,17/11/2023,,https://www.idealista.com/data/app/cid/SnpLSStIM3lIZ3lmV2F0VUNURXd4Zz09,1527.03,,0-EU-ES-28-01-017-030
01/02/2024,2,,,40.8658845,3,3,,2803001001,3,103876432,,1,268000,3,28751,,,True,,La Cabrera,,-3.6165302,,3,8,Madrid,3,,0,0.22007717424125,176,https://www.idealista.com/103876432,,103876432,0,169,138,28030,2548,,,1,3,,,,,01/02/2024,,https://www.idealista.com/data/app/cid/TmxONzJ3aGlZd3RsdHJkMFlEZ09yZz09,1942.03,,0-EU-ES-28-01-017-030
23/11/2021,2,,0,40.8655887,4,3,,2803001001,1,30594751,0,1,469000,3,28751,Travesía,,True,,La Cabrera,True,-3.6154482,,2,72,Madrid,4,,0,0.22007717424125,176,https://www.idealista.com/96007872,,96007872,617,4415,270,28030,2548,03/08/2023,,1,2,,,al convento,,03/08/2023,,https://www.idealista.com/data/app/cid/akQ3bFhJTWFVL0lyTVFaVW1OcDVYdz09,1737.04,0,0-EU-ES-28-01-017-030
13/07/2022,2,,0,40.8651887,4,2,,2803001001,3,32759932,0,1,225000,3,28751,,,False,,La Cabrera,True,-3.6144482,,10,115,Madrid,3,,1,0.22007717424125,176,https://www.idealista.com/98288557,,98288557,488,7664,100,28030,2548,13/11/2023,,1,1,,,,,23/11/2023,,https://www.idealista.com/data/app/cid/Z0xMclhDRXVZR2lDbUZKbm5xMzYrdz09,2250,,0-EU-ES-28-01-017-030
14/04/2023,2,,0,40.8655887,3,4,,2803001001,1,35304865,0,1,399000,3,28751,Avenida,,True,,La Cabrera,True,-3.6154482,,0,62,Madrid,3,,0,0.22007717424125,176,https://www.idealista.com/101107694,,101107694,293,1877,192,28030,2548,,,1,3,,,principal,,02/01/2024,True,https://www.idealista.com/data/app/cid/cmpyak8va210VTF0dCt4dUQ4ci9Ndz09,2078.13,0,0-EU-ES-28-01-017-030
