ad_activationdate,ad_typology,newdevelopment_averageprice,address_certainty,ad_latitude,ad_subtypology,ad_roomnumber,property_cadastralreference,censustract_id,ad_addressvisible,id,cadastral_certainty,ad_operation,ad_price,ad_builttype,ad_postalcode,ad_streettype,ad_floornumber,ad_hasparkingspace,estate_cadastralroot,ad_town,ad_hasboxroom,ad_longitude,newdevelopment_commercialname,adstats_contactsbyemail,adstats_savedasfavorite,ad_province,ad_state,ad_flatlocation,adstats_sendtofriend,layerlocation_area,distance,ad_urlactive,newdevelopment_fromprice,ad_id,adstats_daysonmarket,adstats_visits,ad_area,censustract_town_id,layerlocation_population,ad_deactivationdate,property_builtdate,ad_propertytype,ad_bathnumber,ad_haslift,property_use,ad_streetname,property_area,ad_modificationdate,ad_hasswimmingpool,ad_urlinactive,ad_unitprice,ad_streetnumber,ad_layerlocation
29/03/2022,1,,0,40.7164198,,3,,2808701001,2,31752476,0,1,254000,3,28460,Calle,1,,,Los Molinos,True,-4.0712449,,22,145,Madrid,3,1,4,0.19355688061876,111,https://www.idealista.com/97221640,,97221640,2,6557,195,28087,4395,01/04/2022,,1,3,False,,alamo,,09/10/2023,,https://www.idealista.com/data/app/cid/UFhDNGJOOWZnenBrdnYxQVdFdFRKUT09,1302.56,,0-EU-ES-28-02-011-087
10/09/2023,1,,100,40.7138147,,3,,2808701001,2,36570671,75,1,200000,3,28460,Glorieta,1,True,,Los Molinos,,-4.0727663,,1,17,Madrid,3,1,0,0.19355688061876,119,https://www.idealista.com/102506983,,102506983,144,1456,139,28087,4395,,1990,1,1,False,V,del Álamo,139,23/01/2024,,https://www.idealista.com/data/app/cid/OEdtbWlDaEhDQlk1SUYwWVR4Mkt0Zz09,1438.85,,0-EU-ES-28-02-011-087
16/10/2023,1,,70,40.7138779,,3,,2808701001,2,36897861,70,1,200000,3,28460,Desconocida,1,True,,Los Molinos,,-4.0758927,,3,33,Madrid,3,1,0,0.19355688061876,145,https://www.idealista.com/102865170,,102865170,85,2368,139,28087,4395,09/01/2024,1990,1,1,False,,Taberna,,29/01/2024,,https://www.idealista.com/data/app/cid/b1lpVk1Hc3Y1eUdtRTJFekdVM3dvQT09,1438.85,,0-EU-ES-28-02-011-087
08/08/2023,1,,0,40.7131418,,4,,2808701001,1,36333902,0,1,245000,3,28460,Travesía,2,True,,Los Molinos,True,-4.0746959,,28,71,Madrid,3,1,1,0.19355688061876,233,https://www.idealista.com/102248684,,102248684,178,2092,140,28087,4395,,,1,2,False,,de la cerca,,30/01/2024,True,https://www.idealista.com/data/app/cid/elZlRHBobU9WYlVrZnBuaSsxN2ZRQT09,1750,2,0-EU-ES-28-02-011-087
26/06/2023,1,,100,40.7120293,,3,,2808701001,2,35969786,100,1,225000,3,28460,Travesía,bj,True,,Los Molinos,,-4.0739633,,7,81,Madrid,3,1,0,0.19355688061876,233,https://www.idealista.com/101851379,,101851379,1,2628,114,28087,4395,28/06/2023,2001,1,3,False,,de la cerca,,02/10/2023,True,https://www.idealista.com/data/app/cid/SFVmb1FRR3EzMFR3ckh5V3d4L0kzQT09,1973.68,,0-EU-ES-28-02-011-087
15/03/2023,1,,100,40.717149,,3,,2808701002,3,35035898,75,1,130000,3,28460,,bj,,,Los Molinos,False,-4.0718144,,35,479,Madrid,3,1,2,0.19355688061876,235,https://www.idealista.com/100807552,,100807552,324,11731,110,28087,4395,,1972,1,1,False,V,,93,23/01/2024,False,https://www.idealista.com/data/app/cid/bGN1TENvbTNIelc1SHBtelBVemtZQT09,1181.82,,0-EU-ES-28-02-011-087
27/09/2023,1,,0,40.7169949,,4,,2808701002,1,36730950,0,1,275000,3,28460,Calle,1,True,,Los Molinos,False,-4.0748161,,25,195,Madrid,4,1,3,0.19355688061876,320,https://www.idealista.com/102681628,,102681628,112,4227,146,28087,4395,18/01/2024,,1,2,False,,Real,,18/01/2024,False,https://www.idealista.com/data/app/cid/YkhtVmh1V1k0a2JPSUFwaWIrZ2RPQT09,1883.56,58,0-EU-ES-28-02-011-087
01/10/2023,1,,100,40.7125254,,3,,2808701001,3,36770387,100,1,179000,3,28460,,2,True,,Los Molinos,False,-4.078239,,3,55,Madrid,3,1,0,0.19355688061876,413,https://www.idealista.com/102724858,,102724858,123,2333,124,28087,4395,,1991,1,2,False,,,,13/01/2024,False,https://www.idealista.com/data/app/cid/emJmd2ZtSXp6bVlVcVBuS29lSjV2dz09,1443.55,,0-EU-ES-28-02-011-087
13/01/2024,1,,100,40.7108233,,3,,2808701001,3,37637677,100,1,170000,3,28460,,2,True,,Los Molinos,False,-4.0748306,,10,48,Madrid,4,1,0,0.19355688061876,413,https://www.idealista.com/103671742,,103671742,15,1136,124,28087,4395,28/01/2024,1991,1,2,False,,,,28/01/2024,False,https://www.idealista.com/data/app/cid/YlExZXd5cHk1MXBqYUJjM3JiYjUzZz09,1370.97,,0-EU-ES-28-02-011-087
01/11/2023,1,,100,40.7090517,,3,,2808701002,2,37056806,100,1,195000,3,28460,Desconocida,2,True,,Los Molinos,False,-4.0743204,,0,7,Madrid,4,1,0,0.19355688061876,544,https://www.idealista.com/103038808,,103038808,4,202,120,28087,4395,06/11/2023,1986,1,2,False,,Real,,06/11/2023,,https://www.idealista.com/data/app/cid/YmR1NEw4UlhqcXdhTWE4Sjl4RUFEUT09,1625,,0-EU-ES-28-02-011-087
13/07/2023,2,,100,40.7161017,4,4,,2808701001,3,36136784,75,1,235000,3,28460,,,False,,Los Molinos,False,-4.0715944,,0,1,Madrid,3,,0,0.19355688061876,64,https://www.idealista.com/102034096,,102034096,203,26,189,28087,4395,,1990,1,3,,V,,361,02/11/2023,False,https://www.idealista.com/data/app/cid/aUMremYwRWtsN2NVWmdiVnJDblJKUT09,1243.39,,0-EU-ES-28-02-011-087
27/07/2022,2,,100,40.7152516,4,4,,2808701001,3,32874630,75,1,128000,3,28460,,,False,,Los Molinos,False,-4.074403,,60,409,Madrid,3,,5,0.19355688061876,87,https://www.idealista.com/98410956,,98410956,83,9633,111,28087,4395,19/10/2022,1900,1,2,,V,,111,26/11/2023,False,https://www.idealista.com/data/app/cid/M3FxTDIxRldQb0MwVjBMbXV0d25Udz09,1153.15,,0-EU-ES-28-02-011-087
27/02/2023,2,,100,40.7143532,2,4,9578509VL0097N0001RW,2808701002,1,34875363,75,1,279900,3,28460,Desconocida,,,9578509VL0097N,Los Molinos,,-4.0714457,,69,434,Madrid,3,,3,0.19355688061876,110,https://www.idealista.com/100627962,,100627962,2,10795,143,28087,4395,01/03/2023,1993,1,2,,V,Nuevo Trazado,143,31/01/2024,,https://www.idealista.com/data/app/cid/ckRvNTFhNjZtS0FlQTk5THY2UE9zUT09,1957.34,15,0-EU-ES-28-02-011-087
28/10/2021,2,,100,40.7140668,4,3,,2808701002,3,30336686,75,1,320000,3,28460,,,False,,Los Molinos,True,-4.0720588,,6,121,Madrid,3,,1,0.19355688061876,160,https://www.idealista.com/95738956,,95738956,826,12049,243,28087,4395,,1978,1,4,,V,,243,08/01/2024,False,https://www.idealista.com/data/app/cid/Uy9waUgwZVVmRDlONGp2a3JtZU1pUT09,1316.87,,0-EU-ES-28-02-011-087
27/09/2023,2,,0,40.715,4,4,,2808701002,3,36730364,0,1,275000,3,28460,,,True,,Los Molinos,False,-4.0743926,,3,19,Madrid,4,,0,0.19355688061876,320,https://www.idealista.com/102680995,,102680995,0,147,146,28087,4395,27/09/2023,,1,2,,,,,27/09/2023,False,https://www.idealista.com/data/app/cid/NTM3a2owT08zSG00QjlqZzUwc3FCZz09,1883.56,,0-EU-ES-28-02-011-087
21/03/2023,2,,73,40.7121109,4,5,,2808701002,3,35096157,75,1,695000,3,28460,,,True,,Los Molinos,True,-4.0751328,,9,183,Madrid,4,,4,0.19355688061876,358,https://www.idealista.com/100873913,,100873913,201,3860,266,28087,4395,09/10/2023,0,1,4,,M,,0,09/10/2023,False,https://www.idealista.com/data/app/cid/eGVKcFNFZ1N2VUJpRXV3eDgwcEtxdz09,2612.78,,0-EU-ES-28-02-011-087
29/06/2023,2,,100,40.7124773,4,6,,2808701002,3,35998220,75,1,565000,3,28460,,,True,,Los Molinos,True,-4.071812,,1,1,Madrid,4,,0,0.19355688061876,369,https://www.idealista.com/101883322,,101883322,101,34,268,28087,4395,09/10/2023,2005,1,4,,V,,338,09/10/2023,True,https://www.idealista.com/data/app/cid/S1JKWUI3M3JkMnh5RFVrK0pDNWUxUT09,2108.21,,0-EU-ES-28-02-011-087
13/10/2023,2,,0,40.7095958,4,5,,2808701002,3,36887078,0,1,330000,3,28460,,,True,,Los Molinos,True,-4.0759487,,51,276,Madrid,3,,3,0.19355688061876,414,https://www.idealista.com/102853782,,102853782,2,4985,134,28087,4395,16/10/2023,,1,2,,,,,19/12/2023,False,https://www.idealista.com/data/app/cid/QVVYMkx3WlcrUzdFdW1hbmRDL3ZMdz09,2462.69,,0-EU-ES-28-02-011-087
14/09/2022,2,,100,40.709812,4,6,,2808701002,3,33240706,75,1,600000,3,28460,,,True,,Los Molinos,True,-4.0693391,,4,146,Madrid,4,,1,0.19355688061876,482,https://www.idealista.com/98809059,,98809059,342,3935,238,28087,4395,22/08/2023,1998,1,3,,V,,238,22/08/2023,True,https://www.idealista.com/data/app/cid/QkFGS2N3aExKUDFLeTFQeUhqMHpVZz09,2521.01,,0-EU-ES-28-02-011-087
28/01/2023,2,,0,40.7107106,4,5,,2808701002,1,34591370,0,1,555000,3,28460,Calle,,True,,Los Molinos,False,-4.0700622,,69,80,Madrid,3,,1,0.19355688061876,486,https://www.idealista.com/100302391,,100302391,369,2682,270,28087,4395,,,1,3,,,del Cid,,30/01/2024,False,https://www.idealista.com/data/app/cid/UXZWMVptRDhpS2dLTCtVU0p4TkJSdz09,2055.56,1,0-EU-ES-28-02-011-087
19/05/2023,2,,100,40.7094796,4,3,,2808701002,3,35625350,75,1,450000,3,28460,,,True,,Los Molinos,True,-4.0679856,,7,59,Madrid,4,,0,0.19355688061876,487,https://www.idealista.com/101472885,,101472885,233,2302,187,28087,4395,08/01/2024,1950,1,2,,V,,187,08/01/2024,False,https://www.idealista.com/data/app/cid/V2IwMjBMSk5VQmZUZ1drUVhjQ1M2UT09,2406.42,,0-EU-ES-28-02-011-087
20/10/2021,2,,100,40.709573,4,4,,2808701002,3,30246222,75,1,330000,2,28460,,,True,,Los Molinos,True,-4.0698268,,80,882,Madrid,4,,10,0.19355688061876,487,https://www.idealista.com/95644720,,95644720,809,22612,187,28087,4395,08/01/2024,1950,1,2,,V,,187,08/01/2024,False,https://www.idealista.com/data/app/cid/T2o5dSs0TUwwUlJ6S1phZkRVY1JGZz09,1764.71,,0-EU-ES-28-02-011-087
05/10/2023,2,,0,40.7129843,0,7,,2808701001,3,36821411,0,1,360000,3,28460,,,False,,Los Molinos,True,-4.0757078,,4,36,Madrid,4,,0,0.19355688061876,514,https://www.idealista.com/102781292,,102781292,11,775,212,28087,4395,17/10/2023,,1,4,,,,,17/10/2023,False,https://www.idealista.com/data/app/cid/QkRCUHlIcmJIaUJlcGE3a1cxVUU5dz09,1698.11,,0-EU-ES-28-02-011-087
30/08/2023,2,,0,40.7104069,4,3,,2808701002,3,36476896,0,1,375000,2,28460,,,True,,Los Molinos,True,-4.0740496,,3,75,Madrid,4,,0,0.19355688061876,540,https://www.idealista.com/102404648,,102404648,92,1292,260,28087,4395,01/12/2023,,1,3,,,,,01/12/2023,,https://www.idealista.com/data/app/cid/S20wMHhvN1BCRXVuTWJlY1hjeFd1dz09,1442.31,,0-EU-ES-28-02-011-087
24/07/2023,2,,100,40.7111658,4,5,,2808701002,3,36226723,75,1,555000,3,28460,,,True,,Los Molinos,True,-4.0667686,,6,82,Madrid,3,,0,0.19355688061876,605,https://www.idealista.com/102133382,,102133382,192,2341,270,28087,4395,,2006,1,3,,V,,170,01/02/2024,False,https://www.idealista.com/data/app/cid/SHE4WHZ2K1BJTzFHN3ZVeWpuampqZz09,2055.56,,0-EU-ES-28-02-011-087
13/01/2023,2,,100,40.709709,4,3,,2808701002,3,34442266,75,1,520000,3,28460,,,False,,Los Molinos,True,-4.0673421,,60,230,Madrid,4,,7,0.19355688061876,709,https://www.idealista.com/100131980,,100131980,223,4717,228,28087,4395,25/08/2023,1945,1,3,,V,,325,25/08/2023,True,https://www.idealista.com/data/app/cid/Wko1QitxRVMraEpOay9YbTdyeDR0QT09,2280.7,,0-EU-ES-28-02-011-087
11/09/2023,2,,0,40.7135131,4,7,,2808701001,1,36581183,0,1,390000,3,28460,Calle,,False,,Los Molinos,True,-4.0811693,,6,21,Madrid,4,,0,0.19355688061876,723,https://www.idealista.com/102518214,,102518214,0,338,300,28087,4395,12/09/2023,,1,3,,,Cerrillo de la Guerra,,02/10/2023,False,https://www.idealista.com/data/app/cid/WFluczFJRGhzcUJmU2gxQ203Smd2UT09,1300,5,0-EU-ES-28-02-011-087
13/09/2023,2,,100,40.7147,4,7,,2808701001,3,36597886,75,1,325000,2,28460,,,True,,Los Molinos,True,-4.0818156,,4,68,Madrid,4,,0,0.19355688061876,723,https://www.idealista.com/102536926,,102536926,60,2188,230,28087,4395,13/11/2023,1978,1,3,,V,,98,13/11/2023,False,https://www.idealista.com/data/app/cid/eElET3Nicnk0TVZqQzVkZklHU1RqZz09,1413.04,,0-EU-ES-28-02-011-087
02/08/2023,2,,0,40.7078219,4,3,,2808701001,3,36296110,0,1,410000,3,28460,,,True,,Los Molinos,True,-4.0797573,,11,208,Madrid,4,,1,0.19355688061876,759,https://www.idealista.com/102207344,,102207344,118,3365,200,28087,4395,29/11/2023,,1,3,,,,,29/11/2023,False,https://www.idealista.com/data/app/cid/SXgrcmpxd0NkS3hUQ1ZUYkE5Z0lhUT09,2050,,0-EU-ES-28-02-011-087
07/01/2024,2,,100,40.7125768,4,3,,2808701002,3,37575105,75,1,475000,3,28460,,,True,,Los Molinos,True,-4.0631464,,9,92,Madrid,3,,4,0.19355688061876,784,https://www.idealista.com/103603642,,103603642,0,1844,155,28087,4395,07/01/2024,1950,1,2,,V,,187,17/01/2024,False,https://www.idealista.com/data/app/cid/L2NWdjBsU25hdWpHY2kxZkZwdm1hUT09,3064.52,,0-EU-ES-28-02-011-087
25/10/2023,2,,100,40.7165257,3,3,8780601VL0088S0001JM,2808701001,1,36994777,75,1,450000,3,28460,Calle,,True,8780601VL0088S,Los Molinos,False,-4.0823143,,6,18,Madrid,4,,1,0.19355688061876,837,https://www.idealista.com/102970313,,102970313,27,334,298,28087,4395,22/11/2023,2004,1,4,,V,de la Libertad,252,22/11/2023,True,https://www.idealista.com/data/app/cid/b1Z5L01XQjFGY2FuT3hNTEsvOWVrdz09,1510.07,28,0-EU-ES-28-02-011-087
23/11/2023,2,,100,40.7156912,3,3,,2808701001,3,37269680,75,1,430000,3,28460,,,True,,Los Molinos,True,-4.0807506,,3,47,Madrid,3,,1,0.19355688061876,837,https://www.idealista.com/103272380,,103272380,25,1507,209,28087,4395,19/12/2023,2004,1,4,,V,,252,25/01/2024,True,https://www.idealista.com/data/app/cid/cnI4djE4R0hrUjJzK2FJOGViVWVZUT09,2057.42,,0-EU-ES-28-02-011-087
16/07/2023,2,,0,40.7105262,4,6,,2808701001,1,36155763,0,1,475000,2,28460,Desconocida,,True,,Los Molinos,True,-4.0811727,,29,101,Madrid,3,,1,0.19355688061876,844,https://www.idealista.com/102055454,,102055454,201,3376,300,28087,4395,,,1,3,,,Matalongines,,01/02/2024,True,https://www.idealista.com/data/app/cid/dEZBS25OalNaeDVXZ0JLS0V0LzRsdz09,1583.33,9,0-EU-ES-28-02-011-087
27/09/2023,2,,100,40.7046095,4,3,,2808701002,3,36736120,75,1,500000,3,28460,,,True,,Los Molinos,True,-4.0740981,,8,92,Madrid,3,,2,0.19355688061876,926,https://www.idealista.com/102687041,,102687041,127,2868,298,28087,4395,,2001,1,3,,V,,298,12/01/2024,True,https://www.idealista.com/data/app/cid/ZGtHaHZhQWtGUEN3dVNvZklWaytndz09,1677.85,,0-EU-ES-28-02-011-087
06/09/2018,2,,100,40.7088288,4,4,,2808701002,3,21442743,100,1,375000,3,28460,,,True,,Los Molinos,True,-4.077723,,49,447,Madrid,4,,6,0.19355688061876,961,https://www.idealista.com/82258258,,82258258,1949,10765,260,28087,4395,08/01/2024,1974,1,2,,V,,801,08/01/2024,False,https://www.idealista.com/data/app/cid/MXlMRFlqQzhmcHN0ZytFRnVOWWQ5dz09,1442.31,,0-EU-ES-28-02-011-087
21/08/2023,2,,0,40.7062545,4,3,,2808701002,2,36409506,0,1,375000,3,28460,Desconocida,,True,,Los Molinos,True,-4.0786713,,5,75,Madrid,4,,0,0.19355688061876,961,https://www.idealista.com/102332305,,102332305,101,1668,266,28087,4395,01/12/2023,,1,2,,,MOLINO DE LA CRUZ,,01/12/2023,,https://www.idealista.com/data/app/cid/T2hRd3pBNVhiYXJ3SDJlRkQxT3RwQT09,1409.77,,0-EU-ES-28-02-011-087
06/07/2022,2,,0,40.7060299,4,4,,2808701002,2,32686462,0,1,375000,2,28460,Desconocida,,True,,Los Molinos,True,-4.07922,,14,266,Madrid,4,,2,0.19355688061876,976,https://www.idealista.com/98210957,,98210957,513,6386,260,28087,4395,01/12/2023,,1,2,,,molino de la cruz,,01/12/2023,,https://www.idealista.com/data/app/cid/dFVoaXVPZCtTaVJTYkkvSDhCcnlldz09,1442.31,,0-EU-ES-28-02-011-087
14/08/2023,2,,100,40.7063155,2,3,,2808701002,3,36376320,100,1,300000,3,28460,,bj,True,,Los Molinos,True,-4.0665669,,24,244,Madrid,4,,1,0.19355688061876,1091,https://www.idealista.com/102296518,,102296518,54,3487,129,28087,4395,08/10/2023,2000,1,2,,,,,08/10/2023,False,https://www.idealista.com/data/app/cid/amhRL3FwNnlVRzlPTEVxaElITTJtQT09,2325.58,,0-EU-ES-28-02-011-087
26/05/2023,2,,100,40.7045488,4,4,,2808701001,3,35694850,75,1,475000,3,28460,,,True,,Los Molinos,False,-4.0809058,,6,60,Madrid,4,,0,0.19355688061876,1205,https://www.idealista.com/101550434,,101550434,170,2138,208,28087,4395,13/11/2023,2005,1,3,,V,,301,13/11/2023,False,https://www.idealista.com/data/app/cid/K20yZzZ2THBHZ0JUTDJPUUFNVFFQUT09,2283.65,,0-EU-ES-28-02-011-087
