Serie;id;Nombre;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016(P);2017(P);2018;2019;2020;2021;2022;2023;
Municipios;0014;Acebeda (La);10;11;11;11;13;14;14;18;20;24;30;31;30;27;24;27;31;33;28;32;32;33;33;37;34;34;38;39;38;
Municipios;0029;Ajalvir;925;1027;972;1086;1205;1356;2603;3166;2129;1858;1936;6649;8039;11281;10897;10659;10045;9446;9070;18369;19541;19965;20844;4492;5137;5738;6395;6871;8204;
Municipios;0035;Alameda del Valle;40;49;44;53;55;65;71;75;86;86;93;100;107;110;116;115;114;119;115;112;117;118;128;134;130;131;133;137;139;
Municipios;0040;Alamo (El);1150;1348;1258;1458;1603;1724;1896;2107;2308;2522;2805;3223;3295;3436;3553;3696;3793;3836;3863;3877;4018;4105;4222;4393;4479;4565;4612;4634;4737;
Municipios;0053;Alcalá de Henares;62688;69687;65838;73088;77225;81746;86946;87887;84484;87284;91310;95551;96641;102028;99094;95778;93941;93841;92957;91435;92574;94535;96800;98001;98241;98937;98427;98965;98245;
Municipios;0066;Alcobendas;40403;48603;44553;56014;64085;78261;108945;115396;110246;112633;116970;90620;95125;94701;90840;97000;116196;111737;110291;111114;120652;133948;150129;164780;183131;190065;194843;201161;176724;
Municipios;0072;Alcorcón;52028;55829;53789;59097;62257;64883;68070;70386;70630;73501;75629;76772;78950;79376;79038;78938;78635;78162;76616;76060;76525;77385;78663;79370;79773;79861;79795;79471;78812;
Municipios;0088;Aldea del Fresno;711;1036;843;1432;2067;2997;3876;4467;5529;6804;8041;7557;8200;6049;1145;1170;1200;1218;1239;1244;1276;1315;1404;1468;1521;1562;1642;1696;1743;
Municipios;0091;Algete;5901;6731;6292;7164;7677;8083;8547;8890;9156;9606;9989;10478;10889;11154;11188;11336;11386;11433;11374;11337;11487;11674;11916;11983;12085;12125;12182;12250;12215;
Municipios;0105;Alpedrete;2093;2471;2259;2680;3137;3463;3812;4190;4458;4916;5255;5780;5987;6289;6420;6577;6701;6860;6743;6884;6999;7210;7398;7681;7726;7906;7926;8079;8250;
Municipios;0112;Ambite;69;69;69;76;83;83;89;94;100;105;119;143;145;151;173;188;193;207;211;220;234;243;265;266;286;312;316;320;326;
Municipios;0127;Anchuelo;257;276;272;287;292;324;335;340;357;400;444;512;524;575;590;630;642;654;648;660;683;713;734;758;778;780;776;782;794;
Municipios;0133;Aranjuez;13129;13947;13570;14667;15460;16045;16768;17437;18026;19171;20025;20816;21573;22229;22527;22753;22941;23161;22896;23008;23407;24105;24875;25720;26403;26763;27077;27289;27519;
Municipios;0148;Arganda del Rey;10632;11191;10742;11861;12579;13270;14047;14896;15556;16689;17960;19682;20551;21398;22000;22647;23157;23356;23368;23629;24185;25034;26229;27053;27904;28214;28766;29435;29757;
Municipios;0151;Arroyomolinos;775;1106;925;1263;1458;1689;2031;2306;2596;3008;3420;4362;4692;5725;6787;8376;9780;10872;11692;12496;13236;13900;14688;15728;16784;17194;17456;18015;18714;
Municipios;0164;Atazar (El);33;35;32;36;37;38;41;41;43;47;70;56;59;60;60;63;65;67;71;67;69;83;76;75;79;84;91;110;90;
Municipios;0170;Batres;249;311;280;349;392;450;500;555;631;682;722;795;824;874;904;915;928;929;944;962;992;1019;1083;1134;1176;1180;1210;1247;1269;
Municipios;0186;Becerril de la Sierra;791;957;855;1072;1456;1462;1472;1574;1696;1857;2025;2181;2262;2328;2389;2457;2475;2484;2471;2517;2611;2697;2820;2895;3008;3125;3206;3281;3362;
Municipios;0199;Belmonte de Tajo;308;342;309;362;383;406;428;450;478;489;524;563;575;613;663;680;702;737;735;756;770;799;851;884;908;946;990;1025;1042;
Municipios;0210;Berrueco (El);106;103;101;109;120;124;131;141;156;166;174;234;228;234;239;248;246;246;260;249;272;290;298;308;317;324;338;341;367;
Municipios;0203;Berzosa del Lozoya;26;29;26;36;42;48;52;59;57;58;53;61;61;70;74;77;78;85;85;87;95;97;99;100;98;104;108;98;104;
Municipios;0225;Boadilla del Monte;9681;10661;10087;11177;11895;12726;13851;15099;16136;21559;30973;41880;53699;58699;56221;56067;53869;49106;46386;44850;45871;47582;51639;56588;63337;67079;66912;67490;70306;
Municipios;0231;Boalo (El);379;578;434;646;737;878;1068;1248;1434;1650;1892;2209;2294;2443;2619;2764;2863;2951;3008;3069;3194;3336;3507;3685;3810;3969;4143;4243;4387;
Municipios;0246;Braojos;37;46;40;44;46;49;56;57;58;67;68;77;78;87;93;102;111;113;122;121;121;119;128;130;129;136;139;142;143;
Municipios;0259;Brea de Tajo;118;141;134;148;152;165;172;171;184;197;213;235;235;238;246;245;249;245;243;242;236;244;272;272;272;286;282;293;297;
Municipios;0262;Brunete;1472;1772;1613;1930;2108;2319;2556;7077;10212;11991;13207;11703;15327;19848;18333;18438;18825;24572;24049;23250;27440;31783;40159;47629;56574;58920;60739;61400;61117;
Municipios;0278;Buitrago del Lozoya;392;424;406;436;457;493;529;576;623;665;719;781;793;838;836;847;852;862;848;868;866;882;1164;1296;1419;1430;1453;1774;1890;
Municipios;0284;Bustarviejo;388;419;407;436;475;492;518;541;577;634;684;766;782;822;850;906;917;925;947;959;1005;1071;1090;1139;1186;1248;1261;1293;1328;
Municipios;0297;Cabanillas de la Sierra;103;127;110;146;167;179;194;206;228;249;274;313;331;354;376;386;389;400;402;415;411;427;430;441;464;492;518;531;544;
Municipios;0301;Cabrera (La);472;548;512;601;661;696;746;796;866;916;974;1035;1058;1135;1165;1182;1200;1227;1208;1204;1237;1284;1353;1350;1428;1473;1498;1546;1591;
Municipios;0318;Cadalso de los Vidrios;519;598;555;625;655;687;728;793;792;844;909;1073;1096;1152;1203;1218;1239;1237;1238;1229;1260;1327;1408;1458;1518;1605;1641;1649;1680;
Municipios;0323;Camarma de Esteruelas;839;969;880;1020;1091;1186;1294;1490;1720;1988;2309;2807;2948;3169;3357;3477;3625;3682;3734;3814;3926;4017;4142;4298;4436;4564;4631;4728;4868;
Municipios;0339;Campo Real;807;885;848;946;993;1037;1138;1205;1317;1436;1566;1926;2024;2140;2333;2447;2516;2602;2604;2698;2825;2954;3101;3249;3305;3348;3396;3485;3529;
Municipios;0344;Canencia;121;138;130;138;165;172;169;179;200;205;216;214;217;225;222;229;229;234;224;229;228;233;237;252;253;259;264;273;283;
Municipios;0357;Carabaña;308;315;315;321;355;364;377;429;470;489;544;658;681;749;768;807;839;867;877;881;906;939;962;975;1014;1050;1058;1074;1152;
Municipios;0360;Casarrubuelos;220;237;226;257;283;373;435;577;701;826;1039;1286;1356;1444;1528;1599;1636;1672;1701;1750;1914;2008;2158;2308;3155;3058;2878;3123;3184;
Municipios;0376;Cenicientos;422;432;423;451;484;498;518;546;546;578;628;695;699;721;729;746;775;777;780;764;787;816;849;861;885;915;936;936;947;
Municipios;0382;Cercedilla;1588;1731;1661;1815;1951;2051;2160;2262;2342;2493;2672;2827;2871;2980;3011;3031;3040;3066;3055;3062;3103;3171;3343;3342;3409;3518;3607;3672;3699;
Municipios;0395;Cervera de Buitrago;37;44;36;44;50;49;57;65;70;73;83;94;99;108;118;123;131;129;129;134;135;135;141;146;137;140;135;134;148;
Municipios;0513;Chapinería;356;418;385;429;458;488;534;575;635;671;721;782;804;838;864;886;902;921;924;946;977;1077;1136;1211;1216;1241;1264;1280;1280;
Municipios;0528;Chinchón;1185;1260;1203;1304;1367;1492;1560;1608;1669;1756;1833;2023;2093;2155;2179;2198;2217;2222;2215;2215;2254;2304;2408;2462;2550;2613;2651;2725;2779;
Municipios;0409;Ciempozuelos;3352;3710;3530;3971;4253;4499;4897;5284;5666;6187;6761;7839;8349;8492;8709;9029;9223;9504;9700;9616;9975;10216;10544;10756;11087;11291;11438;11529;11785;
Municipios;0416;Cobeña;784;1065;905;1157;1287;1393;1487;1598;1685;1820;1942;2243;2369;2606;2826;3029;3177;3312;3387;3535;3645;3855;4010;4179;4277;4313;4339;4415;4488;
Municipios;0468;Collado Mediano;1344;1562;1454;1648;1775;1921;2035;2201;13096;15724;14324;10773;23605;29422;28278;27234;31004;20212;12737;15240;20346;12166;12123;11295;11366;9862;12304;17198;17793;
Municipios;0474;Collado Villalba;13504;15629;14567;16809;18211;19372;20716;22029;22861;24357;25530;26692;27575;27991;28225;28493;28691;28680;28378;28518;28883;29629;30650;31350;31947;32445;32837;33216;33582;
Municipios;0455;Colmenar Viejo;12183;12555;12260;13188;13904;14392;15109;15625;16169;17083;18002;18677;19247;19632;19980;20528;20762;20920;20963;21195;21619;22318;23073;23787;24384;24982;25417;25970;26364;
Municipios;0437;Colmenar de Oreja;1311;1464;1380;1562;1719;1831;1932;2073;2232;2397;2612;3015;3135;3340;3423;3514;3584;3597;3524;3545;3573;3717;3905;3989;4098;4168;4240;4343;4461;
Municipios;0421;Colmenar del Arroyo;184;228;206;240;248;1324;2867;5935;7644;9037;10228;11389;18973;23114;24477;27715;32501;29175;28259;26890;29784;38327;43070;99931;124163;141780;161719;173500;154941;
Municipios;0442;Colmenarejo;1323;1551;1411;1660;1861;2068;2238;2452;2633;2871;3017;3309;3450;3666;3818;3884;3969;4079;4071;4113;4190;4353;4461;4602;4739;4887;4968;5010;5037;
Municipios;0480;Corpa;136;137;135;140;155;168;187;204;205;217;245;257;261;277;289;314;330;336;348;351;367;380;394;408;420;427;438;459;464;
Municipios;0493;Coslada;29481;31155;30354;32777;34461;35812;37383;38605;39260;40991;42117;43293;44539;44856;44611;44585;44310;43943;43375;43129;43558;44176;44835;45004;45239;45128;44701;44382;43554;
Municipios;0506;Cubas de la Sagra;312;388;324;426;506;581;644;756;852;997;1209;1516;1620;1773;1958;2075;2204;2352;2409;2468;2624;2804;3008;3164;3291;3442;3556;3655;3796;
Municipios;0534;Daganzo de Arriba;703;1041;850;1222;1404;1632;1954;2263;2597;2965;3351;3848;4016;4275;4392;4575;4713;4831;4867;4917;5057;5305;5487;5645;5810;5927;6115;6208;6386;
Municipios;0549;Escorial (El);4301;5293;4882;6209;7092;6687;6982;7243;5634;5999;6320;6732;6952;7191;7363;7615;7772;7877;7913;7894;8009;8307;8610;8803;9059;9181;9333;9463;9623;
Municipios;0552;Estremera;324;353;346;367;385;387;422;443;460;488;521;592;609;622;624;627;622;621;639;640;654;677;713;728;747;768;787;806;803;
Municipios;0565;Fresnedillas de la Oliva;153;195;162;212;236;267;283;301;332;375;418;526;528;552;581;622;654;675;664;692;699;738;772;832;861;889;904;910;937;
Municipios;0571;Fresno de Torote;62;101;72;114;136;196;238;278;360;444;533;705;745;850;927;964;1018;1051;1101;1144;1166;1210;1286;1363;1447;1521;1573;1630;1664;
Municipios;0587;Fuenlabrada;53135;58172;55488;61833;66625;70629;74901;78217;79985;83970;87019;89489;92188;93007;93066;93250;93321;92710;91282;90897;91531;93168;95032;96487;97750;98165;98269;97981;97573;
Municipios;0590;Fuente el Saz de Jarama;1023;1272;1127;1420;1561;1762;1928;2077;2256;2461;2600;2896;3008;3119;3181;3236;3288;3362;3336;3369;3479;3679;3782;3887;3960;4038;4064;4151;4156;
Municipios;0604;Fuentidueña de Tajo;410;450;426;473;508;536;559;603;662;705;780;902;925;943;966;964;986;974;957;972;992;1050;1097;1160;1216;1229;1277;1288;1282;
Municipios;0611;Galapagar;6587;8048;7251;8675;9490;10178;10884;11635;12379;13082;13739;14553;14919;15195;15306;15387;15477;15744;15824;15898;16241;16751;17303;17776;18196;18452;18635;18744;18918;
Municipios;0626;Garganta de los Montes;73;79;71;79;87;93;97;107;118;126;145;166;166;169;171;181;182;196;200;203;202;207;218;235;240;251;253;263;249;
Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;48;56;47;59;56;62;66;76;91;96;116;134;142;148;155;162;157;161;178;179;184;184;188;190;197;210;219;221;225;
