precio,banos,habitaciones,propertyCode,url
320000.0,2,4,103227621,https://www.idealista.com/inmueble/103227621/
335000.0,3,8,98925180,https://www.idealista.com/inmueble/98925180/
289000.0,2,4,103359269,https://www.idealista.com/inmueble/103359269/
305000.0,3,4,103359998,https://www.idealista.com/inmueble/103359998/
155000.0,1,1,103477889,https://www.idealista.com/inmueble/103477889/
249000.0,1,2,103854502,https://www.idealista.com/inmueble/103854502/
290000.0,2,6,101094255,https://www.idealista.com/inmueble/101094255/
288999.0,2,4,102013919,https://www.idealista.com/inmueble/102013919/
225000.0,2,4,103811364,https://www.idealista.com/inmueble/103811364/
899900.0,4,35,98014504,https://www.idealista.com/inmueble/98014504/
294000.0,3,4,103268251,https://www.idealista.com/inmueble/103268251/
225000.0,3,4,102392573,https://www.idealista.com/inmueble/102392573/
233000.0,2,3,103323102,https://www.idealista.com/inmueble/103323102/
279000.0,2,3,102907371,https://www.idealista.com/inmueble/102907371/
325000.0,4,6,102940960,https://www.idealista.com/inmueble/102940960/
166000.0,1,3,102495418,https://www.idealista.com/inmueble/102495418/
225000.0,2,4,103400433,https://www.idealista.com/inmueble/103400433/
239000.0,1,4,98709124,https://www.idealista.com/inmueble/98709124/
220000.0,1,3,103456790,https://www.idealista.com/inmueble/103456790/
309900.0,2,3,103308819,https://www.idealista.com/inmueble/103308819/
156000.0,2,3,101785754,https://www.idealista.com/inmueble/101785754/
259900.0,2,4,103565529,https://www.idealista.com/inmueble/103565529/
225000.0,2,3,103280340,https://www.idealista.com/inmueble/103280340/
94700.0,1,3,102752558,https://www.idealista.com/inmueble/102752558/
