precio,banos,habitaciones,propertyCode,url
179990.0,1,3,103623899,https://www.idealista.com/inmueble/103623899/
740000.0,4,5,102523376,https://www.idealista.com/inmueble/102523376/
897000.0,4,6,103629243,https://www.idealista.com/inmueble/103629243/
1100000.0,3,4,102892442,https://www.idealista.com/inmueble/102892442/
737000.0,3,5,95368117,https://www.idealista.com/inmueble/95368117/
625000.0,2,5,100174265,https://www.idealista.com/inmueble/100174265/
897000.0,4,6,103612822,https://www.idealista.com/inmueble/103612822/
1800000.0,4,6,102311585,https://www.idealista.com/inmueble/102311585/
3500000.0,5,8,81323502,https://www.idealista.com/inmueble/81323502/
795000.0,4,6,103153975,https://www.idealista.com/inmueble/103153975/
3500000.0,5,8,90719112,https://www.idealista.com/inmueble/90719112/
850000.0,4,5,100422987,https://www.idealista.com/inmueble/100422987/
1050000.0,5,6,100708373,https://www.idealista.com/inmueble/100708373/
875000.0,2,3,103306783,https://www.idealista.com/inmueble/103306783/
1150000.0,4,5,102502854,https://www.idealista.com/inmueble/102502854/
215000.0,1,2,95754857,https://www.idealista.com/inmueble/95754857/
570000.0,4,4,103366236,https://www.idealista.com/inmueble/103366236/
349999.0,2,3,103142105,https://www.idealista.com/inmueble/103142105/
1300000.0,3,4,92795052,https://www.idealista.com/inmueble/92795052/
789000.0,4,5,102502384,https://www.idealista.com/inmueble/102502384/
450000.0,2,4,101182194,https://www.idealista.com/inmueble/101182194/
1150000.0,4,6,94254120,https://www.idealista.com/inmueble/94254120/
550000.0,4,5,103806176,https://www.idealista.com/inmueble/103806176/
897000.0,4,6,103631177,https://www.idealista.com/inmueble/103631177/
850000.0,5,4,101502564,https://www.idealista.com/inmueble/101502564/
795000.0,4,4,100440610,https://www.idealista.com/inmueble/100440610/
990000.0,4,5,29296396,https://www.idealista.com/inmueble/29296396/
1700000.0,4,6,100095590,https://www.idealista.com/inmueble/100095590/
890000.0,4,4,102251178,https://www.idealista.com/inmueble/102251178/
725000.0,3,4,101884192,https://www.idealista.com/inmueble/101884192/
860000.0,4,5,29097384,https://www.idealista.com/inmueble/29097384/
345000.0,3,2,103793856,https://www.idealista.com/inmueble/103793856/
1190000.0,5,4,102780284,https://www.idealista.com/inmueble/102780284/
640000.0,4,5,103452714,https://www.idealista.com/inmueble/103452714/
999000.0,4,5,102779087,https://www.idealista.com/inmueble/102779087/
560000.0,3,5,101499320,https://www.idealista.com/inmueble/101499320/
215000.0,1,2,95847763,https://www.idealista.com/inmueble/95847763/
890000.0,7,6,101656410,https://www.idealista.com/inmueble/101656410/
530000.0,3,4,103093170,https://www.idealista.com/inmueble/103093170/
530000.0,3,4,102834650,https://www.idealista.com/inmueble/102834650/
960000.0,3,4,101203708,https://www.idealista.com/obra-nueva/101203708/
1390000.0,3,3,103801274,https://www.idealista.com/inmueble/103801274/
930000.0,3,4,101203716,https://www.idealista.com/obra-nueva/101203716/
950000.0,6,5,103739226,https://www.idealista.com/inmueble/103739226/
479000.0,3,5,103767890,https://www.idealista.com/inmueble/103767890/
690000.0,4,5,103588347,https://www.idealista.com/inmueble/103588347/
950000.0,6,5,103738882,https://www.idealista.com/inmueble/103738882/
350000.0,2,3,103324759,https://www.idealista.com/inmueble/103324759/
690000.0,5,6,102928190,https://www.idealista.com/inmueble/102928190/
895000.0,6,7,103768211,https://www.idealista.com/inmueble/103768211/
