precio,banos,habitaciones,propertyCode,url
745000.0,2,3,100037307,https://www.idealista.com/inmueble/100037307/
560000.0,4,4,98627286,https://www.idealista.com/inmueble/98627286/
1200000.0,5,5,102294274,https://www.idealista.com/inmueble/102294274/
825000.0,5,5,102163819,https://www.idealista.com/inmueble/102163819/
475000.0,3,5,101181471,https://www.idealista.com/inmueble/101181471/
398000.0,3,3,101433840,https://www.idealista.com/inmueble/101433840/
560000.0,3,6,103005062,https://www.idealista.com/inmueble/103005062/
420000.0,3,3,101639796,https://www.idealista.com/inmueble/101639796/
495000.0,3,4,102456276,https://www.idealista.com/inmueble/102456276/
159900.0,2,2,101805879,https://www.idealista.com/inmueble/101805879/
214900.0,2,3,99045250,https://www.idealista.com/inmueble/99045250/
549900.0,3,5,103021364,https://www.idealista.com/inmueble/103021364/
284900.0,2,3,103186337,https://www.idealista.com/inmueble/103186337/
4500000.0,4,4,94516293,https://www.idealista.com/inmueble/94516293/
790000.0,5,6,102234171,https://www.idealista.com/inmueble/102234171/
359000.0,3,4,101227441,https://www.idealista.com/inmueble/101227441/
179900.0,2,3,99230871,https://www.idealista.com/inmueble/99230871/
595000.0,4,4,103528524,https://www.idealista.com/inmueble/103528524/
399000.0,2,4,102222398,https://www.idealista.com/inmueble/102222398/
640000.0,5,5,103262328,https://www.idealista.com/inmueble/103262328/
609900.0,3,5,102463258,https://www.idealista.com/inmueble/102463258/
629000.0,3,5,101809272,https://www.idealista.com/inmueble/101809272/
420000.0,2,5,94180947,https://www.idealista.com/inmueble/94180947/
165000.0,1,1,101515297,https://www.idealista.com/inmueble/101515297/
745000.0,5,5,32807560,https://www.idealista.com/inmueble/32807560/
164900.0,1,2,103381923,https://www.idealista.com/inmueble/103381923/
830000.0,3,4,103636294,https://www.idealista.com/inmueble/103636294/
449900.0,4,8,101714780,https://www.idealista.com/inmueble/101714780/
515000.0,3,3,97768837,https://www.idealista.com/inmueble/97768837/
664900.0,3,3,102062111,https://www.idealista.com/inmueble/102062111/
199900.0,2,3,102170261,https://www.idealista.com/inmueble/102170261/
149900.0,1,2,102989208,https://www.idealista.com/inmueble/102989208/
345000.0,3,4,102993542,https://www.idealista.com/inmueble/102993542/
300000.0,3,4,102100064,https://www.idealista.com/inmueble/102100064/
570000.0,4,4,100916820,https://www.idealista.com/inmueble/100916820/
590000.0,5,7,103869118,https://www.idealista.com/inmueble/103869118/
425000.0,2,4,101780858,https://www.idealista.com/inmueble/101780858/
195000.0,2,3,101814145,https://www.idealista.com/inmueble/101814145/
1650000.0,6,6,100785526,https://www.idealista.com/inmueble/100785526/
160000.0,1,2,103865326,https://www.idealista.com/inmueble/103865326/
173000.0,1,3,103372717,https://www.idealista.com/inmueble/103372717/
550000.0,3,6,28600122,https://www.idealista.com/inmueble/28600122/
600000.0,4,4,98986033,https://www.idealista.com/inmueble/98986033/
172620.0,2,3,103004320,https://www.idealista.com/inmueble/103004320/
539000.0,4,6,103613663,https://www.idealista.com/inmueble/103613663/
797000.0,6,7,95094649,https://www.idealista.com/inmueble/95094649/
695000.0,4,6,102756848,https://www.idealista.com/inmueble/102756848/
840000.0,3,5,103835194,https://www.idealista.com/inmueble/103835194/
435000.0,2,3,103871629,https://www.idealista.com/inmueble/103871629/
679000.0,2,3,103814678,https://www.idealista.com/inmueble/103814678/
