Serie;id;Nombre;1994;1995;1996;1997;1998;1999;2000;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;
Municipios;0014;Acebeda (La);0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0029;Ajalvir;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;3,00;3,00;0,00;3,00;3,00;3,00;2,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0035;Alameda del Valle;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0040;Álamo (El);0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;1,00;1,00;7,00;20,00;25,00;26,00;26,00;26,00;28,00;30,00;30,00;33,00;33,00;33,00;31,00;32,00;32,00;34,00;
Municipios;0053;Alcalá de Henares;318,00;318,00;315,00;313,00;308,00;290,00;299,00;317,00;346,00;381,00;398,00;409,00;444,00;489,00;492,00;513,00;527,00;526,00;532,00;528,00;529,00;542,00;548,00;551,00;556,00;559,00;624,00;556,00;551,00;557,00;
Municipios;0066;Alcobendas;402,00;426,00;422,00;412,00;458,00;456,00;483,00;555,00;580,00;604,00;609,00;630,00;669,00;732,00;729,00;728,00;769,00;785,00;794,00;810,00;827,00;851,00;884,00;909,00;927,00;928,00;963,00;925,00;928,00;950,00;
Municipios;0072;Alcorcón;350,00;347,00;344,00;322,00;309,00;305,00;319,00;358,00;378,00;382,00;396,00;437,00;489,00;524,00;563,00;573,00;607,00;617,00;633,00;650,00;666,00;673,00;687,00;690,00;707,00;709,00;758,00;679,00;704,00;721,00;
Municipios;0088;Aldea del Fresno;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;2,00;2,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0091;Algete;3,00;3,00;3,00;3,00;3,00;3,00;2,00;0,00;3,00;9,00;10,00;10,00;10,00;13,00;14,00;12,00;14,00;12,00;10,00;11,00;13,00;12,00;10,00;11,00;9,00;5,00;5,00;6,00;7,00;6,00;
Municipios;0105;Alpedrete;0,00;0,00;0,00;0,00;3,00;10,00;19,00;21,00;33,00;55,00;56,00;58,00;59,00;61,00;56,00;56,00;56,00;59,00;55,00;52,00;54,00;64,00;60,00;57,00;57,00;55,00;51,00;42,00;46,00;44,00;
Municipios;0112;Ambite;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0127;Anchuelo;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0133;Aranjuez;128,00;128,00;132,00;135,00;135,00;141,00;149,00;152,00;161,00;158,00;184,00;161,00;161,00;177,00;201,00;206,00;214,00;229,00;236,00;240,00;238,00;248,00;252,00;258,00;269,00;274,00;291,00;281,00;284,00;295,00;
Municipios;0148;Arganda del Rey;0,00;3,00;3,00;4,00;4,00;4,00;9,00;8,00;8,00;9,00;8,00;38,00;86,00;90,00;93,00;107,00;115,00;119,00;121,00;127,00;135,00;128,00;134,00;143,00;146,00;158,00;166,00;165,00;172,00;172,00;
Municipios;0151;Arroyomolinos;0,00;0,00;0,00;3,00;5,00;4,00;4,00;23,00;21,00;28,00;30,00;30,00;38,00;39,00;51,00;52,00;64,00;81,00;80,00;99,00;108,00;117,00;130,00;141,00;129,00;130,00;138,00;134,00;143,00;145,00;
Municipios;0164;Atazar (El);0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0170;Batres;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0186;Becerril de la Sierra;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;3,00;2,00;2,00;1,00;2,00;3,00;2,00;2,00;2,00;2,00;3,00;1,00;1,00;2,00;2,00;
