Serie;id;Nombre;1994;1995;1996;1997;1998;1999;2000;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;
Municipios;0014;Acebeda (La);0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0029;Ajalvir;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4,00;5,00;4,00;0,00;3,00;4,00;4,00;4,00;3,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0035;Alameda del Valle;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0040;Álamo (El);0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;1,00;2,00;11,00;29,00;37,00;33,00;35,00;36,00;40,00;43,00;49,00;47,00;48,00;47,00;47,00;50,00;49,00;55,00;
Municipios;0053;Alcalá de Henares;442,00;438,00;431,00;401,00;397,00;385,00;393,00;439,00;488,00;550,00;602,00;640,00;707,00;767,00;779,00;820,00;873,00;864,00;850,00;865,00;874,00;876,00;897,00;913,00;1.047,00;1.052,00;1.031,00;1.028,00;1.073,00;930,00;
Municipios;0066;Alcobendas;742,00;852,00;822,00;648,00;732,00;781,00;768,00;861,00;947,00;1.013,00;1.031,00;1.062,00;1.110,00;1.287,00;1.226,00;1.286,00;1.338,00;1.344,00;1.346,00;1.383,00;1.458,00;1.539,00;1.623,00;1.638,00;1.732,00;1.786,00;1.727,00;1.774,00;1.707,00;1.800,00;
Municipios;0072;Alcorcón;475,00;479,00;473,00;427,00;421,00;397,00;417,00;512,00;558,00;572,00;610,00;701,00;788,00;844,00;903,00;917,00;961,00;985,00;1.018,00;1.033,00;1.040,00;1.077,00;1.082,00;1.082,00;1.121,00;1.118,00;1.195,00;1.124,00;1.159,00;1.152,00;
Municipios;0088;Aldea del Fresno;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,00;4,00;4,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0091;Algete;5,00;4,00;2,00;4,00;3,00;3,00;3,00;0,00;4,00;10,00;12,00;15,00;14,00;17,00;23,00;18,00;18,00;15,00;13,00;15,00;17,00;17,00;18,00;16,00;14,00;8,00;7,00;7,00;8,00;9,00;
Municipios;0105;Alpedrete;0,00;0,00;0,00;0,00;4,00;18,00;30,00;34,00;57,00;43,00;58,00;96,00;107,00;118,00;89,00;86,00;81,00;91,00;103,00;93,00;103,00;109,00;104,00;110,00;118,00;119,00;105,00;90,00;90,00;92,00;
Municipios;0112;Ambite;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0127;Anchuelo;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0133;Aranjuez;175,00;180,00;173,00;174,00;177,00;174,00;203,00;221,00;236,00;240,00;251,00;256,00;263,00;289,00;352,00;371,00;371,00;396,00;396,00;406,00;400,00;404,00;411,00;405,00;408,00;438,00;479,00;460,00;458,00;453,00;
Municipios;0148;Arganda del Rey;0,00;3,00;4,00;5,00;5,00;5,00;11,00;10,00;11,00;11,00;13,00;60,00;130,00;145,00;153,00;166,00;176,00;191,00;181,00;190,00;198,00;195,00;208,00;211,00;235,00;238,00;256,00;281,00;274,00;271,00;
Municipios;0151;Arroyomolinos;0,00;0,00;0,00;2,00;4,00;4,00;5,00;26,00;37,00;34,00;45,00;46,00;51,00;59,00;72,00;71,00;102,00;121,00;123,00;156,00;172,00;178,00;192,00;208,00;177,00;191,00;196,00;216,00;220,00;202,00;
Municipios;0164;Atazar (El);0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0170;Batres;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
Municipios;0186;Becerril de la Sierra;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3,00;5,00;3,00;2,00;2,00;3,00;3,00;2,00;3,00;3,00;2,00;2,00;2,00;2,00;2,00;2,00;
