bathrooms,province,size,hasPlan,topNewDevelopment,suggestedTexts,hasVideo,rooms,has360,exterior,hasStaging,numPhotos,externalReference,country,hasLift,price,propertyCode,latitude,showAddress,parkingSpace,operation,labels,description,newDevelopment,detailedType,status,priceByArea,url,newDevelopmentFinished,thumbnail,address,has3DTour,longitude,municipality,floor,propertyType,topPlus
2,Madrid,196.0,True,False,{'title': 'Detached house in Manolete'},True,3,True,nan,True,65,150158,es,nan,339000.0,93228768,40.7859604,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Unique independent villa BRAND NEW in the Urbanization ""Las CUMBRES! This magnificent rustic-style detached house is being built on a plot of approximately 508 m2, it is 90 percent complete. The house is distributed as follows: - Basement: garage for two cars and access through the first floor house. - First floor: porch or terrace where you can enjoy the sunset, entrance hall, independent kitchen fully tiled and with water intakes with lateral access to the garden, large living room with a ceiling that will be covered with wooden beams and large fixed window with beautiful views of the Sierra, 3 bedrooms and two full bathrooms (one en suite with a shower and the other shared by two other bedrooms with a bathtub). This chalet is located in a quiet and well-connected area, near the bus stop and has a wide range of shops and services within walking distance (children's, public and private schools, schools, health center and a large number of shops. With direct access to the M-608 and one hour from Madrid. Regular transportation to Plaza Castilla. At Grupocasa10, a real estate services company with more than 15 years of experience and knowledge of the sector in the Sierra Norte area, we have a team of professionals with superior training and experience in personal advice, which allows us to offer excellent management and find solutions to the needs of each client to achieve their trust and satisfaction. We help you find the most profitable financing. WE DO NOT CHARGE FEES TO THE BUYER. Do not miss this opportunity, you will love it! GROUP CASA 10; GUADALIX DE LA SIERRA REF. 150158.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,1730.0,https://www.idealista.com/inmueble/93228768/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8e/a4/df/1149712466.jpg,Manolete,False,-3.7085738,Guadalix de la Sierra,nan,chalet,False
2,Madrid,130.0,True,False,{'title': 'Flat in Camino de las hazas'},False,3,True,True,False,31,200132,es,False,246000.0,103676337,40.7852315,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"At Grupo Casa 10 we are proud to sell this beautiful apartment located in a private urbanization with a community pool and garden areas. This bright 130m2 property has a spacious living-dining room, a kitchen furnished and equipped with high-end appliances, a private terrace and 3 cozy bedrooms with built-in wardrobes. All rooms in the house are very spacious and cozy. In addition, it has 2 full bathrooms, an individual and closed garage, ceramic stoneware and parquet floors, tilt-and-turn PVC windows with double glazing, individual natural gas heating and a mixed condensation boiler. The apartment is located in a very quiet area and very well connected, with all nearby services such as supermarkets, bus stops, medical center and schools. Urbanization of 19 neighbors with community pool. Do not miss the opportunity to live in this wonderful apartment. Come visit it! Reference 200132 Group House 10; Guadalix de la Sierra Camino de las Hazas.",False,{'typology': 'flat'},good,1892.0,https://www.idealista.com/inmueble/103676337/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b7/66/ba/1196785441.jpg,Camino de las hazas,False,-3.7006185,Guadalix de la Sierra,bj,flat,False
3,Madrid,215.0,True,False,{'title': 'Semi-detached house in Musica'},False,4,True,nan,False,41,nan,es,nan,377500.0,103755902,40.7769209,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Splendid semi-new semi-detached house. It is a large house of 215 m3, with two floors above ground within a plot of 311 m2. Built in 2005, it is made with top quality materials, as well as finished with care and precision. It has a successful distribution that makes it very comfortable, on the ground floor there is a wonderful 38 m2 living room, well connected on the one hand to the hall leading to the home, on the other to the garden (through the porch), and on the other hand linked to a large kitchen, through a double sliding door. In addition, the floor is completed with a practical multipurpose room (or bedroom), along with a bathroom with a shower, and a garage with an automatic door. On the upper floor there are three bedrooms that stand out for their good dimensions (all with built-in wardrobes), and two full bathrooms with a shower, also of generous dimensions. The house is very well equipped, it has efficient windows (thermal break and double glazed windows), it has hot/cold air equipment installed (new) in the living room and bedrooms, in the living room it has a pellet fireplace with a fully integrated cassette, It has a gas boiler (new) for heating and domestic hot water. For all this, and also for its luminosity, it is a particularly comfortable home, ready to enter and enjoy from the first day without the need for any investment.",False,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",good,1756.0,https://www.idealista.com/inmueble/103755902/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4b/db/2e/1199187056.jpg,Musica,False,-3.7052547,Guadalix de la Sierra,nan,chalet,False
3,Madrid,276.0,False,False,{'title': 'Detached house in Urbanización Miralpantano'},False,4,False,nan,False,24,W-02NW60,es,nan,390000.0,96677673,40.7785517,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Beautiful house in Guadalix de la Sierra Beautiful independent villa of traditional construction with stone walls and Tyrolean facade, on a plot of about 740 m2. and located in an excellent gated community in Guadalix de la Sierra. It is distributed on two floors. The main floor consists of a spacious living room with fireplace, kitchen, four bedrooms, two bathrooms and an attractive terrace from which you can enjoy fantastic views. The ground floor offers a multipurpose room with a fireplace, a garage for two cars, a bathroom, an outbuilding converted into a workshop and a boiler room. Attached to the plot there is another magnificent plot of about 1,600 m2. which offers a magnificent swimming pool of about 76 m2. and that is also available for sale. The municipality of Guadalix de la Sierra is integrated in the region of the Cuenca Alta del Manzanares and limits the North with the municipalities of Bustarviejo, Navalafuente and Cabanillas of the Sierra; to the South with Colmenar Viejo; To the East with Venturada, El Vellón and Pedrezuela; and to the west with Miraflores of the Sierra. Guadalix, is located about 60 kilometers from Madrid capital. It has a population of 5,982 inhabitants, which in summer times, multiplies considerably. The most representative monuments of its heritage architectural are The church of San Juan Bautista, the building the Town Hall and the Hermitage of the Virgen del Espinar. Guadalix also offers a deep contact with the nature. Its main riverbed is the Guadalix river, whose waters have been dammed in the Pedrezuela reservoir. Because of its location in the valley, Guadalix de la Sierra enjoys a characteristic microclimate, with winters not too cold and summers with mild temperatures. It communicates with the capital by the A-1 and by the M-607 of Colmenar Viejo and has regular bus lines that communicate with Madrid and with the neighboring municipalities.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,1413.0,https://www.idealista.com/inmueble/96677673/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/05/d8/94/1202714478.jpg,Urbanización Miralpantano,False,-3.6954013,Guadalix de la Sierra,nan,chalet,False
3,Madrid,200.0,False,False,{'title': 'Detached house in Calle Ebro'},False,4,False,nan,False,24,W-02TRX2,es,nan,575000.0,103256544,40.7841307,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Stupendous brand new Chalet Detached house of new construction with magnificent views of the Sierra de la Madrid with great qualities and better constructive typology. Magnificent housing having in one of the entrances a large, covered porch that gives access to the living room. The kitchen, included in the form of an island, is incorporated into the living room. Two of the upstairs bedrooms have access to a large terrace with magnificent views of the mountains. The windows with automatic system are of the Salamandra brand. The house has Aerotermia. The municipality of Guadalix de la Sierra is part of the Cuenca Alta del Manzanares in the region of the Cuenca Alta del Manzanares and is bordered to the North with the municipalities of Bustarviejo, Navalafuente and Cabanillas de la Sierra.  Cabanillas de la Sierra; to the south with Colmenar Viejo; to the east with Venturada with Venturada, El Vellón and Pedrezuela; and to the west with Miraflores de la Sierra. Guadalix, is located about 60 kilometers from Madrid capital. It has a population of 5,982 inhabitants, and in times of summer, it multiplies considerably. The most representative monuments of its architectural heritage are architectural heritage are the church of San Juan Bautista, the town hall building the Town Hall and the Ermita de la Vírgen del Espinar.  Guadalix also offers a deep contact with nature. Its main riverbed is the Guadalix River, whose waters have been dammed in the Pedrezuela reservoir. Because of its location in the valley, Guadalix de la Sierra enjoys a characteristic microclimate. Enjoys a characteristic microclimate, with winters not too cold and summers cold winters and mild summers. It is connected to the capital by the A-1 and the M-607 Colmenar Viejo and has regular bus lines that connect it with Madrid and the surrounding municipalities.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,2875.0,https://www.idealista.com/inmueble/103256544/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/82/69/f0/1196288030.jpg,Calle Ebro,False,-3.7006383,Guadalix de la Sierra,nan,chalet,False
2,Madrid,160.0,False,False,{'title': 'Terraced house in Robles'},True,3,False,nan,False,40,150208,es,nan,225000.0,89052051,40.7854057,False,nan,sale,nan,"Great townhouse for rent in a private urbanization in Guadalix! Located in one of the best areas of Guadalix de la Sierra, quiet and residential, close to all services. It is located in a private urbanization with common areas with swimming pool, children's play area and tennis court. VERY CENTRAL. The property is distributed in two floors; on the ground floor we find a spacious living-dining room with a fireplace with cassette, a fitted kitchen without appliances and a bathroom. On the second floor, three large bedrooms, formerly 4, with a bathroom. The chalet has a small loft that is currently used as a STORAGE ROOM. TWO GARDENS. Magnificent qualities: AIR CONDITIONING, CLIMALIT tilt-and-turn windows, CLOSED PORCH… ""Do not miss this opportunity. Come see it! "" GROUP HOUSE 10; GUADALIX DE LA SIERRA REF. 150058.",False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",good,1406.0,https://www.idealista.com/inmueble/89052051/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8d/fe/35/1041798428.jpg,Robles,False,-3.7039466,Guadalix de la Sierra,nan,chalet,False
2,Madrid,88.0,True,False,{'title': 'Village house in Travesía mayor'},False,2,False,nan,False,19,200133,es,nan,39900.0,103621542,40.7863016,False,nan,sale,nan,"Charming town house for sale in Guadalix de la Sierra, north of Madrid. This property, built of stone and located in the urban area, offers a unique opportunity to create the home of your dreams. With an area of 88 m², this house has 2 bedrooms and 2 bathrooms, perfect for a small family or as an investment. In addition, this house is located close to all the services necessary for daily life, such as supermarkets, banks, schools, institutes and medical services, which guarantees comfort and ease of access. The offer includes both the plot and the house, which provides the possibility of customizing and designing every detail of your new home. However, it is important to keep in mind that this property requires comprehensive rehabilitation, but is approved according to current regulations. Built in 1940 and second-hand/in need of renovation, this town house offers traditional charm and the opportunity to create a unique and personalized space. Don't miss this opportunity to acquire a property with great potential in a privileged location. Contact us today for more information!",False,"{'typology': 'countryHouse', 'subTypology': 'casaDePueblo'}",renew,453.0,https://www.idealista.com/inmueble/103621542/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/87/53/50/1195192115.jpg,Travesía mayor,False,-3.6974735,Guadalix de la Sierra,nan,countryHouse,False
3,Madrid,324.0,True,False,"{'title': 'Detached house in Calle segura, 16'}",False,4,False,nan,False,29,20240095,es,nan,279000.0,103813152,40.7832973,True,nan,sale,nan,"** NOTE: VAT TAX (21%) ALREADY INCLUDED IN THE SALE PRICE** Spectacular Luxury Villa in the pre-finishing phase, with the structure, slabs, roof and envelope finished. With unbeatable views of the mountains, located 1 km from the Guadalix Town Hall, in the Urb.Guadalcampo, one of the best urbanizations in Guadalix de La Sierra. Excellent opportunity either to finish your villa to your liking and in a short time, or for investment. With the best orientation to the south, it has 324m² built, it has a dining room and living room with a porch, a kitchen with a terrace, 3 bedrooms, 2 bathrooms; with a suite with bathroom, dressing room and terrace, a multipurpose room, and a basement with garage, machine room and cellar. Construction made with a reinforced concrete structure and steel tubes, reinforced concrete slabs, a perforated brick envelope, with an air chamber inside with insulation, and a rasillon partition inside. Elements to finish: installations, finishes, flooring, bathrooms, kitchen and air conditioning, Land communication: Immediate access to M-608 (Carr.Venturada - Collado Villalba) and 8 km from the urban center of Soto del Real (Soto commuter station already in the project!) Services nearby: Transportation: -Av.Alejandro Rubio-Eras De Arriba - 0.429 km - Bus stop -Ctra.M608-Urb.Guadalcampo - 0.432 km - Bus stop -School - 0.797 km - Bus stop -Las Cigüeñas - 0.955 km - Bus stop -Parque De Las Eras - 1,265 km - Bus stop -Egido-Guillermo Rubio Park - 1,572 km -Bus stop -Repsol - 1,715 km -Gas station -Av.Chopera-Sports Complex - 1,833 km - Bus stop Education: -Río Alisos Nursery School - Manzanares Street - 0.506 km - Early childhood education -José Manuel Fraile Gil Library - 0.752 km - Library -Luis García Berlanga Secondary Education Institute - Camino Chozas - 0.755 km -School/Institute -Alejandro Rubio Preschool and Primary School - Calle Prado Panetes - 0.829 km-School/Institute -Navalafuente Highway - 4,455 km - School/Institute -Nursery School-Navalafuente Children's House - Calle Iglesia - 4,912 km - Early childhood education Health: -Office - 0.473 km - Hospital -Marcos Pharmacy - 0.678 km - Pharmacy -Carmen Carmona Pharmacy - 0.907 km - Pharmacy -Primary Care Center - 4,941 km - Clinic *GRADES: -The information in this announcement is not binding, it is for informational purposes and has no contractual value. ** If you are looking for more plots visit our MODULARIUM AGENCIA INMOBILIARIA website **.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,861.0,https://www.idealista.com/inmueble/103813152/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/cd/6b/e5/1201063059.jpg,"Calle segura, 16",False,-3.7039684,Guadalix de la Sierra,nan,chalet,False
4,Madrid,450.0,True,False,"{'title': 'Detached house in Calle Residencial Guadalix I, 7'}",False,5,False,nan,False,38,nan,es,nan,575000.0,90761677,40.7849856,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"SINGULAR CHALET PALACETE. Spectacular 19th century period house, built entirely new, on a solid and modern concrete structure, completely covered with noble materials (stone, wood, slate, marble, stoneware, ceramics, etc. ), which give it a uniform architectural appearance. well achieved, both outside and inside, in such a way that a cozy atmosphere is achieved, full of charm and authenticity. In addition, the construction is finished off and decorated with multiple ornamental details of great value, all of them from collections and places with history (hermitages, churches, convents, palaces, etc. ). The building is located within a 780 m2 plot of land, in which a total construction of 450 m2 stands, with two heights but below deck, and which houses 6 bedrooms, 4 bathrooms, 2 living rooms, kitchen, pantry, storage room, garage, cellar.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,1278.0,https://www.idealista.com/inmueble/90761677/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a3/f9/e3/797954041.jpg,"Calle Residencial Guadalix I, 7",False,-3.7057127,Guadalix de la Sierra,nan,chalet,False
2,Madrid,108.0,True,False,{'title': 'Flat in Calle Aliso no number'},False,3,False,True,False,16,4-Bajo A,es,True,227900.0,103792751,40.7866284,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': False, 'parkingSpacePrice': 8000.0}",sale,nan,"EXCLUSIVE PROMOTION IN GUADALIX DE LA SIERRA- VAVELO, REAL ESTATE, presents its new VIOLETA Residential development. The project is made up of 51 homes with 2, 3 and 4 bedrooms. Ground floor with large private garden and first floors with wonderful terraces and dream penthouses. The urbanization has a swimming pool, garden area, social room and gym. The homes have a storage room included in the price and 51 parking spaces. The homes are equipped with the latest technology in air conditioning systems, Aerothermal for hot water and underfloor heating with a central gas boiler system and independent meters. The elegant and modern design of the urbanization, together with the development of the project in search of maximum energy efficiency through the building's equipment, make Residencial VIOLETA the best choice to enjoy your new home. Exclusive area due to location and tranquility with bus service, and its location close to all supermarkets, health center and leisure area.",True,{'typology': 'flat'},newdevelopment,2110.0,https://www.idealista.com/obra-nueva/103792751/,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c9/af/e5/1180547322.jpg,Calle ALISO no number,False,-3.6962228,Guadalix de la Sierra,bj,flat,False
