has360,propertyType,topNewDevelopment,hasPlan,size,thumbnail,has3DTour,hasVideo,rooms,price,priceByArea,labels,bathrooms,country,description,operation,municipality,topPlus,url,longitude,showAddress,numPhotos,hasStaging,propertyCode,province,detailedType,newDevelopment,latitude,suggestedTexts,externalReference,status,parkingSpace,address
False,chalet,False,False,346.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/77/10/00/1201140373.jpg,False,False,12,140890.0,407.0,nan,2,es,"Alcalá Inmobiliaria exclusively sells a large house in the center of Fuentidueña de Tajo, on Calle Mayor, pedestrian zone, maximum tranquility. The house is to be renovated, The house has 2 floors distributed as follows: On the ground floor, we have two patios, (one of which has a woodshed) we access from the garage, and the other patio with a storage room and stairs access to the 2nd floor, accessed through The main door, from this patio we access the house on the first floor, which consists of 2 distributors, 5 bedrooms, living room, kitchen, pantry, bathroom and a staircase access to an unfinished area with 3 more bedrooms. On the 2nd floor we find 4 bedrooms, living room, kitchen and full bathrooms. It is ideal to make two homes, to cover the needs of two families or even to exploit it as a rural house, given the great landscape interest aroused by the area of high ecological interest since it is located in an idyllic natural enclave on the banks of the Tagus. Meters verified with cadastre/registry This announcement is not binding and is subject to possible errors or omissions. It is presented for information purposes with the aim of providing an overview of the property, but does not constitute a binding contract. The indicated sales prices do not include legal taxes or deed expenses associated with the sale of the home..",sale,Fuentidueña de Tajo,False,https://www.idealista.com/inmueble/103817305/,-3.158936,False,92,False,103817305,Madrid,{'typology': 'chalet'},False,40.1169211,{'title': 'House'},EG5943,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Fuentidueña de Tajo
False,chalet,False,False,142.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7c/02/1a/1141776064.jpg,False,False,4,149000.0,1049.0,nan,2,es,"""*** ""GARSIERRA. Housing in Fuentidueña de Tajo. Detached house on one floor distributed in living room, kitchen, 4 bedrooms, 2 bathrooms. It also has a surface parking lot and a building for storage and other storage areas. The rest of the unbuilt plot is intended for gardens, terraces and a swimming pool for private use. Located in the La Alarilla Urbanization, a quiet residential area, just 5 km from the urban center of the town, with very good communications via M-831 roads. Municipality that has all the basic services within its reach, with commercial offerings (large surfaces and necessary neighborhood stores) and education such as the Alarilla Public School, a variety of restaurant services and valued green areas in which to carry out outdoor activities. outdoors such as the Cañada Real Soriana Oriental Natural Route route. Housing for those who want to live in a quiet area very well connected and for those who seek to invest for rent with a very good profitability. All this, in addition, with excellent road transport communications.",sale,Fuentidueña de Tajo,False,https://www.idealista.com/inmueble/102028023/,-3.1574552,False,19,False,102028023,Madrid,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",False,40.1202353,{'title': 'Detached house'},TRES,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Fuentidueña de Tajo
False,chalet,False,True,122.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/da/d6/8e/1119790868.jpg,False,True,3,124000.0,1016.0,nan,2,es,"Beautiful typical town property for SALE. Typical stately rustic two-story town house with easy and comfortable accessibility. The entrance is at street level. It has large windows that give good ventilation and light to the property. The house consists of a large L-shaped living room that leads to the rest of the rooms on the ground floor. It has three rooms of different sizes with large windows. For both double and double beds. It has individual Pelef heating And air conditioning in the living room which provides heat during the cold months and is very cool in summer. The house has two large bathrooms with a shower (one on the ground floor and one on the upper floor) renovated and with a shower tray. The carpentry is made of aluminum and the doors are made of wood. The floor on the ground floor is ceramic and the floor on the upper floor is flooring. The kitchen is spacious with all types of appliances: microwave, washing machine, dishwasher, refrigerator, hood and vitro. It has a charming and warm interior patio. It gives light to the house. The property is ideal to move into. We would highlight that the house is located a few kilometers from Madrid, to live or enjoy a second residence and disconnect from stress. Fuentidueña de Tajo is a Spanish municipality located in the southeastern corner of the Community of Madrid, on the border with the province of Toledo.Located in the Las Vegas region, its population reaches 1,980 inhabitants (INE 2017).The municipal area is crossed by the Tagus River. The Tagus River crosses its terminus and forms a deep depression. Fuentidueña de Tajo, like the vast majority of the province of Madrid, has a continental Mediterranean climate characterized by having a dry and hot season corresponding to the summer months, a cold and dry winter and two seasons (spring and autumn) with mild temperatures. and where the rains are concentrated. Its 7 wonders stand out on a tourist level. The Tagus River for bathing in summer, the entire Vega for walking and hiking and many more rural tourist attractions. In addition, it has supermarkets, bars, schools, hardware stores, pharmacies... Conveniences to facilitate day-to-day life. The town is connected by public transport with different buses and by road along National III. “The specific data about the published property may be approximate, therefore they are not binding, they are shown for informational purposes."" Taxes and expenses NOT INCLUDED: ITP or VAT, Notary, Registry, agency, appraisal, etc.Our properties have the necessary hygiene and disinfection measures, as does our team of professionals to safely carry out the visit and all dealings with the client. Book your appointment without any commitment within our extensive schedule, including weekends. If you need it, we will help you with financing without commitments and providing you with the best current conditions on the market. We will be happy to help you purchase this fabulous home.",sale,Fuentidueña de Tajo,False,https://www.idealista.com/inmueble/101375583/,-3.1603588,False,29,False,101375583,Madrid,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",False,40.1202717,{'title': 'Semi-detached house in Travesía de la Plazuela'}, 3501-06498,good,nan,Travesía de la Plazuela
False,chalet,False,False,124.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b3/51/9c/1198131135.jpg,False,False,3,123600.0,997.0,nan,2,es,"Huspy presents this charming semi-detached house, located in the Colonia Tierno Galván de Fuentidueña de Tajo, it is presented as a cozy and functional home. With 3 bedrooms and 2 bathrooms, it offers the perfect comfort for quiet living. The property has a garage, a pantry and a cellar, providing additional space and functionality for daily needs. Built in 1985 on a 120 m² plot, the construction quality is normal, providing a warm and pleasant atmosphere. The chalet is spread over two floors, and its garden offers an outdoor space to enjoy relaxing moments. This home is the perfect combination of functionality and charm, ideal for those seeking a peaceful lifestyle in the beautiful community of Fuentidueña de Tajo.",sale,Fuentidueña de Tajo,False,https://www.idealista.com/inmueble/103721907/,-3.1553653,False,20,False,103721907,Madrid,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",False,40.1195618,{'title': 'Semi-detached house in Colonia Tierno Galvan'},b18baa52-c691-4bbb-a1e1-9483eb76acbf,renew,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Colonia Tierno Galvan
False,chalet,False,False,200.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6e/fb/be/1194148582.jpg,False,False,5,1000000.0,5000.0,"[{'name': 'luxuryType', 'text': 'Luxury'}]",1,es,"Welcome to this charming chalet located on a bull farm in Fuentidueña de Tajo, covering a majestic 47,000 square meters. This exclusive enclave offers an authentic country life experience with a bullring, creating a unique environment steeped in bullfighting tradition and culture. The chalet has an elegant event room perfect for memorable celebrations. In addition, it offers individual apartments that combine comfort and style. Access to basic services such as water and electricity guarantee convenience amidst the surrounding natural beauty. This property is an extraordinary opportunity for investors who want to be part of a unique and exciting company. Discover the serenity and splendor of life on this bullfighting farm, where every day becomes a celebration of life and culture.",sale,Fuentidueña de Tajo,False,https://www.idealista.com/inmueble/103586506/,-3.161117,False,13,False,103586506,Madrid,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",False,40.11824,{'title': 'Detached house in poligono'},e0435290-811e-4743-84df-be562a6d18e1,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",poligono
False,chalet,False,False,165.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ae/bc/0a/1187309930.jpg,False,False,4,120000.0,727.0,nan,2,es,"Huspy presents a captivating villa in Fuentidueña de Tajo, it is a unique opportunity to create the home of your dreams. With 165 m² built distributed over two floors, it offers a large canvas for the imagination.Although currently awaiting renovation, its 4 bedrooms and 2 bathrooms provide a solid foundation for a custom design. The storage room adds additional convenience, while the charming patio is a perfect space for outdoor moments. Built in 1945, this home offers an authentic connection to history, and its ordinary construction quality presents a solid foundation for renovation. Imagine the possibilities and turn this chalet into a unique expression of your style and comfort.Welcome to your next life project!",sale,Fuentidueña de Tajo,False,https://www.idealista.com/inmueble/103368653/,-3.1557477,False,17,False,103368653,Madrid,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",False,40.1190827,{'title': 'Semi-detached house in Calle cañada'},6f398c2d-f912-4011-a02f-fa0bfbfa26fe,renew,nan,Calle cañada
False,chalet,False,False,230.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/03/7f/f6/1185859255.jpg,False,False,8,170000.0,739.0,nan,2,es,"Huspy presents a magnificent 230 m2 single-family home, with 8 bedrooms and two bathrooms. It is located in the urban area next to the viewpoint of the Castillo de la Orden de Santiago that gives its name to the fortress, very close to the Bullring and the Town Hall. The building is in perfect condition and ready to move into. Fuentidueña del Tajo is a town that belongs to Madrid located in the Las Vegas Region and in the historic area of Alcarria de Chinchón. The Tagus River runs through the town, creating a magnificent riverside landscape that invites you to take long walks in the shade of its willows, poplars, ash trees and tamarisk trees. It is 62km from the center of Madrid, taking less than 40 minutes to complete the journey on the A3. Upon entering the house we find a large living room with kitchen and a bedroom that enjoys hot/cold air conditioning. On this floor we also access a second bedroom, a full bathroom and the two cave rooms that maintain a cool temperature in the summer. Through its main staircase we can go down to the basement with another living room and service room or we can go up to the two upper floors. The first floor consists of 4 bedrooms, two of them very spacious, and a full bathroom. One floor above there is a large open-plan attic that gives access to a beautiful terrace with a gazebo and built-in barbecue. Within a very short distance from the house there are all kinds of services: supermarket, bars and restaurants, Public School, banks, etc. Well connected by the M-326 and M-831 roads and by bus with lines 350 A, 350B, 350C, 352, 353 and 355.",sale,Fuentidueña de Tajo,False,https://www.idealista.com/inmueble/103325848/,-3.1631826,False,11,False,103325848,Madrid,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",False,40.1204607,{'title': 'Semi-detached house in Barrio Iglesia De La'},075cb972-15f3-4ab6-a9c7-cd9907d1c733,good,nan,Barrio Iglesia De La
False,chalet,False,False,260.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7c/32/f4/1185868907.jpg,False,False,8,185000.0,712.0,nan,2,es,"Huspy presents a magnificent 230 m2 single-family home, with 8 bedrooms and two bathrooms. It is located in the urban area next to the viewpoint of the Castillo de la Orden de Santiago that gives its name to the fortress, very close to the Bullring and the Town Hall. The building is in perfect condition and ready to move into. Fuentidueña del Tajo is a town that belongs to Madrid located in the Las Vegas Region and in the historic area of Alcarria de Chinchón. The Tagus River runs through the town, creating a magnificent riverside landscape that invites you to take long walks in the shade of its willows, poplars, ash trees and tamarisk trees. It is 62km from the center of Madrid, taking less than 40 minutes to complete the journey on the A3. Upon entering the house we find a large living room with kitchen and a bedroom that enjoys hot/cold air conditioning. On this floor we also access a second bedroom, a full bathroom and the two cave rooms that maintain a cool temperature in the summer. Through its main staircase we can go down to the basement with another living room and service room or we can go up to the two upper floors. The first floor consists of 4 bedrooms, two of them very spacious, and a full bathroom. One floor above there is a large open-plan attic that gives access to a beautiful terrace with a gazebo and built-in barbecue. Within a very short distance from the house there are all kinds of services: supermarket, bars and restaurants, Public School, banks, etc. Well connected by the M-326 and M-831 roads and by bus with lines 350 A, 350B, 350C, 352, 353 and 355.",sale,Fuentidueña de Tajo,False,https://www.idealista.com/inmueble/103326279/,-3.1595628,False,17,False,103326279,Madrid,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",False,40.1206368,{'title': 'Detached house in Avenida de la paz'},4aa23f0e-ad71-426f-aed9-818efe047036,good,nan,Avenida de la paz
False,chalet,False,False,142.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b1/25/e8/1157425485.jpg,False,False,4,149000.0,1049.0,nan,2,es,"Mercaser Real Estate Group, Villa for sale in urb.Tres, 203, Fuentidueña De Tajo, Madrid. Housing in Fuentidueña de Tajo. Detached house on one floor distributed in living room, kitchen, 4 bedrooms, 2 bathrooms.It also has a surface parking lot and a building for storage and other storage areas.The rest of the unbuilt plot is intended for gardens, terraces and a swimming pool for private use. Located in the La Alarilla Urbanization, a quiet residential area, just 5 km from the urban center of the town, with very good communications via M-831 roads. Municipality that has all the basic services within its reach, with commercial offerings (large surfaces and necessary neighborhood stores) and education such as the Alarilla Public School, a variety of restaurant services and valued green areas in which to carry out outdoor activities. outdoors such as the Cañada Real Soriana Oriental Natural Route route. Housing for those who want to live in a quiet area very well connected and for those who seek to invest for rent with a very good profitability. All this, in addition, with excellent road transport communications. Writing expenses and taxes not included. We do not charge fees to the buyer. Fuentidueña de Tajo is a municipality in Madrid located in the Las Vegas region.With a population of nearly 2,000 inhabitants, it is a traditionally agricultural town, but in recent years the weight of construction has increased greatly along with the service sector.Local heritage highlights include the Clock Tower next to the Town Hall, the Plaza de la Constitución, the Torre de los Piquillos and the old castle of Santiago, the church of San Andrés Apóstol, the Alarilla hermitage, the Fuentidueña Bridge, the necropolis Visigoth and cave houses among others. Sociodemography Inhabitants: 1,936Number of households: 1,421Average age of people: 41 years% foreigners: 14%Average level of education: Secondary.",sale,Fuentidueña de Tajo,False,https://www.idealista.com/inmueble/102492598/,-3.1381545,False,26,False,102492598,Madrid,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",False,40.0896229,{'title': 'Detached house in Calle Tres'},60695881,good,nan,Calle Tres
False,chalet,False,False,142.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/94/1c/d3/1195515994.jpg,False,False,4,149000.0,1049.0,nan,2,es,"Housing in Fuentidueña de Tajo. Detached house on one floor distributed in living room, kitchen, 4 bedrooms, 2 bathrooms. It also has a surface parking lot and a building for storage and other storage areas. The rest of the unbuilt plot is intended for gardens, terraces and a swimming pool for private use. Located in the La Alarilla Urbanization, a quiet residential area, just 5 km from the urban center of the town, with very good communications via M-831 roads. Municipality that has all the basic services within its reach, with commercial offerings (large surfaces and necessary neighborhood stores) and education such as the Alarilla Public School, a variety of restaurant services and valued green areas in which to carry out outdoor activities. outdoors such as the Cañada Real Soriana Oriental Natural Route route. Housing for those who want to live in a quiet area very well connected and for those who seek to invest for rent with a very good profitability. All this, in addition, with excellent road transport communications. Request more information without any kind of commitment.",sale,Fuentidueña de Tajo,False,https://www.idealista.com/inmueble/103632224/,-3.1566067,True,26,False,103632224,Madrid,{'typology': 'chalet'},False,40.1218803,"{'title': 'House in A-3, 203'}",60695881,good,nan,"A-3, 203"
