bathrooms,province,size,hasPlan,topNewDevelopment,suggestedTexts,hasVideo,rooms,has360,exterior,hasStaging,numPhotos,externalReference,country,hasLift,price,propertyCode,latitude,showAddress,parkingSpace,operation,labels,description,newDevelopment,detailedType,status,priceByArea,url,newDevelopmentFinished,thumbnail,address,has3DTour,longitude,municipality,floor,propertyType,topPlus
3,Madrid,601.0,True,False,{'title': 'Detached house in Pablo Picasso'},True,3,True,nan,False,75,23595,es,nan,570000.0,103159329,40.6412685,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Singular Detached Villa with an approximate constructed area of 601 m² and surrounded by a spacious 927 m² plot. Distributed over three floors, with a modern and versatile architectural criterion, favoring maximum use of its numerous rooms, at different heights, with large horizontal windows and vertical windows throughout its perimeter, resulting in magnificent luminosity throughout. the day. The peculiarity of this property and its undeniable added value lies in its hybrid conception: it is a wonderful home (in loft style), but above all it is a magnificent work and creation space for an artist (sculptor, painter, photographer, architect... ); Furthermore, the construction was carried out with excellent materials and a solid metal structure that structures the building, achieving a perfect balance between functionality and comfort. All of this gives it a special level of habitability, making it quiet and cozy, and can be easily modified according to the needs or aesthetic tastes of the new owners. We provide a very complete photographic report, as well as various plans of the Property, where we can corroborate the interest of this ""special product"", its multiple layouts and in short: its many possibilities. Located in the municipality of Fuente el Saz de Jarama, close to the urban center, it has all kinds of services, both healthcare and educational, commercial (Mercadona just a hundred meters away) and a quick road connection with the capital; an idyllic place where you can reside comfortably throughout the year. IBI: 1322 euros Ford: 55 euros WE DO NOT CHARGE COMMISSIONS TO OUR BUYING CUSTOMERS.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",renew,948.0,https://www.idealista.com/inmueble/103159329/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f8/2e/01/1180245450.jpg,Pablo Picasso,True,-3.5096533,Fuente el Saz de Jarama,nan,chalet,False
2,Madrid,474.0,True,False,{'title': 'Detached house in Camino Viejo Del Casar'},True,5,False,nan,False,64,22-103,es,nan,1150000.0,99797884,40.6665454,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"[{'name': 'villaType', 'text': 'Villa'}]","FIRST LEVEL REAL ESTATE SELLS this spectacular farm of €7,000 meters with an independent villa of 474 square meters, located in a quiet area with wonderful views of the mountains and Madrid. The breadth of the plot allows you to have different areas of consolidated garden, plantations of fruit trees, vineyards, orchard area, free meadow, etc. The house is distributed on a main floor at ground level that consists of a spacious living room with fireplace, a large kitchen, 4 bedrooms (the main one with an en-suite bathroom) and 2 bathrooms. On the lower floor we find a huge multipurpose room, cellar and garage. It is an ideal location to be able to live in an exclusive environment, surrounded by nature and at a distance of 5 minutes from the municipality of Fuente El Saz, equipped with all services such as supermarkets, schools, medical center, etc... and 20-30 minutes from the capital, which allows it to be a habitual residence for people who work in Madrid. There are bus lines a few meters from the farm to communicate with nearby municipalities and access the capital. It is also equipped with an indoor pool attached to the house on the main floor, an old-fashioned construction oven and a legalized well for water consumption. In addition, at the entrance to the farm there is another independent construction used as a garage or storage for farm tools. Organize a visit with us to personally assess all the virtues of this wonderful property.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,2426.0,https://www.idealista.com/inmueble/99797884/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b3/6e/4b/1054890453.jpg,Camino VIEJO DEL CASAR,False,-3.4889907,Fuente el Saz de Jarama,nan,chalet,False
1,Madrid,164.0,False,False,"{'title': 'Detached house in Vereda del Chaparro, 12'}",True,2,False,nan,False,38,1833,es,nan,330000.0,103869047,40.6405807,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Incredible opportunity to acquire an independent villa in the quiet area of Fuente el Saz de Jarama. This property has easy parking and a large 748m2 plot, ideal for enjoying the outdoors. In addition, it has a shed for storage and a garage. With a single floor, this chalet offers a large living room, two bedrooms and a bathroom. Don't miss the opportunity to live in a quiet and comfortable environment. Come visit now!",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,2012.0,https://www.idealista.com/inmueble/103869047/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/07/aa/91/1202697856.jpg,"Vereda del Chaparro, 12",False,-3.5039581,Fuente el Saz de Jarama,nan,chalet,False
3,Madrid,298.0,True,False,{'title': 'Semi-detached house'},True,5,True,nan,False,39,W-02P3AJ,es,nan,477000.0,100664674,40.6289522,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Nice semi-detached villa in Fuente el Saz Engel and Völkers presents this beautiful semi-detached house with high quality materials and elements in the best area of Fuente el Saz del Jarama. Distributed in four spacious and comfortable floors which are accessed through a large staircase illuminated with natural light we find the following distribution. Main floor with large entrance hall, large living room, bathroom, kitchen with all amenities and direct access to the garden. On the first floor we have a large garage with capacity for up to three vehicles, boiler room and multipurpose space. On the second floor we have four bedrooms, one with en suite bathroom and another bathroom. On the top floor we have a fully open and equipped attic. On the outside we have a large patio with multiple possibilities and a large covered porch. The location is perfect as it is a corner villa with what has great light throughout the day. The interior carpentry is oak and the exterior has thermal bridge with automatic blinds and mosquito nets. It has pre-installation of air conditioning ducts. Fuente el Saz is a municipality located in the northeast of the Community of Madrid, with a population of about 6,000 inhabitants, is located just 30 km from Puerta del Sol. It borders with Algete, Valdetorres del Jarama and El Casar.  The municipality has three kindergartens, one public and two private and a public school for kindergarten, primary and secondary education. A few kilometers away we also have the Trinity College and the Sek. It is located in a natural environment, next to the Vega del Rio Jarama and the Sierra de Guadarrama. The main access roads are the A-1, the M-50, the R-2 and the M-111 that gives access to Barajas. It has a public transport service to Madrid-Plaza Castilla (bus 184 and 197). This magnificent location is ideal for those who want to enjoy an atmosphere of tranquility surrounded by a natural environment where you can enjoy different outdoor sports such as horse riding or golf. It also has an industrial area and a wide gastronomic offer.",False,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",good,1601.0,https://www.idealista.com/inmueble/100664674/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d9/d0/be/1193783812.jpg,Fuente el Saz de Jarama,False,-3.5124436,Fuente el Saz de Jarama,nan,chalet,False
6,Madrid,600.0,True,False,{'title': 'Detached house'},True,12,True,nan,False,102,W-02U69A,es,nan,890000.0,103369811,40.6609542,False,nan,sale,nan,"Spacious house in Fuente el Saz del Jarama Engel & Völkers presents this beautiful property. It has two entrances, parking for more than 5 cars, BBQ area, covered with a green area surrounded by grapes that will give you a unique atmosphere, elevated pool with a waterfall, from which you have access to a terrace where you can enjoy wonderful scenery and a relaxing atmosphere. A room for various uses (cinema, studies, meetings) a private studio apartment with kitchen, bathroom, bed, with air conditioning, hot water and heating. The property has a building with 3 kitchens, 5 bathrooms, 9 bedrooms, TV room, fireplace, individual heating, air conditioners. A gym, green area with a small terrace with pergola, fruit trees with irrigation system, electricity and a power plant to always have energy. A modern mobile home with 3 bedrooms, 2 bathrooms and kitchen. Jacuzzi. And for all those who today think of electric car, a quick charge charger for your vehicle. Unbeatable location, in a very quiet and clean environment, with all services at your fingertips, schools, kindergartens, restaurants, pharmacies, own town hall, health center, gas station, post office, supermarkets and others. Very well connected, just 30 minutes from Madrid center and with good access by road and bus line 197 with extensive schedules.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,1483.0,https://www.idealista.com/inmueble/103369811/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f1/39/42/1193861472.jpg,Fuente el Saz de Jarama,False,-3.5153178,Fuente el Saz de Jarama,nan,chalet,False
3,Madrid,429.0,True,False,{'title': 'Semi-detached house'},True,9,True,nan,False,46,W-02RC2P,es,nan,725000.0,100460728,40.6320613,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Great villa in Fuente el Saz main square Engel & Völkers presents this magnificent house located in the Plaza Mayor of Fuente el Saz. With 428 meters built on a plot of 488 square meters we have this magnificent house in the best possible situation. The main facade has direct access to the Plaza Mayor next to the Town Hall and we also have two accesses to the side street. The distribution is as follows: a spacious entrance hall, living room with fireplace and wooden beamed ceilings, two large bedrooms, bathroom, kitchen with utility room and garage. From the kitchen we access by a staircase to the beautiful cellar. On the ground floor there are two other multipurpose rooms. On the second floor we find six magnificent rooms with terrace and balcony and a bathroom. We go up to the terrace and attic studio through a comfortable wooden staircase. On the top floor we have a large terrace that borders the house with wonderful views of the main square, the church and the mountains. On the outside we have a large patio with fruit trees and multiple possibilities to be enjoyed. It has side exit to the street. Fuente el Saz is a municipality located in the northeast of the Community of Madrid, with a population of about 6,000 inhabitants, is very close to the city of Madrid and large municipalities such as Alcobendas and San Sebastian de los Reyes.  The municipality has public and private kindergartens, a public kindergarten, primary and secondary school. It also has a sports center and municipal swimming pool. A few kilometers away we also have several private and charter schools. It also has a health center and hypermarkets. It is located in a natural environment, next to the Vega del Rio Jarama and the Sierra de Guadarrama. The main access roads are the A-1, the M-50, the R-2 and the M-111 that gives access to Barajas. It has a public transport service to Madrid-Plaza Castilla (bus 184 and 197). This magnificent location is ideal for those who want to enjoy an atmosphere of tranquility surrounded by a natural environment where you can enjoy different outdoor sports such as horse riding or golf. It also has an industrial area and a wide gastronomic offer.",False,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",good,1690.0,https://www.idealista.com/inmueble/100460728/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1b/b6/ff/1193785518.jpg,Fuente el Saz de Jarama,False,-3.5111192,Fuente el Saz de Jarama,nan,chalet,False
3,Madrid,256.0,False,False,{'title': 'Detached house'},False,5,False,nan,False,39,W-02T3N0,es,nan,795000.0,102346667,40.6397025,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"[{'name': 'villaType', 'text': 'Villa'}]","Magnificent individual villa in Fuente el Saz Engel and Völkers presents this magnificent individual villa located in a private urbanization in one of the best areas of the municipality. On a flat piece of land of more than three thousand square meters we have a large house fully equipped and with multiple possibilities. In the outdoor area we find a beautiful and consolidated garden with natural grass, shrubs and various trees. Outdoor pool with built-in stairs for better access, dressing area, barbecue area with space for a summer dining room or multipurpose room. We also have an area for a cellar, for a large diesel tank and a magnificent tennis court of more than 500 m2. The garage and parking with capacity for up to 5 vehicles is also in the outdoor area. The house has a well for water use in the garden and pool. The magnificent house has 5 bedrooms, a double-height living room with a fireplace, a beautiful porch with large windows, a large fully equipped kitchen divided into two spaces. On the ground floor we have one of the bedrooms with an en-suite bathroom, the rest are on the first floor, which is accessed by a spacious wooden staircase. On the upper floor, the main room has an en-suite bathroom and we also have another bathroom that serves the rest of the rooms. All windows are double for greater insulation. Access to the house is through a private street with 24-hour security. Fuente el Saz is a municipality located in the Northeast of the Community of Madrid, with a population of about 6,000 inhabitants, it is very close to the city of Madrid and large municipalities such as Alcobendas and San Sebastián de los Reyes. The municipality has public and private nurseries, a public school for infant, primary and secondary education. It also has a sports center and municipal swimming pool. A few kilometers away we also have several concerted and private schools. It also has a health center and hypermarkets. It is located in a natural environment, next to the Vega del Rio Jarama and the Sierra de Guadarrama. The main access roads are the A-1, the M-50, the R-2 and the M-111 which gives access to Barajas. It has a Public Transport Service to Madrid- Plaza Castilla (bus 184 and 197). This magnificent location is ideal for those who want to enjoy an atmosphere of tranquility surrounded by a natural environment where they can enjoy different sports in the open air such as horse riding or golf. It also has an industrial area and a wide gastronomic offer.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,3105.0,https://www.idealista.com/inmueble/102346667/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/23/60/a3/1200107312.jpg,Fuente el Saz de Jarama,False,-3.5048578,Fuente el Saz de Jarama,nan,chalet,False
5,Madrid,394.0,False,False,"{'title': 'Detached house in Pino, 22'}",True,7,False,nan,False,57,nan,es,nan,588000.0,103815536,40.6316914,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"[{'name': 'villaType', 'text': 'Villa'}]","INCREDIBLE OPPORTUNITIES IN FUENTE EL SAZ Great opportunity to acquire this independent villa for sale, completely renovated and with luxury finishes. The house has three floors, including a basement, large bedrooms and a full bathroom with a shower and a spa jacuzzi. The space is perfect for events with family and friends. On the ground floor, you will find a furnished kitchen with large storage capacity, LED lights and access to the patio. In addition, a spacious living room with a cassette fireplace and an en-suite bedroom with a walk-in shower. On the upper floor, the bedrooms are spacious and bright, with built-in wardrobes, air conditioning and a private bathroom with a hydromassage bathtub. The exterior offers garden areas, a salt pool, tool shed and a fully enclosed wooden entrance porch. The property has maximum security, armored doors, bars throughout the house, automatic irrigation and exterior lighting. Located in a quiet town, with access to Madrid just 20 minutes away. No commission to the buyer. Don't miss this opportunity and count on our help with financing!",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,1492.0,https://www.idealista.com/inmueble/103815536/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/98/47/42/1201084679.jpg,"Pino, 22",False,-3.5175426,Fuente el Saz de Jarama,nan,chalet,False
3,Madrid,372.0,True,False,{'title': 'Detached house'},False,5,False,nan,False,18,W-02QNWA,es,nan,595000.0,99539855,40.6415941,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"[{'name': 'villaType', 'text': 'Villa'}]","Magnificent villa in Fuente el Saz del Jarama Engel and Völkers presents this magnificent villa in a private urbanization. It is a project for a newly built house, on one floor, located in the best urbanization in the area that guarantees total privacy and security as it is closed. The orientation is south and everything is designed to be done to suit the buyer. The surface of occupation would be 362.81 m2, of which we have 49.54 m2 of porch and 276.99m2 of usable area. The plot of 2.500m2 in which you will enjoy a dream garden as the distribution is designed to enjoy in its entirety in a visual way or enjoying each area always thinking of a comfortable and functional use as is the parking area, the pool and barbecue area, as well as the spectacular garden area. The distribution of rooms is: double bedroom suite type of 55.34m2 in total with fireplace, dressing room of large volume differentiated into 2 areas and a bathroom of 11.16 m2 giving the most private part of the house. In addition, we have 3 other rooms of which 2 are 20m2 and one of 16m2, with a shared bathroom of 10.88m2. Spacious entrance hall leading to one of the living room and kitchen with direct access to the garden and terrace. The living room, dining room, kitchen has 97,60m2. In addition, from inside you can enjoy the green areas as you will have a variety of trees that make this home something very special. You will also have a swimming pool, sports area or playground. The plot is flat and corner facing two streets which guarantees views and privacy. Fuente el Saz is a municipality located in the northeast of the Community of Madrid, with a population of about 6,000 inhabitants, is located just 30 km from Puerta del Sol. It borders with Algete, Valdetorres del Jarama and El Casar.  The municipality has three kindergartens, one public and two private and a public school for kindergarten, primary and secondary education. A few kilometers away we also have the Trinity College and the Sek. It is located in a natural environment, next to the Vega del Rio Jarama and the Sierra de Guadarrama. The main access roads are the A-1, the M-50, the R-2 and the M-111 that gives access to Barajas. It has a public transport service to Madrid-Plaza Castilla (bus 184 and 197). This magnificent location is ideal for those who want to enjoy an atmosphere of tranquility surrounded by a natural environment where you can enjoy different outdoor sports such as horse riding or golf. It also has an industrial area and a wide gastronomic offer.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,1599.0,https://www.idealista.com/inmueble/99539855/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/40/d2/85/1193784990.jpg,Fuente el Saz de Jarama,False,-3.5040084,Fuente el Saz de Jarama,nan,chalet,False
2,Madrid,470.0,False,False,{'title': 'Detached house'},False,5,False,nan,False,71,W-02QH97,es,nan,1150000.0,99203454,40.6423391,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"[{'name': 'villaType', 'text': 'Villa'}]","Spectacular country house in Fuente el Saz del Jarama Engel & Völkers presents this exclusive and spacious detached property. Rustic finca of almost seven thousand square meters with a construction of almost five hundred square meters. It has a heated pool for total enjoyment throughout the year. The house consists of a bright living room with fireplace, a large kitchen, entrance hall, five large bedrooms with fitted closets and heating. The master bedroom has an en suite bathroom and there is also another bathroom with shower. We have on the first floor a pantry area, multipurpose room and wine cellar. It also has a large terrace on the top floor from which we have wonderful views. It has a large oven for any celebration. The outdoor area has a lot of trees, vineyards, orchard and has endless possibilities due to its size. It has a private well with autonomy of drinking water with the corresponding approved controls. At the entrance to the property we have a garage for at least three vehicles, as well as another room for machinery storage. The situation of the house is perfect as it is located in a quiet area but close to the town of Fuente el Saz del Jarama where we find lots of stores and services such as school, parks, kindergartens, clinics, sports center, church, etc. The public transport stop is about two hundred meters from the property. Fuente el Saz is a municipality located in the northeast of the Community of Madrid, with a population of about 6,000 inhabitants, is very close to the city of Madrid and large municipalities such as Alcobendas and San Sebastian de los Reyes.  The municipality has public and private kindergartens, a public kindergarten, primary and secondary school. It also has a sports center and municipal swimming pool. A few kilometers away we also have several private and charter schools. It also has a health center and hypermarkets. It is located in a natural environment, next to the Vega del Rio Jarama and the Sierra de Guadarrama. The main access roads are the A-1, the M-50, the R-2 and the M-111 that gives access to Barajas. It has a public transport service to Madrid-Plaza Castilla (bus 184 and 197). This magnificent location is ideal for those who want to enjoy an atmosphere of tranquility surrounded by a natural environment where you can enjoy different outdoor sports such as horse riding or golf. It also has an industrial area and a wide gastronomic offer.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,2447.0,https://www.idealista.com/inmueble/99203454/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4c/07/a9/1174153391.jpg,Fuente el Saz de Jarama,False,-3.4995292,Fuente el Saz de Jarama,nan,chalet,False
