has360,propertyType,topNewDevelopment,hasPlan,size,thumbnail,has3DTour,hasVideo,rooms,exterior,price,priceByArea,bathrooms,country,description,operation,municipality,topPlus,url,longitude,showAddress,numPhotos,floor,hasLift,hasStaging,propertyCode,province,detailedType,newDevelopment,latitude,suggestedTexts,externalReference,status,parkingSpace,address
False,chalet,False,True,77.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/65/b3/29/1188880708.jpg,False,False,2,nan,215000.0,2792.0,2,es,"Great opportunity to live in a privileged environment and just 30 minutes from the center of Madrid. This home is located in Morata de Tajuña, a town full of history and green areas. Surrounded by countless routes and paths to walk along, enjoying the landscape next to the Vega del Tajuña and visiting the routes of the Battle of Jarama. It is a wonderful town house completely renovated and distributed as follows LOW LEVEL Where you will find the living room with air conditioning, an independent kitchen that is integrated into the living room with a large window and a bathroom with a shower and a hydromassage column. FIRST FLOOR On this floor is the rest area of the house. - The master bedroom, very spacious and bright, an open closet with the possibility of closing it if you wish and air conditioning. - A second bedroom with two windows that overlook the back of the house, where the patio is located - And a bathroom with a bathtub and towel radiator, which communicates independently with the two bedrooms YARD With about 130 square meters and where the covered parking area for two vehicles and a storage room is located. CAVE HOUSE The cave houses are one of the vestiges of the native popular architecture that Morata de Tajuña preserves and this property has one just below its patio, with access from the street behind the house. It has about 142 square meters, and although it is currently disused, it has possibilities to give it a new life. If you think that this house could be your future home, do not hesitate to contact me, I will be happy to provide you with all the information you request. In addition, we do not charge commission to the buyer and if you need advice with financing we can also help you.",sale,Morata de Tajuña,False,https://www.idealista.com/inmueble/103411589/,-3.4328013,False,37,nan,nan,False,103411589,Madrid,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",False,40.2333725,{'title': 'Detached house'},PR99558387A,good,nan,Morata de Tajuña
False,chalet,False,True,309.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0d/37/48/1126659800.jpg,False,False,6,nan,480000.0,1553.0,2,es,"ID-2513 MORATA DE TAJUÑA House divided into 3 floors. 1st floor: It has a large living room, 3 bedrooms, bathroom, separate kitchen. 2nd floor: It has 3 bedrooms, two of them with large terraces, bathroom. Basement: Living room, independent kitchen, patio and garage. Hot water and heating by Natural Gas. If you want to visit it, you just have to call me and I will organize a visit for you, or if you prefer you can send me an email or WhatsApp and I will contact you shortly. My name is Sonia.",sale,Morata de Tajuña,False,https://www.idealista.com/inmueble/101574243/,-3.433284,False,46,nan,nan,False,101574243,Madrid,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",False,40.2292993,{'title': 'Detached house in Carrera del medio dia'},ID-2513,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Carrera del medio dia
False,penthouse,False,False,61.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/78/99/0b/1193581699.jpg,False,False,1,True,125000.0,2049.0,1,es,"We present this cozy and bright apartment belonging to an urbanization that is located in the urban area of Morata de Tajuña, close to transport and services. It is a comfortable home in which the luminosity that floods all the rooms predominates. It also has a large garage space and a storage room that are included in the price. The urbanization has, among its common areas, a swimming pool and garden. It will be an excellent choice whether you are looking for a place to live or if you are looking to make a profitable real estate investment. The population of Morata de Tajuña is a municipality and Spanish town in the southeast of the Community of Madrid whose municipal area is located in the valley of the Tajuña River, and its population is 8,115 inhabitants.",sale,Morata de Tajuña,False,https://www.idealista.com/inmueble/103567201/,-3.4392578,False,17,2,True,False,103567201,Madrid,"{'typology': 'flat', 'subTypology': 'penthouse'}",False,40.2299022,{'title': 'Penthouse in Calle de la Iglesia'},3454-06838,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Calle de la Iglesia
False,chalet,False,False,74.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/55/f9/a9/1183029193.jpg,False,True,2,nan,150000.0,2027.0,1,es,"NEWLY RENOVATED HOUSING IN MORATA DE TAJUÑA! At Antilla Grupo Inmobiliario we present this wonderful opportunity to have your own home in a quiet and welcoming environment. This 74 m² home is distributed over two floors, giving you an intimate and functional space. On the ground floor, the cozy living room-kitchen becomes the heart of the home. This space has hot/cold air conditioning and hydro stove, providing a comfortable environment all year round. In addition, you will find a complete bathroom with natural ventilation, ensuring a fresh and well-ventilated environment. Going up to the upper floor, you will discover two charming bedrooms. One of them has a practical built-in wardrobe as well as extra space to maximize storage space. The other bedroom is also equipped with air conditioning, ensuring a peaceful night's sleep even on the hottest days. This town house has been completely renovated with current qualities, combining the charm of traditional style with modern comforts. It is the perfect place for those looking for the tranquility of Morata de Tajuña without giving up comfort. Don't miss the opportunity to turn this little house into your new home. Contact us today for more information and to schedule a visit to this wonderful home in Morata de Tajuña! The PVP does not include taxes, notary fees, registration fees, etc.",sale,Morata de Tajuña,False,https://www.idealista.com/inmueble/103241743/,-3.4364979,False,21,nan,nan,False,103241743,Madrid,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",False,40.2314309,{'title': 'Detached house in Almendro'},ANTMAD0778,good,nan,Almendro
False,chalet,False,False,158.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/34/68/8d/1195979300.jpg,False,False,3,nan,250000.0,1582.0,2,es,"Fantastic villa for sale in Morata de Tajuña. The house is distributed over two floors, the ground floor consists of a closed porch, garden, large living room, bathroom, kitchen and rear access to the patio with storage room. The first floor is distributed in 3 bedrooms, two of them with a terrace plus a full bathroom with two sinks. Fantastic views of the Morata de Tajuña plain. It is located in one of the quietest areas of the town while still being close to the center of the town. Great opportunity for lovers of tranquility and enjoying home as a family. For more information do not hesitate to contact us!",sale,Morata de Tajuña,False,https://www.idealista.com/inmueble/103647708/,-3.4316009,False,23,nan,nan,False,103647708,Madrid,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",False,40.2299042,{'title': 'Terraced house in Calle De La Soledad'},nan,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Calle DE LA SOLEDAD
False,chalet,False,False,286.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c4/4a/cb/1197628793.jpg,False,False,3,nan,355000.0,1241.0,3,es,"Great single-family house for sale in Morata de Tajuña. The house is distributed in a front patio and garage, large hall, toilet, large kitchen and large living room with terrace on the main floor. The second floor is distributed in 3 bedrooms, the main one with a bathroom and open dressing room and a full bathroom. It has a large basement with access to the garden with pool and has a separate room for a multitude of uses. The house has an unfinished attic but with many possibilities. It has diesel heating and pellet heating with installation done. The house is located in a very quiet area but close to the urban center and its services. Do not hesitate to contact us for more information and/or arrange a visit, do not miss the opportunity to live in the house of your dreams.",sale,Morata de Tajuña,False,https://www.idealista.com/inmueble/103704225/,-3.4285161,False,24,nan,nan,False,103704225,Madrid,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",False,40.2309096,{'title': 'Terraced house in Calle chirola'},nan,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Calle chirola
False,chalet,False,False,240.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e3/d4/28/1119888009.jpg,False,False,3,nan,395000.0,1646.0,3,es,"Fantastic Chalet. First Floor: - Kitchen with an island and top brand appliances with American fridge and Silestone. - Modern bathroom with shower in Microcement and glass tile. - Bedroom currently used as a study. - Large living-dining room on two levels with stainless steel fireplace and high ceilings Second floor: - Master bedroom with bathroom and dressing room with access to a private wooden garden of about 35m2 (with sink and steel countertop in one piece, barbecue and wood-burning oven ) with fantastic views. - Secondary bedroom with bathroom and access to a 35m2 private terrace with slate floors and spectacular views. Pool recently renovated 2 years ago, lined with top quality liner, with saline chlorinator and automatic PH pump, new beach area on two levels, made of top brand white stone, large format and suspended on plots and with waterfall water on wallAerothermal machine bought 2 years ago, underfloor heating and cold. Air conditioning in the living room and bedrooms on the Second floor Partially ventilated façade in bush hammered slate, exposed brick and mortar Gym room of 16 m2 on the Second independent floor with exterior exit in the pool area Sustainable house with installation of Solar Panels on the roof connected to the electrical system. 320m2 plot with about 100m2 on the ground floor, 65m2 on the second floor and a garage on the street level of about 100m2, where the aerothermal machine and the treatment plant are located.",sale,Morata de Tajuña,False,https://www.idealista.com/inmueble/101378921/,-3.4371497,False,26,nan,nan,False,101378921,Madrid,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",False,40.229523,{'title': 'Detached house'},nan,good,nan,Morata de Tajuña
False,duplex,False,False,112.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9c/8f/d9/1109920530.jpg,False,False,3,True,159800.0,1427.0,2,es,"Ref. 2301/10. We do not charge fees to the buyer. Direct deal with the property, total transparency. nice 112m duplex Its rooms are distributed over two floors: Through the ground floor there is access to a hall and a pantry. The house in its entirety is located on the upper floor; It consists of a living / dining room with access to a terrace where it can be furnished with a table and chairs for use and enjoyment, a fully equipped kitchen, two full bathrooms, and three attic bedrooms with fitted wardrobes. It has a / c in all rooms of the house. Natural gas heating. Storage room. Do not miss this opportunity to acquire a beautiful home in the emblematic town of Morata de Tajuña. you can enjoy a variety of quality cuisine. Greenway to practice sports in the middle of nature.",sale,Morata de Tajuña,False,https://www.idealista.com/inmueble/101096743/,-3.4358333,False,19,1,False,False,101096743,Madrid,"{'typology': 'flat', 'subTypology': 'duplex'}",False,40.2331343,{'title': 'Duplex in Cuesta de Arganda'},2301/10,good,nan,Cuesta de Arganda
False,chalet,False,False,120.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1d/cd/0d/1054002219.jpg,False,False,3,nan,89000.0,742.0,2,es,"Single-family home for sale with 3 bedrooms in the town of Morata de Tajuña, province of Madrid. Located in the central area of the town, this 120 m² second-hand home offers good connection by both public transport (bus line 1, 330), as well as private transport and easy access to the M-313 and M-302 roads. Its proximity to supermarkets, restaurants, a health center, pharmacies and the Town Hall 400 meters away make it a smart proposal. In an option to build a home. The house was built in 1972. It has an area of 120 m² and consists of a living-dining room, a fitted kitchen, 3 bedrooms, 2 bathrooms and 1 patio. It has a closed garage in the same building. With Solvia's services you will be able to find the home you need and secure your investment with the best of specialized advice. Get started right now by asking for more information. A person close to you will attend to you personally.",sale,Morata de Tajuña,False,https://www.idealista.com/inmueble/99767147/,-3.4327946,False,25,nan,nan,False,99767147,Madrid,{'typology': 'chalet'},False,40.2334185,{'title': 'House'},CG-05572-0001,good,nan,Morata de Tajuña
False,penthouse,False,False,100.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/90/ef/a9/1195782969.jpg,False,False,3,True,165000.0,1650.0,2,es,"Fantastic 105 m² penthouse located on the third floor on Calle MANUEL MAC-CROHON in Morata de Tajuña (Madrid). The house is distributed in a spacious and bright living-dining room, a fitted kitchen with a glazed terrace, two full bathrooms, 3 bedrooms and a large terrace with beautiful views. It does not need any reform as it is in immediate habitable conditions. In addition, it is located in the center of town, close to transportation services and close to restaurants, a pharmacy, and a bakery. Chance! Contact us for more information and/or to schedule a visit.",sale,Morata de Tajuña,False,https://www.idealista.com/inmueble/103641003/,-3.4365191,False,20,3,False,False,103641003,Madrid,"{'typology': 'flat', 'subTypology': 'penthouse'}",False,40.2277702,{'title': 'Penthouse in manuel mac-crohon'},nan,good,nan,manuel mac-crohon
