has360,propertyType,topNewDevelopment,hasPlan,size,thumbnail,has3DTour,hasVideo,rooms,exterior,price,priceByArea,labels,bathrooms,country,description,operation,municipality,topPlus,url,longitude,showAddress,numPhotos,floor,hasLift,hasStaging,propertyCode,province,detailedType,newDevelopmentFinished,newDevelopment,latitude,suggestedTexts,externalReference,status,parkingSpace,address
False,chalet,False,True,325.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/89/b0/d7/1161446778.jpg,True,True,5,nan,540000.0,1662.0,nan,5,es,"SEMI-DETACHED VILLA IN THE MIRAVAL URBANIZATION! Located in the exclusive area of the “Retamar” golf club, which we describe below. On the main floor, a spacious and bright living room with fireplace, measuring 43 m² with access to the porch and garden. The kitchen, equipped with high and low furniture and basic appliances. Connected to the laundry area and also with access to the porch. The toilet will serve the rooms on this floor. We access the semi-floor, where two bedrooms with built-in wardrobes await us, the main one, with an en-suite bathroom and a large dressing area. In addition, another bathroom, for the secondary bedroom. The attic, a space designed on two levels, with two bedrooms, one of them with an en-suite bathroom and whirlpool bathtub. And another bathroom with a shower tray. In the semi-basement, a bedroom, currently used as an office, and a bathroom with a bathtub. Already in the basement, a room used as a service bedroom, a large 38 m² garage with automatic doors, and a 40 m² multi-use room. Outside, a large plot of 950 m² that allows us to enjoy total anonymity and privacy as if it were an independent home, mostly equipped with natural grass, which includes a wonderful private pool, barbecue, and porch among many other details that you have to discover! . Alalpardo, is a quiet town located north of Madrid, it is perfectly connected to Madrid through various bus lines, access to the A-1 and the M-50. The area is characterized by its proximity to nurseries, parks and services. Don't miss it, you have to come visit it!",sale,Valdeolmos-Alalpardo,False,https://www.idealista.com/inmueble/102616324/,-3.468403,False,122,nan,nan,False,102616324,Madrid,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",nan,False,40.6151117,{'title': 'Semi-detached house in Avenida de la Paz'},1876,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Avenida de la Paz
True,chalet,False,True,270.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f9/3a/6b/1017581586.jpg,False,True,5,nan,469000.0,1737.0,nan,5,es,"NEGOTIABLE! iCS REAL ESTATE Sells opportunity in Miraval, House on a 750-meter plot, fully landscaped with automatic irrigation, barbecue, shower, private pool and community pool (without community costs), large 40-meter porch with views of the mountains. The house is distributed in 3 semi-flats. On the main floor we find the hall very illuminated with natural light, a living room with a fireplace of about 50 meters with access to the kitchen of about 20 meters, from the living room and the kitchen we have access to the rest of the house, to the garden, to the porch and the pool, renovated kitchen with central island and separate dining area. We also find a toilet and access via a 7-step staircase to the underground area where we find a large separate laundry room from the kitchen, or toilet, garage and storage room. On the first floor we find 2 bedrooms, one of them the main one of about 25 meters with a dressing room and a separate bathroom, there is also another bathroom for the other bedroom. On the upper half floor we find 1 full bathroom and three bedrooms, two of them gigantic of about 30 meters. All rooms with lots of natural light and views. External storage room independent from the house Better to see.",sale,Valdeolmos-Alalpardo,False,https://www.idealista.com/inmueble/98598021/,-3.4692158,False,48,nan,nan,False,98598021,Madrid,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",nan,False,40.6145014,{'title': 'Semi-detached house in Geminis'},nan,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",GEMINIS
False,countryHouse,False,True,125.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e8/ee/9c/1189731962.jpg,False,True,3,nan,210000.0,1680.0,nan,1,es,"TOWN HOUSE IN VALDEOLMOS! Located in the urban center of the town with the benefits that this entails It consists of a large hall as a living room. Very bright living room due to its large windows and with access to the master bedroom. Next, two other bedrooms with beautiful exposed wooden beams. The kitchen, provided with high and low furniture and basic appliances. The bathroom with a shower tray and screen, which will serve all rooms The exterior shows us a 20 m² rustic porch and a 65 m² plot, through which we reach the garage. This one, 23 m² with automatic door, and with access from the back street. Valdeolmos is a quiet town located north of Madrid, it is perfectly connected to Madrid through various bus lines, access to the A-1 and the M-50. The area is characterized by its proximity to nurseries, parks and services. Don't think twice and request a visit!",sale,Valdeolmos-Alalpardo,False,https://www.idealista.com/inmueble/103445489/,-3.4525118,False,47,nan,nan,False,103445489,Madrid,"{'typology': 'countryHouse', 'subTypology': 'casaDePueblo'}",nan,False,40.6379969,{'title': 'Village house in Calle de la Fragua'},4395,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Calle de la Fragua
True,chalet,False,True,207.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a3/86/3a/1168913996.jpg,False,False,3,nan,365000.0,1763.0,nan,2,es,"TOWNHOUSE IN VALDEOLMOS! We want to introduce you to this beautiful and well-kept chalet distributed over four floors and equipped with solar panels. We reach the main floor from the glass entrance. The hall shows us a spacious and bright living room with air conditioning and access to the backyard. This one, floored and with a roofed part. From it, we can access the common areas, such as the swimming pool, children's and sports area. The kitchen, provided with base furniture and basic appliances. A toilet with an exterior window, to serve the rooms on this floor. On the upper floor, three bedrooms, all with built-in wardrobes, and the main one with an en-suite bathroom. In addition to a bathroom with a bathtub, for the rest of the rooms The attic, isolated from the rest and open plan, measures 33 m² to enjoy as you see fit. Already in the basement, a room used as a machine room, and a large space with a large storage area currently used as a gym and workshop. In the paved front patio, there is the American garage with automatic door. Valdeolmos is a quiet town located north of Madrid, it is perfectly connected to Madrid through various bus lines, access to the A-1 and the M-50. The area is characterized by its proximity to nurseries, parks and services. Come and visit it!",sale,Valdeolmos-Alalpardo,False,https://www.idealista.com/inmueble/102835673/,-3.4500896,False,74,nan,nan,False,102835673,Madrid,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",nan,False,40.6391336,{'title': 'Terraced house in toros'},4370,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",toros
False,flat,False,False,90.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/83/3d/bf/1121107656.jpg,False,False,3,False,171000.0,1900.0,nan,2,es,"Housing in Valdeolmos Duplex-type apartment with aluminum exterior carpentry, veneered wood interior carpentry, parquet floors (except in the kitchen and bathroom, which are made of stoneware) and individual heating. It has a parking space and storage room. Building located in the northeast area of the municipality, in a residential environment, very well connected to the surrounding towns. Just 7 kilometers from Algete. It has good communications through the M-123 highway, the M-112 that connects with Fuente El Saz del Jarama and also has a bus service. Do not wait more! Contact us and we will inform you without any obligation.",sale,Valdeolmos-Alalpardo,False,https://www.idealista.com/inmueble/101411826/,-3.453752,True,20,1,False,False,101411826,Madrid,{'typology': 'flat'},nan,False,40.6400201,"{'title': 'Flat in Calle del Monte, 15'}",73056908,renew,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}","Calle del Monte, 15"
False,chalet,False,True,203.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7c/6e/95/1163681651.jpg,False,False,3,nan,292500.0,1441.0,nan,2,es,"TOWNHOUSE IN URB. “THE BANK OF VALDEOLMOS! We present to you, this future home with four floors of 204 m², distributed as follows The main floor consists of a hall, toilet, kitchen furnished with wall and base units and basic appliances, living room with large windows and a wardrobe. In addition to a 31 m² front land where the American garage and another rear garage are included, with access to the community pool. In the first, three bedrooms, all with built-in wardrobes, and the main one, with an en-suite bathroom. Even another bathroom, for the rest of the rooms The attic, enabled as a play area and access to a wonderful terrace. The basement, equipped with a storage room and cellar, or to enable it as we like best. PRICE WITH FINISHED ATTIC €312,500 Valdeolmos is a quiet town located north of Madrid, it is perfectly connected to Madrid through various bus lines, access to the A-1 and the M-50. The area is characterized by its proximity to nurseries, parks and services. Don't think twice and request information!",sale,Valdeolmos-Alalpardo,False,https://www.idealista.com/inmueble/102682686/,-3.4531644,True,10,nan,nan,False,102682686,Madrid,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",nan,False,40.6385042,{'title': 'Terraced house in Los Cerezos no number'},43250,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Los Cerezos no number
False,chalet,False,True,373.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5e/53/b9/1202010832.jpg,True,False,4,nan,535000.0,1434.0,nan,4,es,"Semi-Detached Villa for Sale Urb. Miraval, Valdeolmos - Alalpardo 4 bedrooms, 373 m2 LS1640 Miramadrid Real Estate sells Villa with a magnificent 1,324 m2 plot located in the exclusive Miraval Urbanization with a Private Golf Club. We begin our visit on the main floor, where we are welcomed by a spacious living room with lots of natural light. We access another space where we find a comfortable living room with a fireplace and large windows with beautiful views of the garden. The kitchen, fully furnished and with appliances, with access to the laundry room, ironing room and pantry area. Exit also to the magnificent porch, with barbecue and wood oven. The toilet will serve the rooms on this floor. We access the semi-floor, where 2 bedrooms with built-in wardrobes and a full bathroom await us. We continue our visit on the 2nd semi-floor where we find 2 more bedrooms, one of them a master suite also with a built-in wardrobe and a bathroom with a hydromassage shower. Another bedroom, with a space designed on two levels, very fun for the little ones in the house. On that floor we give way to an office area ideal for teleworking, where you can see the living room. Also, another bathroom for the secondary bedroom. From the basement, we access the large garage for 4 cars and storage space for tools and bikes.. . It is worth highlighting the house's majestic natural grass garden with fruit trees and orchard, saline water pool, children's area and barbecue area, the privacy of the plot, surrounded by consolidated vegetation. The entire house is equipped with solar panels, aerothermal underfloor heating, bathrooms with screens, double windows and doors, insulating aluminum blinds, mosquito nets, awnings on all windows and many more details. Alalpardo is a quiet town located north of Madrid, a few kilometers from Algete and is perfectly connected to Madrid through various bus lines, access to the A-1 and the M-50. The area is characterized by its proximity to nurseries, parks and services. Don't miss it, you have to come visit it!",sale,Valdeolmos-Alalpardo,False,https://www.idealista.com/inmueble/103845883/,-3.4678782,False,39,nan,nan,False,103845883,Madrid,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",nan,False,40.613832,{'title': 'Semi-detached house in Calle Géminis'},LS1640,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Calle Géminis
False,chalet,False,False,74.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1c/4d/98/1062299738.jpg,False,True,3,nan,269900.0,3647.0,nan,1,es,"74m2 town house and 103m2 warehouse on a 336m2 plot to REFORM. The house is located on a corner plot whose location in the town is exceptional. The property consists of two very different parts, on the one hand, the house and on the other, the warehouse that has also been used to keep cattle.In addition, the plot is completely flat and with a well. The house has three bedrooms, living room, kitchen and a bathroom.It is to be completely reformed but structurally it is in good condition and without leaks or humidity. The warehouse does need reform because part of the area for livestock has fallen off the roof. All this in Alalpardo, a town 30 minutes from the center of Madrid with all services, public and subsidized schools, swimming pool, sports areas, health center, house of culture, restaurants and surrounded by nature. Do not miss the opportunity to come visit it! And if you need a MORTGAGE, do not hesitate to contact us and without obligation our financial advisers endorsed by IEAF and approved by the Bank of Spain, will get you the best mortgage at the best price. This and more properties in Follow us on facebook: Molgar Real Estate Management Become a follower of our YouTube channel: Instagram: @molgarinmobiliaria.",sale,Valdeolmos-Alalpardo,False,https://www.idealista.com/inmueble/99955831/,-3.4730253,False,21,nan,nan,False,99955831,Madrid,{'typology': 'chalet'},nan,False,40.6288755,{'title': 'House in Calle de los Perales'},INV-8773,good,nan,Calle de los Perales
False,chalet,False,False,2500.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/dd/d0/cd/1150130528.jpg,False,False,4,nan,6363000.0,2545.0,"[{'name': 'luxuryType', 'text': 'Luxury'}]",7,es,"Extraordinary property in Valdeolmos: La Guapísima. Engel & Völkers presents this beautiful property in Valdeolmos-Alalpardo, 30 km from Madrid. The total surface of the land is 20.000 m2. It has a built property of 1,200 m2 of which half is destined to housing with 4 large bedrooms, 2 bedrooms en suite (possibility of locating several business models) and 600 m2 of restaurant.  In addition, the property has stables for 8-10 horses, a flamenco show, a magnificent 25x11 meters swimming pool, old subway cellars and an extraordinary bullring. The restaurant is perfectly equipped with bar, equipped kitchen, dining room and 5 toilets. It also has a large wood oven and fireplace. Ideal for organizing events, hotel, etc. The municipalities of Alalpardo and Valdeolmos are located in the spectacular protected natural environment of the Jarama basin and very close to the A-1. Ideal location for all those who wish to live in a quiet environment and want to enjoy outdoor sports, walks and the magnificent views of the valley and the Guadarrama mountain range. The municipality has two schools, one public bilingual and the other one ""Colegio ARULA"" of great prestige and magnificent municipal sports facilities. Very close to the center of town is the Retamares Golf Club for lovers of this sport. The architecture of Alalpardo is very neat and does not exceed two floors in the buildings, the rest of the village is made up of recently built and beautiful townhouses and detached villas of high quality and excellent views. It is a young town where the average age of the population does not exceed 40 years. Alalpardo is perfectly communicated with Madrid through various bus lines, quick access to the A-1 and the M-50. Very close to the business developments of Las Tablas, Ciudad de Telefónica and BBVA La Vela, and 15 minutes from Barajas airport.",sale,Valdeolmos-Alalpardo,False,https://www.idealista.com/inmueble/102266282/,-3.4539752,False,57,nan,nan,False,102266282,Madrid,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",nan,False,40.6399258,{'title': 'Detached house'},W-02SZPG,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Valdeolmos-Alalpardo
False,chalet,False,False,202.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/42/0b/19/1197904895.jpg,False,True,3,nan,319999.0,1584.0,nan,2,es,"NEW HOUSE INMOBILIARIA exclusively presents a fantastic villa in Valdeolmos. The house is distributed as follows: On the ground floor we find a hall that gives access to a large living-dining room and separate kitchen. It also has a garage, which has a full bathroom with a shower and a pantry. Upstairs we find a living-dining room with fireplace and access to the terrace, it has 3 bedrooms with built-in wardrobes and a complete bathroom with a bathtub. 90M2 patio with built-in pool and rest area. Located in Valdeolmos town, close to all services: health center, supermarket, bus stop, daycare, restaurant, etc. 100% FINANCING WE HAVE A FINANCIAL DEPARTMENT FOR ANY ADVICE OR CONSULTATION THAT MAY ARISE. BETTER VISIT! For more information or to arrange a visit, do not hesitate to contact us!",sale,Valdeolmos-Alalpardo,False,https://www.idealista.com/inmueble/103607368/,-3.4514731,False,78,nan,nan,False,103607368,Madrid,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",nan,False,40.6375427,{'title': 'Semi-detached house in Calle de la fuente'},nan,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",Calle de la fuente
