country,priceByArea,floor,newDevelopmentFinished,highlight,municipality,bathrooms,propertyCode,longitude,parkingSpace,externalReference,topNewDevelopment,hasVideo,showAddress,size,description,newDevelopment,suggestedTexts,propertyType,hasStaging,latitude,labels,address,topPlus,numPhotos,url,operation,hasPlan,has360,thumbnail,province,status,detailedType,exterior,hasLift,price,rooms,has3DTour
es,2475.0,nan,nan,nan,Alpedrete,4,103432152,-4.0318714,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",FP192725,False,True,False,343.0,"Incredible opportunity! We present to you this magnificent independent House / Chalet, recently built and less than two years old. Its optimal differential elements and high qualities make it a unique option on the market. With exclusive materials and an orientation to the sun that provides a lot of light, you will fall in love with this property from the first moment. Distributed over two floors plus a basement, it has all the amenities you can imagine. On the main floor, you will find a large entrance porch, a hallway, a large living room and a bright kitchen. In addition, it has an ironing room and a main bathroom. It also has a bedroom with an en-suite bathroom and dressing room, as well as a spiral staircase that will take you to the upper floor. On the upper floor, you will find two bedrooms with bathrooms, two dressing rooms and two terraces, ideal for relaxing and enjoying the views. In total, this property has four bedrooms and four bathrooms, ensuring more than enough space for the entire family. In the basement, you will find an English patio, underfloor heating and geothermal cooling, offering exceptional comfort in all seasons of the year. In addition, it has a prepared barbecue area, automatic irrigation and a concrete and insulating structure that guarantees maximum energy efficiency. It also has solar panels and an electric car charger installed. Without forgetting the outdoor areas, this property has a heated salt pool, a jacuzzi with jets and a sun area to enjoy the good weather. With a constructed area of 343 m² and useful areas of 340 m², this house offers more than enough space for all your needs. In addition, it has built-in wardrobes, a storage room and a garage space. Don't miss the opportunity to live in this wonderful property. Contact us now for more information!",False,{'title': 'Detached house in De Las Ciencias'},chalet,False,40.6639616,"[{'name': 'villaType', 'text': 'Villa'}]",De Las Ciencias,False,47,https://www.idealista.com/inmueble/103432152/,sale,True,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c2/f4/6a/1190973379.jpg,Madrid,good,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",nan,nan,849000.0,4,True
es,2231.0,nan,nan,nan,Alpedrete,3,102245756,-4.0454213,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",W-02SW95,False,False,False,334.0,"Luxurious dettached house in Alpedrete A combination of design and modernity defines this single-family house presented by Engel & Völkers next to the Sierra de Guadarrama in the municipality of Alpedrete. We are facing the purest and perfect symbiosis between the modern and the rustic, with class and elegance. House of 334 square metres with two differentiated houses and independent entrances.  In the main house, the large living room is striking, where the walls have been replaced by enormous windows, thus providing great natural light. From here, you have access to a second lounge-dining room with the kitchen built into it, which provides uniqueness and double functionality to this room. Open spaces connected to each other, but well differentiated by a distinguished furniture, where the elegant decoration turns every corner of this property into a lavish display of luxury and art.  On the other side of the house, there is a master bedroom with en-suite bathroom and direct access to the porch as well as a second bedroom with en-suite bathroom. Large windows surround the entire house where the green of the lawn is reflected and perfectly combined with the elegant and luxurious interior decoration, providing freshness and refinement. Great and very high construction quality outdoors and indoors, along with a high-quality decoration, turn this single-family house into a high-class place where you can live all year round  On the ground floor, there is a well-equipped one-bedroom apartment. A plot of 2100 square metres with football pitch, parking, swimming pool and gardens perfectly maintained complete the visit to this wonderful house. Alpedrete is a municipality belonging to the Community of Madrid, famous for its quarries, from which granite was extracted to build, among other monuments the Monasterio del Escorial, el Palacio de Oriente and El Valle de los Caídos. At the moment it has more than 14,500 registered inhabitants plus another 4,000 or so who live there without being registered yet. Alpedrete, together with its Los Negrales neighbourhood, has now become one of the most important places in the Community of Madrid for culture, outdoor activities and rest. Known for years for its ""renowned sillar stone quarries"", its main attraction is its proximity to the Sierra de Guadarrama National Park (it is considered the ""Gateway"" of the latter) and the city of Madrid, capital of Spain.",False,{'title': 'Detached house'},chalet,False,40.6552757,"[{'name': 'villaType', 'text': 'Villa'}]",Alpedrete,False,49,https://www.idealista.com/inmueble/102245756/,sale,True,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8c/ae/ef/1156695223.jpg,Madrid,good,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",nan,nan,745000.0,3,True
es,1542.0,nan,nan,nan,Alpedrete,6,100312865,-4.0367936,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",W-02NGWH,False,False,False,778.0,"Magnificent villa in the mountains of Madrid Detached villa in the most exclusive urbanization of Alpedrete, southeast facing, on four floors and with elevator. It has an elegant entrance hall, a large living, dining room, a spacious kitchen with breakfast area and bar. Underfloor heating in porcelain tile. Master bedroom with en suite bathroom on the first floor, service area with bedroom and bathroom. All windows are PVC and Climalit, with electric shutters, all overlooking the garden. The kitchen is connected to a large porch that in summer can be used as a dining area overlooking a wonderful garden, enjoying the enviable temperature of the mountain. The garden is flat, with automatic irrigation, natural grass, wooded with oaks, pines, cypresses, palm trees and fruit trees.  The swimming pool is of salt water and has a counter-current swimming system, surrounded by a nice wooden deck. Climbing the interior walnut stairs, we find four bright bedrooms with fitted closets, dressing room and terrace, and three bathrooms, one with whirlpool tub. Upstairs there is an attic with generous space for office, TV room and video games. In the basement we have a tool room and garage for 4 or 5 cars, with electric gate, heating machines and elevator, a beautiful cellar with bar and living room. The exterior of the villa, built in concrete, is lined on the first floor of Porriño stone, drainage of elimination of moisture, and the roof is black slate, with stainless steel gutters. The timeless architecture and design of this very elegant villa make this property a true dream home. The Mataespesa urbanization is the most exclusive in Alpedrete. It has a guardhouse (a few meters away) and 24 hour surveillance. Surrounded by green areas and natural areas in the foothills of the mountains, very close to the village, you can walk everywhere. In the urbanization there is the prestigious British Montessori School for children aged 1 to 18 years. Alpedrete has a health center, RENFE suburban train station (400 meters), transport bus network within the mountains and to Madrid. It has several public schools, restaurants and cafes, post office, stores, supermarkets, banks and sports facilities, private and municipal. It is located within a 5 minutes drive from the A-6, Colado Villalba and the General Hospital, 20 minutes from Navacerrada and the ski resort. For those who enjoy the mountain climate, outdoor sports such as hiking, horseback riding, cycling, skiing, motocross, nature and breathing fresh air, the northwestern mountains of Madrid is the ideal place that also offers a wide history and gastronomic offer.",False,{'title': 'Detached house'},chalet,False,40.6617647,"[{'name': 'villaType', 'text': 'Villa'}]",Alpedrete,False,48,https://www.idealista.com/inmueble/100312865/,sale,True,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/81/fd/5c/1195610053.jpg,Madrid,good,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",nan,nan,1200000.0,6,True
es,1528.0,nan,nan,nan,Alpedrete,3,102750955,-4.0419382,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",3367-04317,False,True,False,301.0,"Detached chalet in the Sierra de Alpedrete, a unique opportunity to enjoy life in nature without giving up the comforts of the city. With a high quality construction in stone, wood and ceramics. This property has an excellent location, with multiple exit routes to the A-6 in less than 10 minutes and excellent connectivity through public transport. In addition, you can walk to the health center, restaurants, parks and daycare centers in the area. Ideal for those who want to combine life in the mountains with proximity to the city. The house has two access points, a large living room with fluid distribution, a full kitchen, two bedrooms (one of them en suite) and two full bathrooms. On the ground floor, you will find a large hall, two bedrooms, a large office, a bathroom and two small rooms currently used as a cellar and wardrobe. The chalet also has a large, well-kept garden, with multiple amenities such as a mobile pergola, barbecue area, table, benches and storage sheds. The property is in excellent general condition, with the possibility of updating and a promising investment. Don't miss the opportunity to live in one of the most picturesque places in Madrid, surrounded by nature and with all the comforts. Community fees: €49. IBI: €1,097. 301 m² built, 228 m² useful, plot of 1,777 m², 5 bedrooms, 3 bathrooms, terrace, balcony, storage rooms and garage.",False,{'title': 'Detached house in Avenida Jara'},chalet,True,40.6613455,nan,Avenida Jara,False,37,https://www.idealista.com/inmueble/102750955/,sale,True,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9b/11/7b/1169422625.jpg,Madrid,good,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",nan,nan,460000.0,5,False
es,1333.0,nan,nan,nan,Alpedrete,2,100300684,-4.0246596,nan,MJ120079,False,False,True,195.0,"Grupo Avanza is pleased to offer for sale or for rent this fabulous two-story villa, built on a 150-meter plot, plus another 76-meter plot. Each of the plots has its cadastral reference, but they are not sold separately. The main plot has a construction of two floors and 134 meters; The ground floor currently has a bar/restaurant license and the upper floor is for residential use or housing. The other plot has a 67-meter building that is currently in a demolished state and was used as a warehouse. The entire complex is very centrally located, with all services one step away and excellent communication. Infinite possibilities, both to build a single-family home, as apartments or as a bar-restaurant. Be sure to call us, we will be happy to provide you with more information and arrange a visit.",False,"{'title': 'Terraced house in pozuela, 8'}",chalet,False,40.6594443,nan,"pozuela, 8",False,27,https://www.idealista.com/inmueble/100300684/,sale,True,True,https://img3.idealista.com/blur/WEB_LISTING/90/id.pro.es.image.master/93/0e/af/1076976379.jpg,Madrid,renew,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",nan,nan,260000.0,3,False
es,1386.0,nan,nan,nan,Alpedrete,4,102495016,-4.022641,nan,160065,False,True,False,267.0,"WE DO NOT CHARGE COMMISSION TO BUYERS House / Semi-detached house for sale with a privileged location near the urban center and with easy access to public transport (bus and train). This property is located in a very quiet area, ideal for those looking for peace and tranquility. The house has two floors and has a paved garden with space for a car, as well as a large shed-storage room. Upon entering, we find a glass hall that welcomes us. The living room is spacious and sunny, with a fireplace that gives it a cozy touch. From the living room, you can access the rear garden. The kitchen is spacious, furnished and comfortable, ideal for those who enjoy cooking. It also has a laundry room. On the ground floor, we find a bedroom with a full bathroom, perfect for guests or for those who prefer to have their room on this floor. On the upper floor, we find two bright and spacious bedrooms, one of them with access to a large terrace with views. There is also a full bathroom on this floor. In addition, the property has a third bedroom suite with an open terrace. The en-suite bathroom is spacious and complete, with a window that allows natural light to enter. The chalet has a top quality wood-colored PVC enclosure, which gives it beauty and spaciousness. Without a doubt, it is a property worth visiting. For more information, please contact Esmeralda. Main features: - Built area: 267 m² - Useful area: 172 m² - 4 bedrooms - 4 bathrooms - Terrace - balcony - Second hand/Good condition - Built-in wardrobes - Storage room - Year of construction: 1992 - Plot: 95 m² COME SEE IT YOU WILL LOVE IT EMERALD.",False,{'title': 'Semi-detached house in Calle Mediterraneo'},chalet,False,40.6662195,nan,Calle MEDITERRANEO,False,58,https://www.idealista.com/inmueble/102495016/,sale,True,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/da/a0/09/1157740488.jpg,Madrid,good,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",nan,nan,370000.0,4,False
es,1744.0,nan,nan,{'groupDescription': 'Highlight'},Alpedrete,5,103776632,-4.0394919,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",nan,False,True,False,324.0,"CAPITAL HOME ALPEDRETE SELLS FANTASTIC INDEPENDENT VILLA, IN THE BERROCALES URBANIZATION, AT THE CLOSEST ENTRANCE TO THE TOWN, WITH A PLOT AREA OF 1000m2 WITH SWIMMING POOL, IN WHICH A 324m2 CONSTRUCTION HAS BEEN BUILT WITH SOLAR PANELS, DISTRIBUTED OVER TWO FLOORS. The house is divided into two floors, each of 145m2, as a whole, it consists of a hall, full kitchen, living room, three bedrooms on the upper floor, with two full bathrooms, one of them en suite, passage area or office and on the ground floor we find a living room, two full bedrooms with en-suite bathrooms, an office and a garage area with a toilet. IT IS DISTRIBUTED AS FOLLOWS; Firstly, we access the interior from a large terrace facing south-east, ideal for living with family, friends or creating a glassed-in space for winter.Next, we find the hall that leads on the left to the complete kitchen, with a lot of storage space, where a furniture distribution could be planned and a daily dining room could be arranged in it. Next, the living-dining room, with magnificent natural light and ideal windows, a very large one has been arranged next to the hall to generate even more natural light.We have a fireplace and dimensions of 35m2, where we can differentiate the dining area from the rest area and an opening has been made in the wall adjacent to a rear room so that the light penetrates between the rooms. Secondly, we move to the rest area, formed through a side hallway to the living room, where we find two bedrooms with built-in wardrobes and north-west orientation, a complete bathroom with a hydromassage bathtub and a window to the outside that supplies the rooms. previously mentioned and the suite, with a full bathroom and a large built-in wardrobe. Finally, we move to the lower floor of the house, previously accessing it from stairs that connect with the living room on the upper floor and lead to an open space that can be used as a summer room, games area or office.In addition, on this floor there are two complete suites with a bathroom, built-in wardrobes and exterior windows, as well as a small room ideal for use as an office. We also have the garage area, where we located a guest toilet with capacity for a large vehicle and direct access to the garden. REGARDING THE MAIN CHARACTERISTICS OF THE HOUSING; We have in the garden area a garage with capacity for two vehicles, a completely updated exterior electrical system, a swimming pool with a Poseidon brand salt chlorination purifier, solar shower, changed gutters, solar panels and a fenced area at the back of the house, that can be adapted to the buyer's taste. Of the house we find exterior carpentry made of vinyl vinyl in wood, tilt and turn, in addition to double exterior carpentry in several rooms, the interior made of wood and the exterior made of aluminum, interior carpentry of pine wood, recently changed porcelain floors in gray tones, newly painted walls. smoothed and painted, fully operational fireplace, completely renovated electrical system, with independent electrical panel for the solar panel system. The urbanization has a Social Club, where you can purchase a share and have common areas such as a restaurant, paddle tennis court, tennis, basketball, two swimming pools and a social area. As for services, thanks to its location, we have the entrance to the town less than 2 minutes by car, where the bus stop is located with the Cercanías Renfe lines with line C8 and the A-6 highway crossing the urbanization less than 5 minutes away.",False,{'title': 'Detached house in Calle nardos'},chalet,False,40.6587411,"[{'name': 'bright', 'text': 'Bright'}, {'name': 'villaType', 'text': 'Villa'}]",Calle nardos,False,54,https://www.idealista.com/inmueble/103776632/,sale,True,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/19/3b/e7/1199909002.jpg,Madrid,good,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",nan,nan,564900.0,5,True
es,1598.0,nan,nan,nan,Alpedrete,3,100773934,-4.0260081,nan,nan,False,False,False,275.0,"We must highlight its unbeatable location, very quiet area, with all the services close to the property. A few meters from supermarkets, close to a school, shopping centers, Renfe, with a convenient Ap6 exit. Semi-detached house, in perfect condition, three floors. On the ground floor, it is distributed in a large hall, a dining room of approx. 35m2, an office room, a large furnished kitchen and a complete bathroom. First floor; It has a distributor, four bedrooms, two full bathrooms, and a fantastic dressing room. Second floor: Diaphanous attic room with fireplace of more than 40m2 approx, with access to a solarium terrace, fully glazed with wonderful views and very sunny. It has a patio of more than three hundred meters approx. aluminum windows with climalit, natural gas heating.",False,{'title': 'Semi-detached house in Diagonal'},chalet,False,40.642911,nan,Diagonal,False,45,https://www.idealista.com/inmueble/100773934/,sale,True,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3a/00/f5/1105590100.jpg,Madrid,good,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",nan,nan,439500.0,4,False
es,2517.0,nan,nan,nan,Alpedrete,3,103748850,-4.0198329,nan,1445,False,True,False,151.0,"Detached Villa for sale in Alpedrete, with 151 m², 5 rooms and 3 bathrooms and Swimming pool.",False,{'title': 'Semi-detached house in Calle de la Pedriza'},chalet,False,40.6395718,nan,Calle de la Pedriza,False,40,https://www.idealista.com/inmueble/103748850/,sale,True,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/35/16/4b/1198961386.jpg,Madrid,good,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",nan,nan,380000.0,5,False
es,2050.0,nan,nan,nan,Alpedrete,4,101519362,-4.0168696,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",W-02SBS0,False,True,False,261.0,"Great opportunity in Alpedrete This spacious villa is located in the exclusive Valdencina urbanization, approximately 1 km from the center of Alpedrete, it was built in 1981, it is bright, fresh, ideal for summer vacations and weekends or to move all year. With a constructed area of approximately 261 m2 on a wonderful flat plot of 1,592 m2, has a beautiful garden consolidated with automatic irrigation, a variety of trees, a legalized well, large pool and tennis court for the most sporty. Before entering the house we have a comfortable terrace overlooking the garden and swimming pool, then an entrance hall connected on one side to a wide living room and dining room with fireplace and on the other side a large living room with which you could used as a bedroom with bathroom en suite. At the end of the corridor, we find a fully equipped kitchen with access to a small balcony and a room. An open staircase leading to the level superior, with 4 cozy bedrooms each with a terrace with beautiful clear views and fitted wardrobes. The house has a basement with game room and multipurpose room and garage for 2 cars. A consolidated garden with beautiful trees, automatic irrigation and a well legalized, a beautiful pool with Gres porcelain cladding Alpedrete is a municipality belonging to the Community of Madrid, famous for its quarries, from which granite was extracted to build, among others, monuments such as the Monastery of El Escorial, the Palace of the Orient and the Valley of the Fallen.  It currently has more than 14,500 registered inhabitants plus approximately 4,000 more who live there seasonally. Alpedrete has become one of the most important towns in the Community of Madrid in terms of culture, outdoor activities and relaxation. Known for years for its renowned ashlar stone quarries, its main attraction is its proximity to the Sierra de Guadarrama National Park, being considered as ""the eastern gateway"". The urbanization of Valdencina is highly appreciated for the large size of its plots and the proximity to both the urban center and the accessibility to the A6 and the Navacerrada road. The regional hospital is very close.",False,{'title': 'Detached house'},chalet,True,40.6559054,"[{'name': 'villaType', 'text': 'Villa'}]",Alpedrete,False,34,https://www.idealista.com/inmueble/101519362/,sale,False,True,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/20/cf/de/1199581674.jpg,Madrid,renew,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",nan,nan,535000.0,5,False
