bathrooms,province,size,hasPlan,topNewDevelopment,suggestedTexts,hasVideo,rooms,has360,exterior,hasStaging,numPhotos,externalReference,country,hasLift,price,propertyCode,latitude,showAddress,parkingSpace,operation,labels,description,newDevelopment,detailedType,status,priceByArea,url,thumbnail,address,has3DTour,longitude,district,municipality,floor,propertyType,topPlus
4,Madrid,446.0,True,False,"{'subtitle': 'Dehesa - El Soto, Collado Villalba', 'title': 'Detached house in Matalpino'}",True,4,False,nan,False,58,FP189248,es,nan,999000.0,102654329,40.6382583,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"[{'name': 'villaType', 'text': 'Villa'}]","Great opportunity! Detached house/chalet for sale in Collado Villalba. This unique home borders three streets and is located in one of the best areas of the town. With four bedrooms, two bathrooms and a toilet, this property offers all the space you need for your family. The spacious living room has access to a porch and a garden, perfect for enjoying the outdoors. In addition, it has a dining room and a kitchen with a service area. The basement offers parking for several cars, a cellar, a games area and a bar. The construction with thick stone walls gives it a unique charm, and its multiple possibilities will allow you to adapt it to your needs. In addition, it has two independent plots, a fireplace in the living room, a porch with views, great natural light and a fully maintained garden. It also has three own wells, a cistern, a barbecue, a pond with a waterfall and a swimming pool. Its location is ideal, close to schools, shopping centers, banks and a wide range of leisure and dining options. Do not miss this opportunity! The property has a constructed area of 446 m² and useful area of 283 m², with 4 bedrooms and 4 bathrooms. It also has a terrace, balcony, built-in wardrobes, storage room and garage space. Year of construction: 1962. Plot of 2,989 m². Second hand/To be renovated.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",renew,2240.0,https://www.idealista.com/inmueble/102654329/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/31/e4/01/1166250509.jpg,Matalpino,True,-3.998692,Dehesa - El Soto,Collado Villalba,nan,chalet,False
2,Madrid,97.0,True,False,"{'subtitle': 'Los Valles, Collado Villalba', 'title': 'Flat in Calle jazmines'}",True,2,False,True,False,38,CA185539,es,True,255000.0,101289203,40.6400542,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Gilmar sells exclusive ground floor with garden ready to move into, very quiet and spacious, with garage, storage room and pool. Located in the best area of Villalba, surrounded by new developments, just 3 minutes walk from ALDI, 700 meters from Los Valles shopping center, 5 minutes walk from the bus stop that takes you to Madrid and just 4 minutes by car from the Villalba Hospital. It has a large living room with access to the terrace, with two bedrooms and two bathrooms, one of them inside the master bedroom. All Climalit windows with thermal break are oriented towards the outside, white lacquered doors, the floors are made of herringbone-shaped wood, smooth paint, alarm, complying with both acoustic and thermal insulation regulations as it is recently built. The kitchen is independent with access to a large terrace as can be seen in the photos. There are large built-in wardrobes in the bedrooms. The urbanization has a private pool facing south, a children's play area, and a solarium area for sunbathing with grass. If you are interested in this house, do not hesitate to contact us, we will gladly assist you, we will explain in detail all the information you need and if you wish you can visit it without obligation. WE DO NOT CHARGE BUYER FEES! AND WE GET THE MAXIMUM FINANCING WITH THE BEST CONDITIONS AT NO COST TO THE BUYER! IF YOU WANT TO SELL YOUR HOUSE… CALL US. At GILMAR we work to offer our clients the best properties, with specialized teams in each area to provide them with the best option for their needs, with all the excellence and taking maximum care of the details. In more than 35 years of activity, Gilmar has managed to reach a privileged space within the high standing Real Estate Sector. We cover all real estate needs: homes, offices, commercial premises, plots, rustic land, land to build. Our clients have the necessary advice from the beginning, to guarantee their security, legal effectiveness and the best financial-fiscal profitability. Great opportunity to get your home tailored to your dreams. Houses in Torrelodones, houses in Villalba, houses in Alpedrete, houses in Moralzarzal, houses in Becerril, houses in Navacerrada, houses in Guadarrama, houses in Los Molinos, houses in El Escorial, houses in Cercedilla, houses in Galapagar, houses in the Sierra, buy a house, buy a flat, buy a house, buy a chalet, buy an attic.",False,{'typology': 'flat'},good,2629.0,https://www.idealista.com/inmueble/101289203/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/82/eb/86/1117272037.jpg,Calle jazmines,True,-4.0104477,Los Valles,Collado Villalba,bj,flat,False
2,Madrid,164.0,True,False,"{'subtitle': 'Los Negrales, Collado Villalba', 'title': 'Detached house in Maestro Acevedo'}",True,5,False,nan,False,28,FP191982,es,nan,598000.0,103295297,40.6342461,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Detached villa for sale in Collado Villalba, located in the Los Negrales area. This property has a well and a swimming pool (to be updated) to enjoy moments of relaxation and fun with the family. In addition, it has a garage to park your vehicles comfortably and safely. The property is distributed in two floors. On the ground floor, you will find a bright living room, a bedroom, a bathroom and a kitchen, ideal for preparing delicious meals. On the first floor, there are 5 bedrooms and a bathroom, perfect to accommodate the whole family. In addition, it has an open-plan attic, ideal for adapting it to your needs. This chalet stands out for its half-meter stone walls, which give it a special charm. In addition, it has excellent communications and is close to banks and supermarkets, providing you with comfort in your daily life. The house has a constructed area of 164 m² and a useful area of 160 m². It has 5 bedrooms and 4 bathrooms, so that all family members have their own space. In addition, it has a terrace and a balcony, perfect for enjoying the outdoors. It is second-hand, but is in good condition. It also has a storage room, so you can store your belongings in an organized manner. In addition, it has an 822 m² plot, where you can enjoy outdoor moments and do outdoor activities. Don't miss the opportunity to acquire this independent villa in Collado Villalba! Call now for more information.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,3646.0,https://www.idealista.com/inmueble/103295297/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/af/7e/f7/1187950425.jpg,Maestro Acevedo,True,-4.022929,Los Negrales,Collado Villalba,nan,chalet,False
6,Madrid,361.0,True,False,"{'subtitle': 'Fontenebro - Altavista, Collado Villalba', 'title': 'Detached house in Portillo de la Mina'}",True,8,False,nan,False,43,FP191698,es,nan,1300000.0,103177651,40.6510139,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"[{'name': 'villaType', 'text': 'Villa'}]","Magnificent independent villa for sale in the exclusive urbanization ""Dominio de Fontenebro"" in Collado Villalba. This impressive property has 24-hour security, a social club, restaurants and spectacular views of the Sierra de Madrid. The house is distributed over three floors and has eight bedrooms and six bathrooms. Its reinforced concrete structure and foundation guarantee a solid and durable construction. The Tyrolean plaster façade and the tile roof give it a special charm. On the ground floor, we find a large hall, a cozy living room with fireplace, an office, a fully equipped kitchen, an outdoor dining room, a glazed porch, a laundry area and a service bedroom with a bathroom. Marble floors provide elegance and distinction. In the opposite wing of the house, there are three bedrooms, one of them with an en-suite bathroom, and an additional bathroom. The spiral staircase located in the living room stands out. On the first floor, there is another large living room, three bedrooms, one of them with an en-suite bathroom, and a terrace with panoramic views. In addition, the property has a tennis court and a barbecue area. The plot has an area of 3,900 square meters and has optimal differential elements, such as a well on the property and several terraces. In addition, it has access to two streets. The house has a constructed area of 361 square meters and useful area of 196 square meters. It has eight bedrooms, six bathrooms, terrace, balcony, built-in wardrobes, storage room and garage. It was built in 1974. Don't miss the opportunity to acquire this incredible property.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,3601.0,https://www.idealista.com/inmueble/103177651/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/65/be/d5/1186617935.jpg,Portillo de la Mina,True,-3.9697988,Fontenebro - Altavista,Collado Villalba,nan,chalet,False
1,Madrid,56.0,True,False,"{'subtitle': 'Villalba Estación, Collado Villalba', 'title': 'Flat in Federico García Lorca'}",True,1,False,False,False,15,FP192433,es,True,165000.0,103322536,40.6281465,False,nan,sale,nan,"Incredible purchasing opportunity! We put at your disposal this wonderful apartment for sale in Collado Villalba. Located in the prestigious ""Par-Cor-Plaza"" building, this property has everything you need to enjoy a comfortable and quiet life. With a perfect distribution, this apartment offers a spacious bedroom, a cozy living room and a fully equipped independent kitchen. In addition, it has a full bathroom and a practical closet at the entrance. The property has heating by electric accumulators and a hot/cold pump, so you can enjoy an ideal temperature at any time of the year. The oak doors and wooden floors give a touch of elegance and warmth to each space. The location is unbeatable, with nearby services such as supermarkets, banks, shops and much more, right at your doorstep. In addition, the RENFE station is less than 100 meters away and the bus station is less than 50 meters away, which will allow you to move comfortably and quickly. With a constructed area of 56 m² and useful areas of 56 m², this apartment is perfect for couples or people looking for their first home. In addition, it has built-in wardrobes, air conditioning and is in good condition. Don't miss the opportunity to acquire this fantastic apartment in one of the best areas of Collado Villalba. Contact us right now and schedule a visit!",False,{'typology': 'flat'},good,2946.0,https://www.idealista.com/inmueble/103322536/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/73/a2/9a/1188906928.jpg,Federico García Lorca,True,-4.0062923,Villalba Estación,Collado Villalba,3,flat,False
5,Madrid,326.0,True,False,"{'subtitle': 'Dehesa - El Soto, Collado Villalba', 'title': 'Detached house'}",True,5,False,nan,False,59,05019,es,nan,730000.0,102794239,40.6403899,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"INCORPORATE HAPPINESS INTO YOUR LIFE, KNOW THE DETAILS THAT WILL CONQUER YOU. Great and representative independent house in Collado Villalba of 295m2 built and 447m2 of plot according to cadastre, in construction project 340.49m2 built, with garden, barbecue and porch. •THIS PROPERTY IS SPECIAL BECAUSE of its luxury qualities, top quality materials and excellent location in the center of Villalba town, capital of the Sierra de Madrid.Central and quiet street, with bus service to Moncloa or Plaza de Castilla a three-minute walk away, your perfect place to enjoy great walks with the family through the municipal pasture and very close to the sports center and swimming pool.A house that allows you to be in an unbeatable situation, without losing the peace and disconnection that you so deserve. •IT IS IMPORTANT TO KNOW THAT it is in a very good state of conservation.To enter to live.Built in 2006.Very bright house.Underfloor heating with 1,500 liter diesel tank.Piped music. •HOUSING DISTRIBUTION The ground floor consists of a large hall, from where we can access the different rooms of this wonderful floor.Living room with access to the garden terrace, separate kitchen with office and peninsula with granite countertops.Ironing room with access to the back of the garden, large bedroom with direct access to the front terrace and to the front of the garden, full en-suite bathroom.The entrance hall has a wonderful fixed glass window, letting in natural light, illuminating the grand design of the staircase, with its glass steps and steel railing.A whole set of details that will not leave you indifferent. The first floor consists of the master bedroom, independent from the rest of the bedrooms, which to access, we will pass through a magnificent glass walkway overlooking the entire entrance of the house.Once inside this luxurious bedroom, we have the bathroom area with a large walk-in shower and access to the toilet and bidet, all finished in brown glass stoneware mosaic.At the foot of the bed we have the jacuzzi, and we will end with a spectacular built-in dressing table and dressing room.On the other side of this floor, we will have access to three more bedrooms, one of them with an en-suite bathroom and the other two, accessing the same bathroom from their rooms. The basement has a large garage for three cars, a large games room, a bathroom, a large storage room and a diesel boiler room. SERVICES.It is located in Villalba Pueblo, in the Dehesa area, northwest area, approximately 45 km.of Madrid capital.With city buses and direct buses to the Moncloa interchange.The house is close to the shopping centers of Froiz, El Zoco de Villalba, the Planetocio Shopping Center, the Los Olivos Shopping Center and the Los Valles Shopping Center. •SCHOOLS.There are public education centers and daycare centers, as well as the Fontenebro School, Montessori School, Enebral Public School and Los Maristas. •HEALTH.Very close to the house there are pharmacies, outpatient clinics and medical centers, as well as the Villalba General Hospital. • LEISURE.Different routes in the middle of nature, ideal for marches through the countryside on foot or by bicycle.Apart from the pubs, bars and restaurants that Villalba town has. //WE DO NOT CHARGE FEES TO THE BUYER// CHOOSE WHAT MAKES YOU DIFFERENT BUT REALLY.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,2239.0,https://www.idealista.com/inmueble/102794239/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/16/f2/02/1167555540.jpg,Dehesa - El Soto,True,-3.9982735,Dehesa - El Soto,Collado Villalba,nan,chalet,False
2,Madrid,180.0,True,False,"{'subtitle': 'Villalba Estación, Collado Villalba', 'title': 'Penthouse'}",False,4,False,True,False,33,192442,es,False,195000.0,103323520,40.6313737,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Incredible opportunity! In the heart of Collado Villalba, you will find this magnificent Apartment for Sale. With an area of 105m2, this penthouse offers you everything you need to enjoy a comfortable and functional life. With an orientation that allows the entry of wonderful natural light, this apartment has a perfect distribution. It has a large living room, a kitchen with access to a terrace, 4 bedrooms and 2 full bathrooms. In addition, you can enjoy spectacular views from the terrace, ideal for relaxing and enjoying unique moments. Privacy and tranquility are guaranteed in this property. The location is unbeatable, as it is close to schools, shopping and leisure areas. In addition, you will have public transport just a few meters away, which will allow you to get around comfortably without having to use a car. We cannot forget to mention that the apartment includes a garage space, so you don't have to worry about parking. Don't miss this opportunity, contact us and come visit it! At GILMAR we work to offer our clients the best properties, with specialized teams in each area to provide them with the best option for their needs, with all the excellence and taking maximum care of the details. In more than 30 years of experience, Gilmar has managed to achieve a privileged space within the high-end Real Estate Sector. We cover all real estate needs: homes, offices, commercial premises, plots, rustic land, land to build.. . Our clients have the necessary advice from the beginning, to guarantee their security, legal effectiveness and the best financial-fiscal profitability. Great opportunity to get your home tailored to your dreams. houses in Torrelodones, houses in Villalba, houses in Alpedrete, houses in Moralzarzal, houses in Becerril, houses in Navacerrada, houses in Guadarrama, houses in Los Molinos, houses in El Escorial, houses in Cercedilla, houses in Galapagar, houses in the Sierra, buy a home, buy an apartment, buy a house, buy a chalet, PENTHOUSE, SIERRA VIEWS.",False,"{'typology': 'flat', 'subTypology': 'penthouse'}",good,1083.0,https://www.idealista.com/inmueble/103323520/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/da/8b/57/1186649351.jpg,Villalba Estación,True,-4.0085692,Villalba Estación,Collado Villalba,3,penthouse,False
2,Madrid,132.0,True,False,"{'subtitle': 'Parque de la Coruña - Las Suertes, Collado Villalba', 'title': 'Duplex in Calle Islas Cies'}",False,3,False,True,True,31,1325,es,True,250000.0,103120943,40.6212316,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Penthouse for sale in Parque de la Coruña. Duplex with three bedrooms and two bathrooms. On the ground floor, south-facing living-dining room with terrace and views of green areas. Kitchen with terrace where access to the attic is located. This has a fully usable space and a private terrace. It has a garage space. Common areas with swimming pool, green areas, playground and multisports court.",False,"{'typology': 'flat', 'subTypology': 'duplex'}",good,1894.0,https://www.idealista.com/inmueble/103120943/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d5/54/37/1178923942.jpg,Calle Islas Cies,True,-4.0089339,Parque de la Coruña - Las Suertes,Collado Villalba,3,duplex,False
3,Madrid,145.0,True,False,"{'subtitle': 'Los Valles, Collado Villalba', 'title': 'Terraced house'}",False,3,False,nan,False,37,FR3,es,nan,365000.0,103754287,40.6382313,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"STUDIO HOME MADRID OFFERS semi-detached house of 145m2 according to cadastre and 202m2 of plot, with northeast orientation, located in the Los Porches residential area, Collado Villalba. According to the current distribution, the house is divided into three floors: -On the main floor: entrance hall, large living room – outdoor dining room with access to the garden, separate kitchen and a guest toilet. -On the first floor: three exterior bedrooms (one of them with an en-suite bathroom) and a second full bathroom. -On the second floor (Attic): Large open-plan room, with a small storage room. As for its qualities, it has an armored entrance door, wooden floors throughout the house except in the kitchen, bathrooms and attic, which are made of stoneware, climalit exterior enclosures throughout the house except in the kitchen, toilet and velux in the attic. According to the interior carpentry, it has oak doors and three built-in wardrobes, one in each bedroom, gotelé walls and natural gas heating. The house has a large garden with a barbecue (with terrazzo floor) at the back and an outdoor garage at the front. The urbanization has a community pool and green areas. Very well located, surrounded by all services: banks, pharmacies, supermarkets,.. . 5 minutes walk from the Los Valles Shopping Center and 10 from the Planetocio Shopping Center. With different schools around, very close to the Sports City and the Collado Villalba Sports Center. 5 minutes from the Villalba University Hospital. Note that it is surrounded by the green areas of La Dehesa Park. Very well connected area, with different buses, both urban and interurban, and with easy access to the A6 highway. ESTUDIO HOME MADRID, a real estate agency with 20 years of experience in the sector, offers legal, tax and financial advice, providing personalized monitoring throughout the entire purchase and sale process.",False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",good,2517.0,https://www.idealista.com/inmueble/103754287/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c3/f7/e0/1199127928.jpg,Los Valles,True,-4.0118436,Los Valles,Collado Villalba,nan,chalet,False
2,Madrid,83.0,True,False,"{'subtitle': 'Villalba Estación, Collado Villalba', 'title': 'Penthouse'}",False,2,False,True,False,29,DP180678,es,True,219000.0,100129067,40.6257859,False,nan,sale,nan,"Penthouse for sale next to the Collado Villalba Station. Gilmar Villalba sells Penthouse with beautiful views in Villalba station of 83 m2 built with 2 bedrooms with two bathrooms, living room and kitchen with drying terrace. Apartment with many possibilities with a small renovation leaving open spaces and spaciousness. The property has an elevator and stairs for people with reduced mobility. Also interesting product for investors due to its high rental demand. Its location is perfect since it is next to the station and there is no need to take a vehicle and next to shops so you don't have to use a car at any time. CHARACTERISTICS: Heating: Individual Natural Gas Elevator Pool Intercom Conservation status: update At GILMAR we work to offer our clients the best properties, with specialized teams in each area to provide them with the best option for their needs, with all the excellence and taking maximum care of the details. In more than 30 years of existence, Gilmar has managed to achieve a privileged space within the high standing Real Estate Sector. We cover all real estate needs: homes, offices, commercial premises, plots, rustic land, land to build.. . Our clients have the necessary advice from the beginning, to guarantee their security, legal effectiveness and the best financial-fiscal profitability. Great opportunity to get your home tailored to your dreams. houses in Torrelodones, houses in Villalba, houses in Alpedrete, houses in Moralzarzal, houses in Becerril, houses in Navacerrada, houses in Guadarrama, houses in Los Molinos, houses in El Escorial, houses in Cercedilla, houses in Galapagar, houses in the Sierra, buy a home, buy an apartment, buy a house, buy a chalet, PENTHOUSE, SIERRA VIEWS.",False,"{'typology': 'flat', 'subTypology': 'penthouse'}",good,2639.0,https://www.idealista.com/inmueble/100129067/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f4/30/71/1072836375.jpg,Villalba Estación,True,-4.0060623,Villalba Estación,Collado Villalba,4,penthouse,False
