bathrooms,province,size,hasPlan,topNewDevelopment,suggestedTexts,hasVideo,rooms,has360,exterior,hasStaging,numPhotos,externalReference,country,hasLift,price,propertyCode,latitude,showAddress,parkingSpace,operation,labels,description,newDevelopment,detailedType,status,priceByArea,url,thumbnail,address,has3DTour,longitude,district,municipality,floor,propertyType,topPlus
2,Madrid,280.0,True,False,"{'subtitle': 'La Navata, Galapagar', 'title': 'Detached house in Calle de soroya'}",True,3,False,nan,False,42,CA180563,es,nan,745000.0,100037307,40.5914036,False,nan,sale,nan,"Sale of a 7000m2 plot with 1 house-hotel of 114M2. Gilmar Villalba sells a beautiful plot in one of the best areas of Galapagar-La Navata with access to the La Coruña A6 highway and a 5-minute drive from the Renfe La Navata. The location is perfect for people looking for tranquility and nature since it is surrounded by countryside and green areas, ideal for sports people or country lovers. The large plot and its buildability mean that you can take great advantage, rebuilding on what is to your liking, in one of the best areas of Galapagar- La Navata. The plot stands out for its beautiful trees, its 2 homes and the capacity of the well which is 8 meters deep. The distribution of the 2 houses is as follows: - House 1, main: living room with fireplace, three bedrooms and 2 bathrooms, kitchen, a nice porch. Everything on the street level. - House 2, secondary****: Living room with kitchenette and fireplace, two bedrooms and a full bathroom. A storage room. **Boiler with butane cylinders. Cadastre constructed area: 280m2 Useful registration area: 114m2 At GILMAR we work to offer our clients the best properties, with specialized teams in each area to provide them with the best option for their needs, with all the excellence and taking maximum care of the details. In more than 30 years of existence, Gilmar has managed to achieve a privileged space within the high standing Real Estate Sector. We cover all real estate needs: homes, offices, commercial premises, plots, rustic land, land to build.. . Our clients have the necessary advice from the beginning, to guarantee their security, legal effectiveness and the best financial-fiscal profitability. Great opportunity to get your home tailored to your dreams. houses in Torrelodones, houses in Villalba, houses in Alpedrete, houses in Moralzarzal, houses in Becerril, houses in Navacerrada, houses in Guadarrama, houses in Los Molinos, houses in El Escorial, houses in Cercedilla, houses in Galapagar, houses in the Sierra, buy a home, buy an apartment, buy a house, buy a chalet, PENTHOUSE, SIERRA VIEWS.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,2661.0,https://www.idealista.com/inmueble/100037307/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/cc/f1/1a/1068454563.jpg,Calle de soroya,True,-3.9852633,La Navata,Galapagar,nan,chalet,False
4,Madrid,350.0,True,False,"{'subtitle': 'Casco Antiguo, Galapagar', 'title': 'Detached house in Calle de la ramona'}",True,4,False,nan,False,36,CA176838,es,nan,560000.0,98627286,40.5786371,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"[{'name': 'villaType', 'text': 'Villa'}]","Gilmar sells a large Detached Villa in Galapagar (Los Ranchos) of 350 m2 on a 4,350 m2 plot spread over two floors: - FIRST FLOOR (227M2): it has a large living room, a kitchen with an office and glass-enclosed dining room, three bedrooms and three bathrooms. -SELF-BASEMENT FLOOR (117M2): it has a bedroom, a bathroom, an open space with various possibilities of use, a boiler room. - OUTDOOR AREA: The house is located on a large plot with a swimming pool, the plot has a second mobile home with three bedrooms, kitchen, living room and bathroom, ideal as a guest or guard house. The house is located in one of the most privileged areas, it has 24-hour private security and access control, close to all services, Colmenarejo sports center, CARLOS III University, and just 7 minutes from the town center by car and thirty-six minutes. five minutes from Madrid. DO NOT HESITATE TO ARRANGE A VISIT! YOU WILL BE SURPRISED, EXCELLENT OPPORTUNITY. At GILMAR we work to offer our clients the best properties, with specialized teams in each area to provide them with the best option for their needs, with all the excellence and taking maximum care of the details. With more than 30 years of experience, Gilmar has managed to achieve a privileged space within the high-end Real Estate Sector. We cover all real estate needs: homes, offices, commercial premises, plots, rustic land, land to build.. . Our clients have the necessary advice from the beginning, to guarantee their security, legal effectiveness and the best financial-fiscal profitability. Great opportunity to get your home tailored to your dreams.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",renew,1600.0,https://www.idealista.com/inmueble/98627286/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/93/ac/a1/1018507376.jpg,Calle de la ramona,True,-4.0079713,Casco Antiguo,Galapagar,nan,chalet,False
5,Madrid,500.0,True,False,"{'subtitle': 'La Navata, Galapagar', 'title': 'Detached house'}",True,5,False,nan,False,71,CA180063,es,nan,1200000.0,102294274,40.5893198,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"[{'name': 'villaType', 'text': 'Villa'}]","Gilmar sells an independent villa in Galapagar of 1,228 m2 on a plot of 29,540 m2. The enjoyment of nature prevails in the property due to its spaciousness of land and its proximity to trails for long walks in the countryside. It is spread over 2 floors.It has 5 bedrooms, 5 bathrooms, it is completely fenced, its orientation is West. The main house has 333m2 and its distribution is as follows: GROUND FLOOR (270m2): - Inlet distributor - A large living-dining room with large windows - Independent kitchen - Bedroom + service bathrooms. - 2 Rooms with office and a full bathroom in each of them FIRST FLOOR.It consists of 63 m2 where we are: - A large living room with various possibilities of use - 2 bedrooms. - A full bathroom - Large terrace with beautiful views. The 29,540 m2 plot has a rest area in a large porch at the main entrance, a swimming pool and tennis court and as it is large it has a wide variety of uses, you can enjoy nature where we have more than 1000 pine trees and from the sun in warm seasons, built-in outdoor barbecue, outdoor porch to park the car. It has an independent wine cellar built with great detail, specially designed and equipped for optimal storage and conservation of wines, an area carefully controlled in terms of temperature, humidity and other factors to ensure that the wines are kept in the best conditions. possible during aging. On the other hand, it has an entire range of 546 m2 where we find the guard's house in the middle (75m2) and on the sides we have warehouses that serve for storage or various possible uses. As for the facilities, the house has a gas boiler with a tank (system to be changed due to age), for water there are 3 wells from which water can be passed from one to the other, the garden has automated sprinkler irrigation. If your life option is nature but close to Madrid, come see this home without any commitment! We have more than 37 offices in Madrid, Marbella, Estepona, Puerto Banús, Seville, Cádiz, Jerez and the Canary Islands.Our headquarters are located at Calle Goya, 47.For more than 36 years we have demonstrated our professionalism and exquisite attention. Gilmar has more than 1,000 homes and premises for rent, 5,000 homes for sale, second-hand apartments, new apartments, chalets, villas, beachfront, rural properties... Visit our website and find the best real estate investment with the help of the best professionals in the real estate sector. Call us and we will help you find the house of your dreams.The best investment options to make your money profitable."".",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,2400.0,https://www.idealista.com/inmueble/102294274/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/eb/7e/76/1159092574.jpg,La Navata,True,-3.9986123,La Navata,Galapagar,nan,chalet,False
5,Madrid,514.0,True,False,"{'subtitle': 'Casco Antiguo, Galapagar', 'title': 'Detached house'}",True,5,False,nan,False,38,DP187880,es,nan,825000.0,102163819,40.5738024,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Sale of beautiful independent villa on one floor in the Urb.The Ranches. Gilmar Villalba sells a large, completely renovated Detached Villa in the urban area.Los Ranchos de Galapagar of 514 m2 on a 5,083 m2 plot completely fenced in stone.The plot is in functional mode with fully consolidated native vegetation.The house has been completely renovated, both the electricity and the water pipes, in addition to installing solar panels for electricity.The urbanization has a security barrier, a concierge and quiet common areas with a swimming pool and tennis court.It has a road that connects the urbanization with the El Escorial road with Las Rozas (Galapagar port road). It stands out for its large spaces and its great luminosity and, being on such a large plot, its great privacy.It is an ideal home for people looking for tranquility and nature as it is surrounded by countryside with impressive paths for sports lovers. Great house with flavor, comfortable and with many possibilities. DISTRIBUTION: BASEMENT: cellar, living room, gym, 3-car garage, storage room and bathroom with shower GROUND FLOOR: hall, living room with 60m2 fireplace in two rooms and access to the large terrace, 15m2 kitchen with pantry and access to service area, bedroom with bathroom and boiler room, bedroom, joined bedroom, bedroom, large bathroom, bedroom and main suite with jacuzzi and shower. CHARACTERISTICS: Interior carpentry: wood Exterior carpentry: pvc Heating: individual propane gas and pellets Pool and tennis in common areas Solar panels Sale of designer villa in La Navata. Gilmar Villalba sells a beautiful Detached Villa in La Navata of 345 m2 built on a comfortable plot of 1,146 m2 fully planted and with a beautiful fully consolidated garden.It is spread over 2 comfortable floors.Its façade stands out with slate flakes and its very large windows and its large living room with a fireplace that will not leave you indifferent.It is located in the Navata area, just 5 minutes from the town of Galapagar and the train station, with buses that take you to Madrid a few meters from the house, all surrounded by nature and paths, ideal for people looking for quality. of life, peace and sport. DISTRIBUTION: BASEMENT: garage with access to storage room, diesel room, GROUND FLOOR: hall that leads to the large living room with fireplace, kitchen with access to the dining area, bedroom with master en-suite with dressing room, jacuzzi and shower, hallway that leads to two bedrooms that share a bathroom and the garage area. FIRST FLOOR: open living room, small bedroom, en-suite bedroom with terrace. CHARACTERISTICS: consolidated garden. Interior carpentry: wood Exterior carpentry: pvc Heating: diesel At GILMAR we work to offer our clients the best properties, with specialized teams in each area to provide them with the best option for their needs, with all the excellence and taking maximum care of the details. In more than 30 years of existence, Gilmar has managed to achieve a privileged space within the high standing Real Estate Sector.We cover all real estate needs: homes, offices, commercial premises, plots, rustic land, land to build... Our clients have the necessary advice from the beginning, to guarantee their security, legal effectiveness and the best financial-fiscal profitability. Great opportunity to get your home tailored to your dreams. houses in Torrelodones, houses in Villalba, houses in Alpedrete, houses in Moralzarzal, houses in Becerril, houses in Navacerrada, houses in Guadarrama, houses in Los Molinos, houses in El Escorial, houses in Cercedilla, houses in Galapagar, houses in the Sierra, buy a home, buy an apartment, buy a house, buy a chalet, PENTHOUSE, SIERRA VIEWS.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,1605.0,https://www.idealista.com/inmueble/102163819/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a7/66/5d/1147325749.jpg,Casco Antiguo,True,-4.007547,Casco Antiguo,Galapagar,nan,chalet,False
3,Madrid,258.0,True,False,"{'subtitle': 'Deportivo Galapagar - Los Almendros, Galapagar', 'title': 'Terraced house'}",False,5,False,nan,False,47,DP184905,es,nan,475000.0,101181471,40.5823843,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Sale of semi-detached house in urbanization with pool in the center of Galapagar. GILMAR VILLALBA sells a large semi-detached house next to the Galapagar Town Hall of 258 m2 built spread over 4 floors. It highlights its large spaces and its multiple possibilities. It has a bedroom on the ground floor, a large garage with a storage room and a beautiful bright attic. Its location is perfect in the center of Galapagar next to the Ayt. and the Sports Center with regular buses next to it. The urbanization is very quiet with sports areas such as a tennis court and swimming pool. DISTRIBUTION: BASEMENT: 3 car garage and storage room GROUND FLOOR: hall, bedroom, 10m2 kitchen with access to terrace, living room with fireplace and access to terrace, toilet. FIRST FLOOR: three large bedrooms that share 1 bathroom, 2 of them with a terrace and the main one en suite with views of the garden. ATTIC: open plan with several velux CHARACTERISTICS: Interior carpentry: wood Exterior carpentry: aluminum Heating: individual natural gas Pool Tennis At GILMAR we work to offer our clients the best properties, with specialized teams in each area to provide them with the best option for their needs, with all the excellence and taking maximum care of the details. In more than 30 years of existence, Gilmar has managed to achieve a privileged space within the high standing Real Estate Sector. We cover all real estate needs: homes, offices, commercial premises, plots, rustic land, land to build.. . Our clients have the necessary advice from the beginning, to guarantee their security, legal effectiveness and the best financial-fiscal profitability. Great opportunity to get your home tailored to your dreams. houses in Torrelodones, houses in Villalba, houses in Alpedrete, houses in Moralzarzal, houses in Becerril, houses in Navacerrada, houses in Guadarrama, houses in Los Molinos, houses in El Escorial, houses in Cercedilla, houses in Galapagar, houses in the Sierra, buy a home, buy an apartment, buy a house, buy a chalet, PENTHOUSE, SIERRA VIEWS.",False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",good,1841.0,https://www.idealista.com/inmueble/101181471/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6f/a8/fb/1114840352.jpg,Deportivo Galapagar - Los Almendros,True,-4.0070093,Deportivo Galapagar - Los Almendros,Galapagar,nan,chalet,False
3,Madrid,201.0,True,False,"{'subtitle': 'El Praderón, Galapagar', 'title': 'Semi-detached house'}",False,3,False,nan,False,35,DP184879,es,nan,398000.0,101433840,40.5795925,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Semi-detached house for sale in Galapagar in an urbanization with a pool. Gilmar Villalba sells a Semi-detached Villa in Galapagar of 201 m2 built in the Sports Center area in an urbanization with a swimming pool in a very quiet area on a 144 m2 plot. It has 3 bedrooms, 3 bathrooms and an attic. Its location is perfect, being able to walk to shops in just 5 minutes, with access to the countryside along paths ideal for sports or nature lovers. DISTRIBUTION: BASEMENT: 2 CAR GARAGE AND STORAGE ROOM GROUND FLOOR: hall, toilet, kitchen of approximately 8m2, L-shaped living room with fireplace and exit to the garden. FIRST FLOOR: bedroom, bedroom, renovated bathroom with shower, master bedroom suite CHARACTERISTICS: Interior carpentry: wood Exterior carpentry: aluminum Heating: individual natural gas Pool At GILMAR we work to offer our clients the best properties, with specialized teams in each area to provide them with the best option for their needs, with all the excellence and taking maximum care of the details. In more than 30 years of experience, Gilmar has managed to achieve a privileged space within the high-end Real Estate Sector. We cover all real estate needs: homes, offices, commercial premises, plots, rustic land, land to build.. . Our clients have the necessary advice from the beginning, to guarantee their security, legal effectiveness and the best financial-fiscal profitability. Great opportunity to get your home tailored to your dreams. houses in Torrelodones, houses in Villalba, houses in Alpedrete, houses in Moralzarzal, houses in Becerril, houses in Navacerrada, houses in Guadarrama, houses in Los Molinos, houses in El Escorial, houses in Cercedilla, houses in Galapagar, houses in the Sierra, buy a home, buy an apartment, buy a house, buy a chalet, PENTHOUSE, SIERRA VIEWS.",False,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",good,1980.0,https://www.idealista.com/inmueble/101433840/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c3/99/de/1122707067.jpg,El Praderón,True,-4.0128566,El Praderón,Galapagar,nan,chalet,False
3,Madrid,315.0,False,False,"{'subtitle': 'La Navata, Galapagar', 'title': 'Detached house'}",False,6,False,nan,False,33,dp190451,es,nan,560000.0,103005062,40.5863734,False,nan,sale,nan,"Sale of independent villa with pool in La Navata. Gilmar Villalba sells Large independent villa in La Navata with a total area of ​​316 m2 and a beautiful plot of 1,357 m2.wooded with swimming pool.Distributed over 2 floors, with two families being able to live independently, it has 6 bedrooms, 3 bathrooms, 2 living rooms and 2 kitchens.The west orientation guarantees excellent natural lighting throughout the day.In addition, it has 1 parking space and a basement with living room, kitchenette, storage room, bedroom and bathroom.On the ground floor there is a bright entrance hall, a spacious 30m2 living room, a dining room with fireplace with access to a large terrace, a 15m2 kitchen with a pantry and access to the garage, a master bedroom en suite, 3 additional bedrooms and a bathroom. complete.The chalet also has 2 terraces, a large porch and a large hallway, which leads to a large porch with multiple possibilities.The interior carpentry is made of wood and the exterior is made of aluminum.The heating is individual and works with natural gas.In addition, the chalet has a swimming pool.Don't miss the opportunity to acquire this magnificent property.Contact us right now for more information! It is located in La Navata with very good communication with the train and buses next door, schools, shops and easy access to the A-6 highway. At GILMAR we work to offer our clients the best properties, with specialized teams in each area to provide them with the best option for their needs, with all the excellence and taking maximum care of the details. In more than 30 years of experience, Gilmar has managed to achieve a privileged space within the high-end Real Estate Sector.We cover all real estate needs: homes, offices, commercial premises, plots, rustic land, land to build... Our clients have the necessary advice from the beginning, to guarantee their security, legal effectiveness and the best financial-fiscal profitability. Great opportunity to get your home tailored to your dreams. houses in Torrelodones, houses in Villalba, houses in Alpedrete, houses in Moralzarzal, houses in Becerril, houses in Navacerrada, houses in Guadarrama, houses in Los Molinos, houses in El Escorial, houses in Cercedilla, houses in Galapagar, houses in the Sierra , buy a home, buy an apartment, buy a house, buy a chalet, PENTHOUSE, SIERRA VIEWS.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,1778.0,https://www.idealista.com/inmueble/103005062/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/28/7a/d2/1181679569.jpg,La Navata,True,-3.9938392,La Navata,Galapagar,nan,chalet,False
3,Madrid,201.0,True,False,"{'subtitle': 'El Praderón, Galapagar', 'title': 'Semi-detached house'}",True,3,True,nan,False,41,VMO2306001,es,nan,420000.0,101639796,40.5822008,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"201 sqm furnished house with Terrace and views in El Praderón, Galapagar. The property has 3 bedrooms, 2 bathrooms, swimming pool, parking space, fitted wardrobes, laundry room, garden, heating and storage room.",False,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",good,2090.0,https://www.idealista.com/inmueble/101639796/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e2/fb/dc/1128815704.jpg,El Praderón,False,-4.0158782,El Praderón,Galapagar,nan,chalet,False
3,Madrid,263.0,True,False,"{'subtitle': 'Parquelagos - Puente Nuevo, Galapagar', 'title': 'Terraced house'}",True,4,True,nan,True,44,17,es,nan,495000.0,102456276,40.5952373,False,nan,sale,nan,"Engel&Volkers sells a spacious townhouse with beautiful views in Parquelagos. The property consists of three floors and has an area of 260 m2 and 700 m2 of plot. On the main floor is the spacious and open hall through which we access the kitchen, very bright and fully equipped with a large dining room, from the same entrance hall you can access the dining room and the living room with fireplace and terrace, at different heights which provides more amplitude and luminosity to the plant. On the upper floor are the four bedrooms, the main one with an en-suite bathroom and beautiful views, the rest share a large bathroom with a bathtub, all of them have good-sized built-in wardrobes, the smallest one has a terrace with spectacular views. On the third floor is the attic with two veluxes and a very large bathroom with Jacuzzi. The front part is tiled like a patio, with two doors, one to the garage and the pedestrian one, and in the back part from the terrace of the living room, we find the garden, with a very particular pool, solarium area, and an area of rocks. The house has a garage and a large storage room, or multipurpose room.",False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",good,1882.0,https://www.idealista.com/inmueble/102456276/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6c/48/c7/1156277902.jpg,Parquelagos - Puente Nuevo,False,-3.9704574,Parquelagos - Puente Nuevo,Galapagar,nan,chalet,False
2,Madrid,87.0,True,False,"{'subtitle': 'Casco Antiguo, Galapagar', 'title': 'Flat in Calvario'}",True,2,True,True,False,28,CALVARIO,es,False,159900.0,101805879,40.5776575,False,nan,sale,nan,"GALAPAGAR real estate agency GALAPAGAR area HOGARES GALAPAGAR office: FOR SALE: SPECTACULAR APARTMENT IN THE BEST AREA OF GALAPAGAR, close to green areas, schools, bus stop, etc.. . The house is distributed as follows: A wide entrance that leads to a large renovated kitchen, two spacious bedrooms, all of them with fully fitted wardrobes, two renovated bathrooms and a magnificent living room with access to a terrace with the best possible view. It has a comprehensive reform where all the windows have been changed, helping to save excellent consumption. Do not hesitate to contact us to see the house and see 100% FINANCING conditions.",False,{'typology': 'flat'},good,1838.0,https://www.idealista.com/inmueble/101805879/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/76/9d/c3/1134395195.jpg,Calvario,False,-4.0070195,Casco Antiguo,Galapagar,1,flat,False
