has360,propertyType,topNewDevelopment,hasPlan,size,thumbnail,has3DTour,hasVideo,rooms,exterior,price,priceByArea,labels,bathrooms,country,description,operation,municipality,topPlus,url,longitude,showAddress,numPhotos,floor,hasLift,hasStaging,propertyCode,province,detailedType,newDevelopment,latitude,suggestedTexts,externalReference,status,parkingSpace,address
False,chalet,False,True,264.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/eb/76/7f/1173270640.jpg,False,False,3,nan,388100.0,1470.0,nan,1,es,"Solvia offers a single-family home for sale in the town of Carabaña, province of Madrid. Built in 1979, it has a total constructed area of 264 m² consisting of 2 floors. The semi-basement floor with an area of 140 m² is used as an open area, garage and staircase that connects with the ground or main floor of 124 m², which has a living-dining room, kitchen, 3 bedrooms and 1 bathroom. The house is built on a 6,135 m² plot of land, the unbuilt part being used for garden and recreational areas. It is located in an area close to the Carabaña municipal football school and in a nearby environment it has a variety of equipment, schools, a health center, pharmacies, supermarkets, restaurants, etc. It has good access to the M-221 highway that connects it to the center of the urban center in less than 5 minutes. With Solvia's services you will be able to find the home you need and secure your investment with the best of specialized advice. Get started right now by asking for more information. A person close to you will attend to you personally.",sale,Carabaña,False,https://www.idealista.com/inmueble/102961400/,-3.2394963,False,22,nan,nan,False,102961400,Madrid,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",False,40.2626518,{'title': 'Detached house in Sierra De Cazorla'},CG-64344-0001,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",SIERRA DE CAZORLA
False,flat,False,True,86.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/94/e5/ea/1118667345.jpg,False,False,2,True,94900.0,1103.0,nan,1,es,"*Without agency fee* This flat is at Avenida de Tielmes, 28560, Carabaña, Madrid, on floor 1. It is a flat that has 86 m2 of which 72 m2 are useful and has 2 rooms and 1 bathrooms. Near all kind of services, public transport (bus), supermarket, shops, etc. *************************************************************************************************************************************************************************************************** Find more.",sale,Carabaña,False,https://www.idealista.com/inmueble/92955269/,-3.2341302,False,52,1,False,False,92955269,Madrid,{'typology': 'flat'},False,40.2583413,{'title': 'Flat in Avenida de Tielmes'},FHOG-1370,good,nan,Avenida de Tielmes
True,chalet,False,True,114.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/db/d1/6d/1189055766.jpg,False,False,2,nan,119000.0,1044.0,nan,1,es,"ALFA RIVAS SELLS EXCLUSIVELY! WE HELP YOU WITH FINANCING! COUNTRY HOUSE IN CARABAÑA! With a plot of 2,184m and a house of 114m built. The house on one floor: - 28m passage room, windows to the porch, French fireplace and wood stove. Very bright. - 2 bedrooms of 10m each and windows to the outside. - 1 3m bathroom with bathtub and exterior window. - 10m kitchen, independent and equipped. Stoneware floors. Aluminum windows. smooth walls. 17m covered porch. 52m open terrace, artificial grass, with storage room under the 52m terrace, with windows to the plot, which can be converted into bedrooms. 2 swimming pools, one for adults and one for children. Surrounded by nature, with fruit trees, apple trees, pear trees, pomegranate trees, plum trees, fig trees, peach trees, hazelnut trees, grapevines and 8 olive trees. The water is from a well with a tank, there is a pump for the pool and for irrigation. 2 septic tanks. Solar panel light with 6 batteries, 3 2m panels and 2 1.5m panels. Woodshed. Hen house. Plot with many possibilities in a natural environment. Parking for several vehicles. Ideal place for both living and a second residence. If you need more information or make a visit, call us and we will be happy to assist you. Renovation and moving service. Taxes and expenses not included.",sale,Carabaña,False,https://www.idealista.com/inmueble/103423226/,-3.2339576,False,74,nan,nan,False,103423226,Madrid,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",False,40.2581842,{'title': 'Detached house in M-221'},CM-10342,good,nan,M-221
False,chalet,False,True,264.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/53/70/e2/1171873729.jpg,False,False,3,nan,388100.0,1470.0,nan,1,es,"Single-family home for sale in the town of Carabaña, province of Madrid. Built in 1979, it has a total constructed area of 264 m² consisting of 2 floors. The semi-basement floor with an area of 140 m² is used as an open area, garage and staircase that connects with the ground or main floor of 124 m², which has a living-dining room, kitchen, 3 bedrooms and 1 bathroom. The house is built on a 6,135 m² plot of land, the unbuilt part being used for garden and recreational areas. It is located in an area close to the Carabaña municipal football school and in a nearby environment it has a variety of equipment, schools, a health center, pharmacies, supermarkets, restaurants, etc. It has good access to the M-221 highway that connects it to the center of the urban center in less than 5 minutes.",sale,Carabaña,False,https://www.idealista.com/inmueble/102921906/,-3.2378856,False,20,nan,nan,False,102921906,Madrid,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",False,40.2621588,{'title': 'Detached house in Sierra De Cazorla'},CG-64344-0001,renew,nan,SIERRA DE CAZORLA
False,countryHouse,False,True,125.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/41/3a/c3/1140258125.jpg,False,True,4,nan,57000.0,456.0,nan,2,es,"PERAL INMOBILIARIA SELLS: Town house with premises included and independent access on the ground floor. The house consists of 125 meters according to cadastre and is distributed over three floors. Ground floor: On this floor there is a professional office with direct access to the street. The house is entered through another side door that leads to the kitchen and bathroom, both are separated by a small partition so they can be joined again. First floor: On this floor there is a very large room with a balcony facing the street, another small one and a living room with another small balcony. Top floor: On this floor there are two other rooms, one of them en suite with a built-in toilet and built-in wardrobe, and another smaller one that can be used as storage or dressing room. From this floor there is access to the roof terrace and shed where the laundry room is. It needs updating, and in terms of its location it cannot be better since it is in the heart of the town, very close to the church and next to the town's pharmacy. If you need more information, do not hesitate to ask us, our office is located a few meters from the house. OFFERS ARE ALLOWED. IBI €182 IMPORTANT INFORMATION: We have a financing service with free advice and reform service, ask us for your personalized budget. Carabaña is located in the Las Vegas region on the banks of the Tajuña River, 50 kilometers from the capital, 35 kilometers from Alcalá de Henares and 25 from Arganda del Rey. By road it is accessed through the A-3, Valencia highway, exit 41. It has an inter-city bus with several lines that leave directly from Madrid, Plaza de Conde de Casal. This region is known for its extra virgin olive oil and its famous purgative waters and is an area of high historical and tourist value. It also has all the services: Ambulatory, Civil Guard post, supermarkets, shops and pharmacies, municipal swimming pool and sports center. In Arganda del Rey is the Hospital Universitario del Sureste. In Carabaña there is 1 nursery and 1 public school for infant and primary education.",sale,Carabaña,False,https://www.idealista.com/inmueble/99116324/,-3.2376367,True,36,nan,nan,False,99116324,Madrid,"{'typology': 'countryHouse', 'subTypology': 'casaDePueblo'}",False,40.2563044,"{'title': 'Village house in Calle del real, 32'}",nan,renew,nan,"Calle del real, 32"
False,countryHouse,False,True,484.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5c/b6/e4/1135259594.jpg,False,True,9,nan,149000.0,308.0,nan,1,es,"PERAL INMOBILIARIA SELLS: Magnificent house with large land in the center of town. The house has 484 meters built according to cadastre and 533 meters of land, all flat, ideal for rural accommodation. It has 8 bedrooms and different rooms where you can add more. On the ground floor there is a large living room, a living room, a large kitchen with access to the garden and a stone carriage passage in perfect condition, also with access to the garden. On the upper floor there is the bathroom, different rooms, and access to the attic. The views from there are incredible, you can see the entire meadow and as for the land, it is urban, which allows, for example, to put a swimming pool. The house needs renovation, but has many possibilities for both business and housing. IBI: €475.74 So if you need more information, do not hesitate to call us, we will be happy to assist you. IMPORTANT INFORMATION: We have a financing service with free advice and a renovation service, ask us for your personalized quote. Carabaña is located in the Las Vegas region, located on the banks of the Tajuña River, at a distance of 50 kilometers from the capital, 35 kilometers from Alcalá de Henares and 25 kilometers from Arganda del Rey. By road, access is via the A-3, Valencia highway, exit 41. It has an inter-urban bus with several lines that leave directly from Madrid, Plaza de Conde de Casal. This region is known for its extra virgin olive oil and its famous purgative waters and is an area of high historical and tourist value. It also has all the services: Ambulatory, Civil Guard post, supermarkets, shops and pharmacies, municipal swimming pool and sports centers. In Arganda del Rey is the Sureste University Hospital. In Carabaña there is 1 nursery and 1 public school for infant and primary education.",sale,Carabaña,False,https://www.idealista.com/inmueble/101480179/,-3.2382432,True,37,nan,nan,False,101480179,Madrid,"{'typology': 'countryHouse', 'subTypology': 'casaDePueblo'}",False,40.2570336,"{'title': 'Village house in Calle Santa Bárbara, 3'}",nan,renew,nan,"Calle Santa Bárbara, 3"
False,chalet,False,False,140.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/46/7b/c3/1083557632.jpg,False,False,3,nan,180000.0,1286.0,nan,2,es,"QUIET URBANIZATION IN THE FULL CENTER OF CARABAÑA Altor Asesores puts at your disposal this beautiful recently built home in a gated community next to the Church of Santa Lucía. One minute from the Tajuña River and the Neoclassical Bridge of the S. XVI. Three-story house in which we find a private garage, separate kitchen, toilet and a large living room with access to the patio, measuring more than twenty square meters. Second floor with three double bedrooms and two full bathrooms, one of them en suite in the master bedroom. On the top floor is the very spacious attic. Double glazed windows, gres floors and individual heating using diesel.",sale,Carabaña,False,https://www.idealista.com/inmueble/100397657/,-3.2366353,False,36,nan,nan,False,100397657,Madrid,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",False,40.2520378,{'title': 'Terraced house in Camino de Orusco'},3269,good,nan,Camino de Orusco
False,chalet,False,False,221.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b7/21/85/1186227611.jpg,False,False,5,nan,160000.0,724.0,nan,3,es,"ATTENTION INVESTORS! INMOBILIARIA TAGONIA EXCLUSIVELY sells 5 chalets that are 60% complete. The price of all of them is €160,000! The homes are distributed over 4 floors: Floor -1. In it we find the basement, with a boiler room and access to the patio of the house. Floor 0. On this floor is the access of the house to the street. It is distributed in a living-dining room with access to a terrace with spectacular views, a kitchen with entrance/exit to the same terrace. Toilet that serves the floor and a laundry room that is very useful for everyday use. Floor 1. Going up to the first floor we give way to the 4 bedrooms of the house, all of them with built-in wardrobes and beautiful views of the valley. As for the bathrooms, we have 2 on this floor, 1 of them en suite in the main room and another serving the other bedrooms. Floor 2. On the top floor of the house we have an open-plan attic that has a full bathroom and a terrace where we can see the best views of the house due to the greater height we are at. The estimated sales price is €190,000 per home. It is a great investment opportunity! DON'T HESITATE AND CALL US! [IW].",sale,Carabaña,False,https://www.idealista.com/inmueble/103334416/,-3.2386238,False,30,nan,nan,False,103334416,Madrid,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",False,40.2566504,{'title': 'Detached house in Calle de San Juan'},CHA0215,good,nan,Calle de San Juan
False,chalet,False,True,176.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b0/4d/14/1202179376.jpg,True,False,3,nan,110000.0,625.0,nan,2,es,"Town house in Carabaña Tajuña Valley 40 minutes from Madrid, 176m2 built on three floors, the house is semi-renovated, electricity, plumbing, windows, top quality wooden floors, roof finished with steel beams. A house with many possibilities to live or create a rural business.",sale,Carabaña,False,https://www.idealista.com/inmueble/103851504/,-3.242529,False,37,nan,nan,False,103851504,Madrid,{'typology': 'chalet'},False,40.2550858,{'title': 'House'},C0026-02034,good,nan,Carabaña
False,duplex,False,False,82.0,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a9/68/ff/1178521582.jpg,False,False,2,True,129900.0,1584.0,nan,2,es,"INMOVELILLA exclusively sells this fantastic home located in the Las Vegas region. Built in 2006, this wonderful duplex consists of 2 bedrooms, kitchen, living room, two bathrooms, garage and storage room, completely renovated. Air conditioning, electric heating. On the first floor we have a complete kitchen with pantry, toilet, living room with balcony, from the same living room we access the upper floor where the bedrooms are located, both with high-capacity built-in wardrobes and the complete bathroom with shower. The community has common areas. The environment is located near the Tajuña River. Carabaña has two bus lines, 322 that has communication to Arganda del Rey passing through Ambite. 326 that connects Conde Casas, with stops in Mondejar-Diebes. If you want more information, stop by the office located in Velilla de San Antonio on Calle Mayor nº3. Real estate fees and taxes not included in the price.",sale,Carabaña,False,https://www.idealista.com/inmueble/103107091/,-3.2353467,True,21,2,True,False,103107091,Madrid,"{'typology': 'flat', 'subTypology': 'duplex'}",False,40.2564905,"{'title': 'Duplex in Palacio, 1'}",nan,good,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}","Palacio, 1"
