bathrooms,province,size,hasPlan,topNewDevelopment,suggestedTexts,hasVideo,rooms,has360,exterior,hasStaging,numPhotos,externalReference,country,hasLift,price,propertyCode,latitude,showAddress,parkingSpace,operation,description,newDevelopment,detailedType,status,priceByArea,url,thumbnail,address,has3DTour,longitude,municipality,floor,propertyType,topPlus
3,Madrid,142.0,True,False,{'title': 'Terraced house in Enrique Tierno Galván'},True,3,False,nan,False,32,SAN MARTIN DE LA VEGA,es,nan,257050.0,103871976,40.2141252,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"Tecnocasa San Martín de la Vega- sells a semi-detached house, in the new center of town, surrounded by all the services that are in demand such as pharmacies, schools, supermarkets, playgrounds, bars and shops. The property is in an optimal state of conservation for its entrance, with a hall, fully equipped kitchen, toilet, and living room with access to a patio, with a built-in barbecue. On the first floor, we find a bathroom with a shower, two large bedrooms with built-in wardrobes, a large master bedroom with a dressing room, and a bathroom with a shower. The house has solar panels, specifically it has 4 solar panels. We have a garage and attic. Do not hesitate to ask us any questions you may have. For your visit, a feasibility study by the financial company Kiron is essential, in order to guarantee the operation in the case of purchase.",False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",good,1810.0,https://www.idealista.com/inmueble/103871976/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a5/30/ca/1202793228.jpg,ENRIQUE TIERNO GALVÁN,False,-3.5787691,San Martín de la Vega,nan,chalet,False
2,Madrid,106.0,True,False,{'title': 'Flat in Calle Santa Monica'},True,3,False,True,False,27,SAN MARTIN DE LA VEGA,es,False,157050.0,103873129,40.217571,False,nan,sale,"Tecnocasa San Martín de la Vega- sells housing in the Cerro de los Chicos urbanization, with landscaped parks, a community pool, close to the transport network and a direct exit to Madrid. The house is in an unbeatable state of conservation, with new wooden windows throughout the house, wooden floors, completely renovated kitchen, separate living room with a 15 m2 terrace, double bedroom with built-in wardrobe, en-suite bathroom with two sinks. and bathtub, 2 spacious bedrooms, and another bathroom with a shower. Do not hesitate to contact us for visits A feasibility study by Kiron is essential to guarantee operation in the event of a purchase.",False,{'typology': 'flat'},good,1482.0,https://www.idealista.com/inmueble/103873129/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d0/9f/9f/1202831542.jpg,Calle SANTA MONICA,False,-3.5869423,San Martín de la Vega,bj,flat,False
1,Madrid,123.0,False,False,{'title': 'Terraced house in Calle de Campoamor'},True,3,False,nan,False,44,N02-JIB-14146,es,nan,209000.0,103810395,40.2076509,False,nan,sale,"Do you want a nice and bright quiet house in San Martín de la Vega? The 123 m2 (77+46) built house is semi-detached and exterior, to enjoy, with 3 bedrooms and a bathroom. It has a PATIO of approximately 90 m2. with a garden area, barbecue and swimming pool, it also consists of a covered room, independent and separate from the house, currently it is a workshop and warehouse, but it could have other uses as an optional suite room for example. In a very quiet environment and within the town, within walking distance of all services, shops, schools, etc. Well connected to Madrid by road, just 25 minutes away, also by bus with lines 412, 415 and N403. You have everything at hand. Ask us about our “Financing Plan” if you need a mortgage, or “house change plan” if you need to sell your house at the same time. We are specialists.",False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",renew,1699.0,https://www.idealista.com/inmueble/103810395/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a4/2b/b7/1200875970.jpg,Calle de Campoamor,False,-3.5748931,San Martín de la Vega,nan,chalet,False
3,Madrid,187.0,True,False,{'title': 'Terraced house'},False,3,False,nan,False,52,05029,es,nan,265000.0,102822003,40.2137411,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"Perfect for families who need tranquility, as it is located on a dead end street.Great location, with easy access to the A4.null THIS HOUSE IS SPECIAL BECAUSE: nulla luxury to only have to worry about settling in and being happy. DISTRIBUTION Ground floor, with: independent garage with access to the main house.The house has a separate kitchen, toilet, living room with access to the 25 m2 backyard with a built-in barbecue. First floor, with 3 bedrooms and 2 bathrooms, one of them en suite in the master bedroom Finished attic, insulated and lined with wood, for greater comfort IT'S IMPORTANT TO KNOW We do not charge commission to the buyer. COMMUNICATIONS AND SERVICES Easy access to the M-301 and M-506 roads, which can easily connect with the A-4, M-45 and M-30, and reach Madrid in 25 minutes. As for public transport, using bus lines 412, 415, 416 and 413, very close to the home, you can reach nearby towns such as Pinto (10 minutes by car), Ciempozuelos, Aranjuez or Rivas, and connect with the train commuter train or Madrid metro, to go to any point in Madrid or other towns. null Hospitals: San Martín de la Vega Health Center, Infanta Elena University Hospital in Valdemoro, 15 minutes by car. Very close to preschool and primary schools, both public and private, institutes, a public center for seniors, green and sports areas. Contact us to visit it and don't miss the opportunity to live in the best area of ​​San Martín de la Vega.",False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",good,1417.0,https://www.idealista.com/inmueble/102822003/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/af/e4/07/1193805061.jpg,San Martín de la Vega,False,-3.5810145,San Martín de la Vega,nan,chalet,False
2,Madrid,153.0,True,False,{'title': 'Terraced house in Calle Paraguay'},True,3,False,nan,False,50,SMVPAR025,es,nan,280000.0,102115873,40.2095459,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"Attention home buyers! We have an incredible opportunity for you in San Martín de la Vega. We present this wonderful semi-detached house for sale, which has all the comforts you could want. Outstanding features: � Charming semi-detached house in San Martín de la Vega. �️ 3 spacious bedrooms for the whole family. � 2 full bathrooms for your comfort. � Additional loft that offers extra space and versatility. � Cozy backyard to enjoy the outdoors and moments of relaxation. � Garage space to protect your vehicle and facilitate parking. Prime location: � Numerous establishments nearby, including supermarkets, shops, restaurants and much more. � Nearby schools and educational centers, ideal for families with children. � Excellent transport links, with easy access to the motorway and public transport. This property is ideal for those looking for comfortable and convenient living. Imagine living in a quiet and pleasant environment, with all the comforts at your fingertips. Don't miss this unique opportunity! Call us now to arrange a visit and discover how this charming chalet can become your new home. Make your dreams come true and secure your future in this magnificent semi-detached house in San Martín de la Vega! ��.",False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",good,1830.0,https://www.idealista.com/inmueble/102115873/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/21/2f/8f/1146374037.jpg,Calle Paraguay,False,-3.5815625,San Martín de la Vega,nan,chalet,False
2,Madrid,180.0,True,False,{'title': 'Duplex in Avenida de Nicasio Sevilla'},False,3,False,True,False,31,MVH-A3988,es,False,249900.0,103392575,40.2110258,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"This dúplex is at Avenida de Nicasio Sevilla, 28330, San Martín de la Vega, Madrid, on floor 1. It is a dúplex, built in 2009, that has 180 m2 and has 3 rooms and 2 bathrooms. It has equipped kitchen, alto standing, wardrobe, garage included, chimney, good condition, corner, outside, toilet, renovated, barbacoa, aire acondicionado, luminous, central gas heating, cocina amueblada, a pie de calle,. , smooth walls and dúplex.",False,"{'typology': 'flat', 'subTypology': 'duplex'}",good,1388.0,https://www.idealista.com/inmueble/103392575/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/49/d0/81/1188080230.jpg,Avenida de Nicasio Sevilla,True,-3.5697819,San Martín de la Vega,1,duplex,False
1,Madrid,85.0,True,False,"{'title': 'Flat in pintor de rafael boti, 13'}",True,3,False,True,False,18,san martin de la vega,es,True,145000.0,103849911,40.2103049,True,nan,sale,"TECNOCASA SAN MARTIN DE LA VEGA- SELLS housing close to shops, restaurants, schools, transport network, bazaar, fruit shop, pharmacies, etc. The house has an elevator, is located on the second floor, has three bedrooms, a living room with access to a balcony, the kitchen with access to a small clothesline-pantry. The house has built-in wardrobes, it has been renovated inside. DO NOT HESITATE TO VISIT IT, TO VISIT IT A FEASIBILITY STUDY BY KIRON IS ESSENTIAL.",False,{'typology': 'flat'},good,1706.0,https://www.idealista.com/inmueble/103849911/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/07/c7/e2/1202138981.jpg,"pintor de rafael boti, 13",False,-3.5787384,San Martín de la Vega,2,flat,False
2,Madrid,134.0,True,False,"{'title': 'Flat in pablo sorozabal, 42'}",True,3,False,True,False,22,SAN MARTIN DE LA VEGA,es,True,224900.0,103777854,40.2142465,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"TECNOCASA SAN MARTIN DE LA VEGA SELLS- Great home in the center of town, two minutes from the green corridor, close to Mercadona and Ahorramas, playgrounds, shops, bars and restaurants. The house is distributed in three bedrooms, the master bedroom has an en-suite bathroom with a bathtub, and two large dressing rooms, one recently renovated, quite spacious. The two rooms are youthful, with built-in wardrobes. Separate living room, with access to the terrace, and kitchen, in the living room, there is a small attic landing, which the property uses for a games room. The house has the possibility of expanding a terrace in the kitchen, and the same in the double room. It has a garage, storage room and private urbanization. DO NOT HESITATE TO VISIT IT TO CARRY OUT VISITS A FEASIBILITY STUDY IS ESSENTIAL, IN CASE OF PURCHASE TO GUARANTEE THE OPERATION ECONOMICALLY. Virtual tour available on the web.",False,{'typology': 'flat'},good,1678.0,https://www.idealista.com/inmueble/103777854/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/cc/58/f2/1199826083.jpg,"pablo sorozabal, 42",False,-3.5744005,San Martín de la Vega,2,flat,False
1,Madrid,97.0,True,False,{'title': 'Flat in Calle de Santa Mónica'},True,3,False,True,False,34,LV-003-VNE,es,False,139000.0,102638307,40.2186582,False,nan,sale,"This flat is at SANTA MONICA, 28330, SAN MARTIN DE LA VEGA, MADRID, on floor 3. It is a flat, built in 1977, that has 97 m2 of which 87 m2 are useful and has 3 rooms and 1 bathrooms. It has furnished, cocina amueblada, terraza, luminous, wardrobe, exterior and equipped kitchen.",False,{'typology': 'flat'},good,1433.0,https://www.idealista.com/inmueble/102638307/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5f/75/1f/1162168503.jpg,Calle de Santa Mónica,True,-3.5861518,San Martín de la Vega,3,flat,False
1,Madrid,61.0,True,False,{'title': 'Flat in rafael boti'},False,2,False,True,False,18,san martin de la vega,es,False,89900.0,103849727,40.2089414,False,nan,sale,"Tecnocasa real estate agency sells housing- in the pintor rafael boti area, close to shops, restaurants, fruit stores, schools, transport network, etc.. . Do not hesitate to visit it to carry out visits a feasibility study by kiron is essential.",False,{'typology': 'flat'},good,1474.0,https://www.idealista.com/inmueble/103849727/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/95/c9/b8/1202134391.jpg,rafael boti,False,-3.5775727,San Martín de la Vega,2,flat,False
