bathrooms,province,size,hasPlan,topNewDevelopment,suggestedTexts,hasVideo,rooms,has360,exterior,hasStaging,numPhotos,externalReference,country,hasLift,propertyCode,price,latitude,showAddress,parkingSpace,operation,labels,description,newDevelopment,detailedType,status,priceByArea,url,newDevelopmentFinished,thumbnail,address,has3DTour,longitude,municipality,floor,propertyType,topPlus,highlight
1,Madrid,160.0,True,False,{'title': 'Flat in Calle Mirador de la Barguilla'},False,2,False,True,False,32,138196,es,False,102189412,178000.0,40.4079379,False,nan,sale,nan,"From private to private. Call us and visit this house. Spacious 160 m² apartment in Torres de la Alameda, province of Madrid. Ideal for couples or investors. It is located on the ground floor and has a spacious and bright living room, a furnished kitchen completely independent from the rest of the rooms, two bedrooms and a complete bathroom. In addition, the apartment has a terrace to enjoy natural light throughout the room and a patio, with many possibilities. The property is all exterior, due to its east orientation, in this house you will enjoy the sun in the morning. The house is sold furnished and in good condition, ready to move into. As for the qualities, this apartment has gas heating, air conditioning, aluminum exterior carpentry, stoneware floors, easy maintenance and to make you feel safer in your home, the main door is armored. This house is located in a quiet and well-connected area, very close to the bus stop. For greater comfort, the house is very close to a school and all the necessary services. At Housell we offer you a large selection of properties that adapt to your lifestyle. Don't miss this opportunity to find the perfect house for you. h1o3u8s1e9l6l.",False,{'typology': 'flat'},good,1113.0,https://www.idealista.com/inmueble/102189412/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3b/99/f0/1147293931.jpg,Calle Mirador de la Barguilla,False,-3.3631869,Torres de la Alameda,bj,flat,False,nan
2,Madrid,259.0,False,False,{'title': 'Detached house'},False,3,False,nan,False,70,INF0063,es,nan,103864037,311000.0,40.4089326,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"This one-story villa is a true gem of architecture and design. Upon entering the hall, the perfect layout of the home is immediately evident. To the right, we find the first bathroom of the house, while moving forward, we come across a square kitchen, impeccably designed and with a dining space that can comfortably accommodate a table with chairs. At the end of the hallway, we are welcomed by the impressive living room, the heart of the home, with a fireplace that provides cozy warmth during the winters. From here, you access a spectacular terrace with pergola and views of the beautiful rear garden. Towards the other side of the house, there are the bedrooms: the first two are bright and cozy, both with built-in wardrobes. At the back, the fabulous master bedroom has a large dressing room and a truly exceptional en-suite bathroom. The construction of the house is solid and the qualities are first class. The floors are made of porcelain stoneware, the doors are made of high-quality oak, and the climalit aluminum windows, lacquered in white, offer excellent energy efficiency. The boiler area has individual doors for each room, which adds a touch of organization and functionality. Best of all is the basement, which is raw and offers a blank canvas to let your imagination run wild and customize it to the owner's needs and desires. In short, this chalet is a true gem that you cannot miss. We are sure that you will fall in love with its well-distributed spaces, its construction quality and its endless customization possibilities.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,1201.0,https://www.idealista.com/inmueble/103864037/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f8/90/ab/1202546205.jpg,Torres de la Alameda,False,-3.3597072,Torres de la Alameda,nan,chalet,False,nan
3,Madrid,188.0,True,False,{'title': 'Detached house'},False,4,False,nan,False,93,EG5738,es,nan,101411306,399900.0,40.3985748,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Alcalá Inmobiliaria sells a wonderful independent villa of 188 m2 built (according to cadastre) + the meters of the basement, on a 248m2 plot, in the best area of Torres de la Alameda, 15 minutes from Alcalá de Henares It is distributed over 3 floors: On the ground floor, entrance through the front patio with access to the entrance porch to the house, 33 m2 living room, large bright independent kitchen extended with a glass-enclosed office, furnished with basic appliances (oven, hood and ceramic hob) and with access to the patio 60m2 rear, porch with pergola conditioned to enjoy with the family, built-in barbecue and warehouse-type hut where the natural gas boiler is, full bathroom with built-in shower, 2 built-in wardrobes, shoe and coat rack, 3 bedrooms and In the main room, a suite-type bathroom with a built-in shower tray. On the ground floor we find a completely renovated open-plan attic fitted out as 1 double bedroom, large living room and ready installation for a bathroom and kitchen, lights on the floor, industrial air conditioning with heat pump, with access to a solarium terrace. In the basement, open plan kitchen with island, furnished with basic appliances (oven, hood and ceramic hob), iron fireplace with wood, wood oven, full bathroom with built-in shower, ironing room, pantry, 1 bedroom (with the possibility open window), 14m2 workshop, 33 m2 garage for 2 cars with motorized door. Top quality materials, heating and hot water with natural gas boiler, porcelain floors and tiles, double glazed aluminum windows, mosquito nets, built-in wardrobes in all rooms, marble floors, AC 52 pergo wood flooring, stair railing. glass, air conditioning with heat pump, and bars throughout the house, excellent conservation. Torres de la Alameda has two nursery schools, a primary school, a secondary school, an adult school, four bus lines that connect the town with Alcalá de Henares, Arganda and Madrid, sports facilities and a location that allows you to reach Madrid. in 30 minutes and to Alcalá de Henares in 15 minutes. COME VISIT IT!   Do you want to know if they grant you the mortgage? Do you have to sell your house to buy this one? Call us and we will inform you about everything for free. Meters of the home collected and contrasted according to cadastre/registry. The sales prices do not include legal taxes or deed expenses.   This announcement is not binding and may contain errors. It is shown for informational purposes and is not contractual.  .",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,2127.0,https://www.idealista.com/inmueble/101411306/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/87/a2/bf/1121091953.jpg,Torres de la Alameda,False,-3.3598153,Torres de la Alameda,nan,chalet,False,nan
1,Madrid,85.0,True,False,{'title': 'Flat in Calle Real'},False,3,False,True,False,29,133207,es,False,98990117,179900.0,40.4083231,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Call us and visit this house. 85 m² apartment in Torres de la Alameda, province of Madrid. This house, due to its size, meets the needs of a family with children. It is located on the ground floor and is distributed in a living room, fitted kitchen, three bedrooms and a full bathroom. In addition, the apartment has a patio with a 30 m² pergola so you can have breakfast outdoors and built-in wardrobes, you won't have to worry about storage space. The property is all exterior. It also has a storage room, which increases the storage capacity of your home. This apartment, located on an easily accessible road, has a garage for greater security. Also, due to its east orientation, in this house you will enjoy the sun in the morning. The house is sold unfurnished and in good condition, ready to move in. As for the qualities, this apartment has air conditioning, heating with a nightly rate with accumulators, PVC carpentry and parquet flooring, which gives a lot of warmth to the home. This house is located in a well connected area, very close to the bus stop. For greater comfort, the house is very close to a medical center and a school. h1o3u3s2e0l7l.",False,{'typology': 'flat'},good,2116.0,https://www.idealista.com/inmueble/98990117/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/43/45/28/1030660361.jpg,Calle Real,False,-3.3655904,Torres de la Alameda,bj,flat,False,nan
3,Madrid,286.0,False,False,{'title': 'House'},False,5,False,nan,False,69,EG5354,es,nan,97793657,480000.0,40.4023152,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"You will not find another home like this spectacular semi-detached house with a private pool in the best area of Torres de la Alameda. It is a property made on a whim, with the best possible qualities. It has a basement with space for three vehicles, and an automatic access door, and a boiler room. with a variety of uses in addition to the garage, such as workshop, cellar, etc. We access the house through a glazed porch that leads to the main entrance. Upon entering you can already perceive the exceptional nature of the house, with an open stairwell, where you can enjoy the spectacular bubinga wood railing, high quality wood, resistant and very decorative, carved by hand and with solid steps through which we access both to upper floors such as the basement. All the doors are of this same exceptional wood. On this ground floor we can enjoy a large independent living room, a bedroom, a bathroom with a shower and a newly renovated kitchen with basic appliances and access to the back porch and pool. On the first floor we find 3 double bedrooms with fitted wardrobes and an en-suite bedroom with a sunny terrace, dressing room and bathroom. In the upper part of the house and as the culmination of this exclusive property, a large attic (Unconditioned) with two wonderful terraces with spectacular views, one of them. The construction qualities are unbeatable. stairs, doors and built-in wardrobes of the aforementioned wood, on the ground floor, superior quality rustic-style ceramic flooring and on the first floor solid WOOD flooring. Double Climalit windows with armored glass on the ground floor. Air conditioning in living room, smooth paint, gas heating and hot water. You only have to finish falling in love by visiting it and admiring its style, impeccable condition and its sunny and wide spaces. The indicated meters are taken from the cadastre and/or registry. The sales prices do not include legal taxes or deed expenses.  .",False,{'typology': 'chalet'},good,1678.0,https://www.idealista.com/inmueble/97793657/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7e/6f/2b/1185218526.jpg,Torres de la Alameda,True,-3.3665011,Torres de la Alameda,nan,chalet,False,nan
3,Madrid,285.0,True,False,{'title': 'Terraced house'},False,4,False,nan,False,88,C0026-02103,es,nan,103318045,340000.0,40.4034187,False,nan,sale,nan,"Do you want to live in a spacious townhouse with a large patio, common areas and solar panels? Ground floor with covered entrance porch, large kitchen, toilet and living room with fireplace and air conditioning, access to patio and access to common areas with gardens and swimming pools. First floor with hallway, three bedrooms and two bathrooms, one of them en suite, built-in wardrobes in all bedrooms. Attic floor, living room with fireplace, bedroom, closets and bathroom with shower. Basement, access via covered ramp, garage for three vehicles, storage room and cellar with access via underground staircase.",False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",good,1193.0,https://www.idealista.com/inmueble/103318045/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f5/1c/7c/1185603552.jpg,Torres de la Alameda,True,-3.3684598,Torres de la Alameda,nan,chalet,False,nan
3,Madrid,255.0,True,False,{'title': 'Semi-detached house in Federico Garcia Lorca'},False,4,False,nan,False,43,3558,es,nan,102854611,325000.0,40.4046657,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"BEAUTIFUL VILLA IN TORRES DE LA ALAMEDA WITH ATTIC AND URBANIZATION WITH COMMUNITY POOL CONSTRUCTION 2006 CHARACTERISTICS: Spectacular home of 255 built in one of the best and quiet areas of Torres de la Alameda, a few meters from the center of town. IMPECCABLELY preserved and with improvements. Striking for the spaciousness and luminosity of all its rooms. Age of the year 2006. The chalet is distributed over four large floors connected internally by comfortable wooden stairs and with a skylight that brings light to the home. - SEMI-BASEMENT FLOOR: has an area of approximately 78 m² and is intended for a garage for two/3 cars, and has a room for washing machines. -MAIN FLOOR. This floor has an area of approximately 77m2 and is distributed in several rooms: a distributor that connects a large and spacious 42 m2 living room with access to a rear plot with a removable pool, a guest toilet and a very bright fitted kitchen, with access also to the front patio of 55 meters. -FIRST FLOOR. It has a hall that connects with 3 large bedrooms with large built-in wardrobes and 2 bathrooms, one of which is a suite. -GROUND FLOOR-COVERED ATTIC. Fully equipped, approximately 25m2. QUALITIES: Floors/Platforms, Windows/Aluminum Climalit Doors/design in wood, Paint/gotelé, Heating/Individual (Natural Gas), Garage door/Automatic exterior and manual interior. Door/Armored, Air conditioning in living room and two bedrooms Wardrobes/Built-in Facade/exposed brick AREA: Located in an area with all types of shops and services. Well connected by the M-220 M-224 and M-225 roads. Towards the west is the M-300 that connects Alcalá de Henares with Loeches until reaching the A-3 highway (Madrid-Valencia) Consolidated municipality, with supermarkets, public schools and institutes, clinic, pharmacies, municipal swimming pool, etc.. . MARKETS: ""Reylank Propiedades"" is a company that since its foundation more than 20 years ago is dedicated to providing consulting and mediation services within the real estate and financial sector.",False,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",good,1275.0,https://www.idealista.com/inmueble/102854611/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b1/61/b2/1169930697.jpg,FEDERICO GARCIA LORCA,False,-3.3627997,Torres de la Alameda,nan,chalet,False,nan
2,Madrid,200.0,False,False,{'title': 'Terraced house in Almendros'},False,4,False,nan,False,84,nan,es,nan,103585189,309000.0,40.3995101,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Last days on sale! Valeshouse Real Estate offers you: Incredible opportunity! We present this wonderful semi-detached house located on two adjoining plots. with a total of 500m2. The house is built on one of the plots and consists of three floors, this house has all the amenities you need to live in complete comfort. At the entrance, you will be greeted by a large closed porch with a practical built-in closet for coats, shoes, etc. Large kitchen completely renovated and with a pantry, it is perfect for food lovers. Furthermore, on the ground floor you will find a toilet and a cozy living/dining room with fireplace and air conditioning. The chalet has front and rear patios, a garage for one car and a closed clothesline. On the upper floor, you will find three spacious and bright bedrooms, all of them equipped with new built-in wardrobes and wooden floors. The full bathroom, also renovated, has a large bathtub and a practical sliding door. But that's not all, in the basement you will find a large living room, an additional room and a boiler room, all renovated and ready to enjoy. In addition, on the adjacent plot you will find a spectacular 30m² built-in swimming pool, a woodshed, a barbecue area, a garage for two cars and a storage room. The house has windows and sliding doors with Climalit glass. + shutters which guarantee excellent thermal and acoustic insulation, A/C in the living room and the 3 bedrooms, in addition, it is very bright on all its floors. For your comfort, it has solar panels and heating with diesel radiators in all rooms. The fireplace, for its part, heats the entire house, giving you a cozy and comfortable atmosphere, stoneware and wooden floors, interior carpentry in oak. This chalet is ideal for a family, located next to Olof Park and the school. In addition, the town has all the necessary services, such as a medical center and schools, institute, supermarket, Municipal sports center, Medical Center 20 minutes from Alcalá de Henares 30 from Adolfo Suarez airport Don't miss the opportunity to live in this beautiful and cozy house. Legal taxes and deed expenses not included in the final sale price. - Built area: 200 m² - Useful area: 184 m² - 4 bedrooms - 2 bathrooms - Terrace - Second hand/Good condition - Built-in wardrobes - Storage room - North, South Orientation - 500 m² plot - Parking place.",False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",good,1545.0,https://www.idealista.com/inmueble/103585189/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6c/50/53/1194107886.jpg,Almendros,False,-3.3613851,Torres de la Alameda,nan,chalet,False,nan
2,Madrid,93.0,True,False,"{'title': 'Flat in Paseo de los Pozos , 31'}",False,3,False,True,False,4,P_P4_B,es,True,102751837,203380.0,40.4033383,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Welcome to the new construction development in Torres de la Alameda! This impressive urbanization has a swimming pool and large garden areas so you can enjoy the outdoors and relax in a quiet and natural environment. We offer different types of homes, from one-bedroom apartments to spacious penthouses with several terraces. All homes are designed with high-quality materials and luxury finishes to ensure maximum comfort and elegance. In addition, each house has a large terrace to enjoy the views and the sun, as well as a garage space included in the price for greater comfort and security. The promotion is located in a privileged location, close to all the services and amenities you need for day to day, such as shops, restaurants and public transport. Do not miss the opportunity to live in one of the most exclusive areas of Torres de la Alameda. Contact us now for more information and book your visit!",True,{'typology': 'flat'},newdevelopment,2187.0,https://www.idealista.com/obra-nueva/102751837/,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/50/e8/a9/1116630779.jpg,"Paseo de los Pozos , 31",False,-3.3627796,Torres de la Alameda,1,flat,False,nan
2,Madrid,88.0,True,False,"{'title': 'Flat in Paseo de los Pozos , 31'}",False,3,False,True,False,4,P_P6_A,es,True,102751836,193260.0,40.4033383,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Welcome to the new construction development in Torres de la Alameda! This impressive urbanization has a swimming pool and large garden areas so you can enjoy the outdoors and relax in a quiet and natural environment. We offer different types of homes, from one-bedroom apartments to spacious penthouses with several terraces. All homes are designed with high-quality materials and luxury finishes to ensure maximum comfort and elegance. In addition, each house has a large terrace to enjoy the views and the sun, as well as a garage space included in the price for greater comfort and security. The promotion is located in a privileged location, close to all the services and amenities you need for day to day, such as shops, restaurants and public transport. Do not miss the opportunity to live in one of the most exclusive areas of Torres de la Alameda. Contact us now for more information and book your visit!",True,{'typology': 'flat'},newdevelopment,2196.0,https://www.idealista.com/obra-nueva/102751836/,False,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/50/e8/a9/1116630779.jpg,"Paseo de los Pozos , 31",False,-3.3627796,Torres de la Alameda,1,flat,False,nan
