bathrooms,province,size,hasPlan,topNewDevelopment,suggestedTexts,hasVideo,rooms,has360,exterior,hasStaging,numPhotos,externalReference,country,hasLift,propertyCode,price,latitude,showAddress,parkingSpace,operation,description,newDevelopment,detailedType,status,priceByArea,url,newDevelopmentFinished,thumbnail,address,has3DTour,longitude,district,municipality,floor,propertyType,topPlus
2,Madrid,180.0,True,False,"{'subtitle': 'Centro, San Fernando de Henares', 'title': 'Flat'}",True,4,False,True,False,33,YM180168,es,False,99735224,450000.0,40.4227905,False,nan,sale,"GILMAR Consulting Inmobiliario Madrid, Conde Orgaz-Campo de las Naciones, commercializes in the best area of San Fernando de Henares, this house of enormous dimensions with 180 m² and a glazed terrace of 40 m². The house has 4 bedrooms originally, (currently 3, could be again 4 with a single partition), 2 bathrooms and two terraces (52 m² in total). We must emphasize the magnificent location in front of the town hall square and the metro stop, without forgetting its distribution, really comfortable and functional, all designed to ensure the comfort of its future owners, is undoubtedly a unique opportunity to live in one of the neighborhoods with the highest quality of life in Madrid. It is strategically located in one of the main expansion/luxury/prime areas of Madrid, where you can find health and educational centers, green areas and shopping centers at a distance of only 16 km from Madrid. It is not too far from Madrid-Barajas Airport and the Juan Carlos I Trade Fair Center, so it is very well connected. It is connected by the M-45, M-50, A-II, M21. M-203, M-206 and R-3, Renfe five minutes away, and the 16 bus lines that connect the city. Regarding health, the neighborhood offers 2 health centers and 1 hospital, considered one of the best in the Community of Madrid. It is an exceptional residential location, just a few kilometers from the emblematic areas of influence of the airport and IFEMA. With an unbeatable communication, in its vicinity you can find shopping centers (Corte Inglés, Hipercor, Arturo Soria Plaza, Plenilunio, etc.), parks (Juan Carlos I, Juan Pablo II, Quinta Molinos, Marques Suanzes, El Capricho, etc.), sports clubs, schools, business parks (Julián Camarillo, Las Mercedes, Campo de las Naciones, IFEMA, Alameda de Osuna, Barajas, etc.), business areas (La Mile, Las Mercedes, Campo de las Naciones, IFEMA, Alameda de Osuna, Barajas, etc.), business areas (La Mile, Las Mercedes, Campo de las Naciones, IFEMA, Alameda de Osuna, Barajas, etc.), etc.). ), business areas (Madrid's technological golden mile, the so-called Silicon Valley of Madrid, an environment with more than 200 companies in the technology sector, full of data centers and kilometers of fiber optics), hospitals, business headquarters, hotels (hotels, fairgrounds-IFEMA, etc.). With direct access to M-30 and M-40, and 5 minutes from the center of Madrid and the Adolfo Suárez Madrid-Barajas International Airport. In Gilmar we work to offer our customers the best properties in Madrid, with specialized teams in each area to provide the best option to your needs, with all the excellence and taking care of the details.",False,{'typology': 'flat'},good,2500.0,https://www.idealista.com/inmueble/99735224/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/23/e3/fb/1052820467.jpg,Centro,True,-3.5355369,Centro,San Fernando de Henares,1,flat,False
2,Madrid,150.0,True,False,"{'subtitle': 'Centro, San Fernando de Henares', 'title': 'Flat'}",True,3,False,True,False,33,YM180165,es,False,99734252,435000.0,40.424197,False,nan,sale,"GILMAR Real Estate Consulting Madrid, Conde Orgaz-Campo de las Naciones, offer this amazing Apartment in San Fernando de Henares, 150 m2, 3 bedrooms, 2 bathrooms, independent living, kitchen, terrace of 35 square meters, facing South. The property is located in a very convenient surrounding, shopping Malls (Corte Inglés, Hipercor, Arturo Soria Plaza, Plenilunio, etc. ), parks (Juan Carlos I, El Capricho, Juan Pablo II, Quinta Molinos, Marqués Suanzes, etc. ), sports club (Prunos Sports Center, Club de Golf Olivar de la Hinojosa, etc. ), schools (Liceo Francés, San José del Parque (Maristas), Colegio Bristol, Santa María de la Hispanidad, Alameda de Osuna, etc. ), business parks (Julian Camarillo, Las Mercedes, Campo de las Naciones, Alameda, Barajas, etc. ), hospitals (University Hospital of Navarra, etc. ), Organizations and Multi Enterprises (business venues) (Vodafone, Banco Popular, ABC, EL PAIS, Registros de la Propiedad de Madrid, Banco de España, CSIF, Telefonica, Liberty Seguros, AENA, National Courts, General Traffic Department, etc. ), hotels (Hilton, Barcelo, Confortel, Melia, etc. ), IFEMA International Exhibition Centre, etc. Direct access to M-30 and M-40, 5 min. to downtown Madrid and to Adolfo Suarez Madrid-Barajas International Airport. In Gilmar we work to offer the finest properties in Madrid, our specialized team will provide you professional consulting to meet our clients’ needs in every detail.",False,{'typology': 'flat'},good,2900.0,https://www.idealista.com/inmueble/99734252/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/dd/05/65/1052788947.jpg,Centro,True,-3.5336907,Centro,San Fernando de Henares,2,flat,False
4,Madrid,245.0,True,False,"{'subtitle': 'Montserrat - Parque Empresarial, San Fernando de Henares', 'title': 'Terraced house'}",True,5,False,nan,False,39,JS177032,es,nan,99378908,490000.0,40.4235616,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"Gilmar Consulting Inmobiliario offers for sale spectacular townhouse in residential area of San Fernando de Henares. GILMAR CONSULTING REAL ESTATE Conde Orgaz-Campo de las Naciones, markets in San Fernando de Henares in the best residential area this spectacular villa, super bright and with a very functional distribution. The property has 5 bedrooms, 3 bathrooms, garage, garden, etc. - MAIN FLOOR consists of entrance hall, large living room divided into two rooms plus dining room with fireplace and direct access to the garden, large kitchen-office with access to the dining area, pantry, and bathroom.  - On the FIRST FLOOR, 4 bedrooms, one of them with bathroom en suite, and another bathroom for the rest of the bedrooms. On the SECOND FLOOR, it consists of bedroom or living room with bathroom and a spectacular terrace of 30 m². The house has a garden in the back and another in the entrance area where you can develop different environments and even a pool. The communication is unbeatable, as it is only 3 minutes walk from the metro station (line 7). It has in the vicinity of schools, sports centers, stores, green areas...  In Gilmar we work to offer our customers the best properties in Madrid, with specialized teams in each area to provide the best option to your needs, with all the excellence and taking care of the details. It is strategically located in one of the main expansion/luxury/prime areas of Madrid. An exceptional residential location, a few meters from the emblematic areas of influence of the airport and IFEMA. The communication is unbeatable, in its vicinity you can find shopping centers (Corte Ingles, Hipercor, Arturo Soria Plaza, Plenilunio, etc.), parks (Juan Carlos I, Juan Pablo II, Quinta Molinos, Marques Suanzes, El Capricho, etc.), sports clubs (Centro Deportivo los Prunos AQA, Club de Golf Olivar de la Hinojosa, etc.), schools (Liceu Francés, Liceu de Madrid, etc.), etc. ), schools (Lycée Français, San José del Parque -Maristas Colegio Bristol, Alameda de Osuna, Colegio Gaudem, Montessori, Darlington School, Nuestra Señora santa María, Nursery School, Patrocinio de María, Santa María de la Hispanidad, Escuela Iraquí de Madrid, Instituto saudí de Madrid, Parque Conde de Orgaz, Ecole Maternelle Françoise Pomme D 'api, Colegio Brains María Lombillo, etc. ), business parks (Julián Camarillo, Las Mercedes, Campo de las Naciones, IFEMA, Alameda de Osuna, Barajas, etc.), business areas (Madrid's technological golden mile, the so-called Silicon Valley of Madrid, an environment with more than 200 companies in the technology sector, full of data centers and kilometers of fiber optics), hospitals (Clínica Universitaria de Navarra, etc.), business headquarters (Vodafone, etc.), and business centers (Vodafone, etc.). ), business headquarters (Vodafone, Banco Popular, ABC, El PAIS, Madrid Property Registries, Bank of Spain, CSIF, Telefónica, Liberty Seguros, AENA, Courts, Traffic Headquarters, etc.), hotels (Meliá, Hilton, Barceló, Confortel, IBIS, etc.), fairgrounds-IFEMA, etc. with direct access to M-30 and M-40, M-11, 5 minutes from downtown Madrid and Adolfo Suárez Madrid-Barajas International Airport. In Gilmar we work to offer our clients the best properties in Madrid, with specialized teams in each area to provide the best option for your needs, with all the excellence and attention to detail.",False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",good,2000.0,https://www.idealista.com/inmueble/99378908/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/53/a9/d1/1042034853.jpg,Montserrat - Parque Empresarial,True,-3.5257425,Montserrat - Parque Empresarial,San Fernando de Henares,nan,chalet,False
1,Madrid,66.0,True,False,"{'subtitle': 'Montserrat - Parque Empresarial, San Fernando de Henares', 'title': 'Flat in Travesía de Montserrat'}",True,3,False,True,False,50,4411,es,True,103700067,180000.0,40.4300923,False,nan,sale,"APARTMENT IN SAN FERNADO DE HENARES! Located in a building with an elevator, it consists of three bedrooms, two of them with built-in wardrobes and one with hot/cold air split. Living room with air conditioning and heat pump, with access to the closed terrace, with beautiful glazing and offering quiet views. The kitchen, provided with high and low furniture, basic appliances and access to the closed clothesline The bathroom, with a shower tray, which will serve all the rooms. The property has a storage room included in the price Located in an unbeatable area, due to its proximity to the suburban station and several bus lines heading to the Avenida de América interchange. Come visit it without obligation!",False,{'typology': 'flat'},good,2727.0,https://www.idealista.com/inmueble/103700067/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ef/75/af/1197506935.jpg,Travesía de Montserrat,False,-3.5313232,Montserrat - Parque Empresarial,San Fernando de Henares,4,flat,False
2,Madrid,140.0,False,False,"{'subtitle': 'Montserrat - Parque Empresarial, San Fernando de Henares', 'title': 'Flat'}",False,3,False,True,False,32,00510,es,True,103876287,259000.0,40.4307366,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"Millenium Servicios Inmobiliarios presents this renovated apartment with all the features you could ask for in a home and in a very well connected area close to the center of San Fernando de Henares. The apartment consists of 140 meters built with a useful area of 85 meters perfectly distributed in a hall, living room, kitchen, three bedrooms, all of them equipped with built-in wardrobes and two bathrooms, both with a shower. The property has been recently renovated and among its qualities we have wooden floors, smooth walls, solid white lacquered doors, air conditioning in the living room and master bedroom, double windows and individual natural gas heating with a new boiler. IT HAS A GARAGE AND STORAGE ROOM INCLUDED IN THE PRICE. IN SAN FERNANDO AND COSLADA MILLENIUM MAKES THE DIFFERENCE HONESTY AND PROFESSIONALISM SINCE 1996.",False,{'typology': 'flat'},good,1850.0,https://www.idealista.com/inmueble/103876287/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a4/72/c7/1202929647.jpg,Montserrat - Parque Empresarial,False,-3.5306468,Montserrat - Parque Empresarial,San Fernando de Henares,1,flat,False
2,Madrid,88.0,True,False,"{'subtitle': 'Centro, San Fernando de Henares', 'title': 'Flat in Calle de los Alperchines'}",False,3,False,True,False,23,CLK01/GV48,es,False,101520800,210000.0,40.4257865,False,nan,sale,"Book this spacious and functional 88 m² home NOW and start living in it WITHOUT the need for renovation. Clikalia manages the sale of this apartment in excellent condition, located in Madrid. It has a total area of 88 m² distributed in a living-dining room, an equipped open kitchen, 3 bedrooms, one of them with an en-suite bathroom and 2 practical and functional full bathrooms. The living/dining room is bright and welcoming, perfect for entertaining and family time. The equipped open kitchen gives you the possibility to prepare delicious meals while interacting with your loved ones. The terrace offers a space for outdoor activities, such as reading or even gardening. Main features: - Exterior - Split air conditioning - Individual heating with radiators - Terrace with awning - Solar panels - Electric shutters - Oak doors - Marble in the bathrooms Located in San Fernando de Henares, on Calle Alperchines, the house has excellent communications and is very close to places of general interest such as the Plaza de España, the center of San Fernando and the Valencia Shopping Center. At the same time, it is close to supermarkets, restaurants, schools, bus stops and the San Fernando metro station (L7). Schedule your visit NOW and discover what your new home is like inside. We accompany you throughout the entire process, taking charge of the necessary procedures, taking you by the hand until the signing so that you don't have to worry about absolutely anything. Ask us without obligation from Monday to Friday from 9:00 a. m. to 8:00 p. m. Relevant information: * This property is not owned by the CLIKALIA group, the sale is made by order of the owner in its marketing. * The acceptance of the offer may take more than 72 hours due to needs and particularities of the property. *The peculiarities of the contract between the property and the seller may vary at their will, based on the conditions and terms established as if the apartment belonged to CLIKALIA. Do you own a home and want to sell it? At Clikalia we manage the sale of your house. We assume 100% of the procedures, without additional costs and with only a single payment.",False,{'typology': 'flat'},good,2386.0,https://www.idealista.com/inmueble/101520800/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/37/6b/31/1143358329.jpg,Calle de los Alperchines,False,-3.5363186,Centro,San Fernando de Henares,2,flat,False
2,Madrid,125.0,True,False,"{'subtitle': 'Montserrat - Parque Empresarial, San Fernando de Henares', 'title': 'Flat in Rosa Pardo'}",False,3,False,True,False,29,3701,es,True,91805389,257500.0,40.42435,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"Apartment in San Fernando de Henares, Rosa Pardo Investment opportunity: OCCUPIED PROPERTY! Impossibility of internal visit. The photographs may not correspond to the current state of the property. The price of the property has been set considering that the property is acquired by the buyer in an occupied state, so said price would not apply if at the time of formalization of the public deed the property was free of occupants. We offer you an apartment in the Parque Henares area in a building with an elevator, which has an entrance hall, 3 bedrooms, 2 bathrooms, living room, kitchen with clothesline, garage and storage room. It is a bright apartment, with closets, parquet and stoneware floors, natural gas, a magnificent investment opportunity. Located in a well-connected area with all services, near Dolores Ibarruri Park and Plaza de Fernando VI, as well as schools, playgrounds and gardens.. . Call us and we will inform you without obligation. FRESNO REAL ESTATE Your trust is our motivation.",False,{'typology': 'flat'},good,2060.0,https://www.idealista.com/inmueble/91805389/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/83/96/8c/823726169.jpg,Rosa Pardo,False,-3.52794,Montserrat - Parque Empresarial,San Fernando de Henares,1,flat,False
1,Madrid,65.0,True,False,"{'subtitle': 'Fuencasa, San Fernando de Henares', 'title': 'Flat in Cl. Palencia'}",True,2,False,True,False,22,4276,es,True,101258496,123000.0,40.4281966,False,nan,sale,"Apartment for sale in San Fernando de Henares, Fuencasa area. The house has 65 m² distributed in a living-dining room with access to a terrace, 2 bedrooms, one of them with a built-in wardrobe, a fitted kitchen and a bathroom with a bathtub and a window. The building has an elevator. Throughout the house there are double windows. The apartment is located in the urban center of San Fernando, close to services and shops. Easy access by bus, by metro stop San Fernando and M-21 highway. We can help you with financing if you need it Call us and come visit it.",False,{'typology': 'flat'},good,1892.0,https://www.idealista.com/inmueble/101258496/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/bf/a4/d0/1116076485.jpg,CL. PALENCIA,False,-3.5357757,Fuencasa,San Fernando de Henares,4,flat,False
1,Madrid,70.0,True,False,"{'subtitle': 'Montserrat - Parque Empresarial, San Fernando de Henares', 'title': 'Penthouse'}",True,1,False,True,False,26,W-02SU7L,es,True,102111896,212000.0,40.4283275,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"Charming Penthouse in San Fernando de Henares Welcome to the penthouse of your dreams! This charming penthouse offers you a unique living experience, perfect for those looking for the ideal combination of comfort and outdoor space. This magnificent penthouse features: Bedroom: A cozy and spacious bedroom that will give you the rest you deserve. Its modern and elegant design creates a relaxing and serene atmosphere, ideal for disconnecting and recharge your batteries. Full bathroom: A bathroom carefully designed to satisfy all your needs. With high quality finishes and modern accessories, it will provide you with a comfortable place for your daily personal care routine. Great terrace of 20 m²: The jewel in the crown of this penthouse is its spectacular terrace of 20 square meters. With breathtaking views of the city or the surrounding landscape, this terrace will be your private oasis. You will be able to enjoy unforgettable moments outdoors, organize dinners under the stars or simply relax with your favorite drink while gazing at the horizon. Open and bright space: The design of this penthouse focuses on making the most of natural light, creating a feeling of spaciousness and warmth throughout the space. The open layout harmoniously connects the living room, kitchen and terrace, allowing for a seamless transition between the indoor and outdoor environments. Well-equipped kitchen: The kitchen is equipped with modern appliances and functional furniture, providing you with an ideal space to enjoy the space. San Fernando de Henares is a city located in the Community of Madrid, Spain. It is located east of Madrid capital and is part of the metropolitan area of the Spanish capital. Below is a general description of San Fernando de Henares: Location and accessibility: San Fernando de Henares enjoy a strategic location, as it is about 15 kilometers from the center of Madrid. This makes it accessible both by car and by public transport, with bus and train connections connecting the city with Madrid and other nearby towns. History: The city has a rich history dating back to prehistoric and Roman times. However, its modern development is linked to industrial and residential growth in the second half of the 20th century. Population: San Fernando de Henares has a diverse and multicultural population, with inhabitants of different origins and nationalities. The city welcomes a diverse and welcoming community. Services and amenities: The city have a wide range of services and amenities for its residents, such as stores, supermarkets, health centers, banks, restaurants and bars. There are also parks, green areas, and recreational spaces where residents can enjoy outdoor activities. Education: San Fernando de Henares offers a variety of educational services, from nursery schools to high schools and vocational training centers. There are also libraries and cultural centers.",False,"{'typology': 'flat', 'subTypology': 'penthouse'}",good,3029.0,https://www.idealista.com/inmueble/102111896/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8b/68/3d/1198272173.jpg,Montserrat - Parque Empresarial,False,-3.5313155,Montserrat - Parque Empresarial,San Fernando de Henares,nan,penthouse,False
1,Madrid,94.0,True,False,"{'subtitle': 'Parque Roma - Coronas, San Fernando de Henares', 'title': 'Flat'}",True,2,True,True,False,23,W-02T6FD,es,True,102516249,187000.0,40.4233103,False,nan,sale,"Cozy apartment in San Fernando de Henares Engel & Völkers presents this amazing opportunity to renovate and personalize your home in this spacious 2 bedroom apartment! This bright apartment, located in a quiet and convenient area, is waiting to be transformed into your ideal space. Outstanding features: Spacious Spaces: With two generous bedrooms, a spacious living room, and a kitchen with potential to be open, you'll have all the room you need to create a cozy and functional environment. Abundant natural light: Large windows in every room allow natural light to flood every corner of the home, creating a warm and inviting atmosphere. Upgrade potential: This apartment is like a blank canvas, ready for you to apply your creativity and personal tastes. Imagine your dream kitchen, modern bathroom and details that reflect your style. Convenient location: Located in a quiet area, but still close to shopping, restaurants and local amenities, you'll have everything you need within walking distance. Oportunidad de inversión: Si buscas una inversión, este piso ofrece un gran potencial de revalorización. Una renovación bien planificada puede aumentar significativamente su valor. Estacionamiento privado: Opcional a la venta a pocos metros un espacio de estacionamiento privado, lo que facilita la vida en la ciudad. Comunidad segura y amigable: Disfruta de la tranquilidad de una comunidad segura y amigable, perfecta para familias y profesionales. Este piso es una verdadera joya esperando ser pulida. Conviértelo en el hogar de tus sueños y disfruta de la satisfacción de crear un espacio que refleje tu estilo y personalidad. ¡No pierdas la oportunidad de hacerlo tuyo! Contáctanos hoy mismo para programar una visita y descubrir todo el potencial que esta propiedad tiene para ofrecer. Avenida San Sebastian in San Fernando de Henares is a very attractive location to live, offering a number of advantages and amenities that make this area a desirable place to reside. Here is a description of the area: Central Location: this address is in the heart of San Fernando de Henares, which means you'll be close to many essential amenities. You will have easy access to stores, restaurants, supermarkets, pharmacies and other basic services within a few minutes' walk or drive. Public Transportation: The area is well connected to public transportation. You can find bus stops nearby that will take you to Madrid and other surrounding towns. In addition, the San Fernando de Henares train station is within walking distance, making it easy to commute to the center of Madrid and other areas. Leisure Options: San Fernando de Henares offers a variety of leisure and entertainment options. From local parks where you can enjoy outdoor activities to restaurants and bars where you can sample the local cuisine. Education: If you have school-age children, the area has a variety of schools and colleges, making it convenient for families. The proximity to educational centers can be a significant advantage. Safety: San Fernando de Henares is generally considered a safe and quiet area, making it a suitable place to live and raise a family. Accessibility: The location on Avenida San Sebastian also provides good accessibility to major roads and highways that connect to other areas in and around Madrid. Green Environment: Despite its central location, the area has green areas and parks where you can relax and enjoy nature.",False,{'typology': 'flat'},renew,1989.0,https://www.idealista.com/inmueble/102516249/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9b/92/1b/1158370949.jpg,Parque Roma - Coronas,False,-3.5279423,Parque Roma - Coronas,San Fernando de Henares,nan,flat,False
