bathrooms,province,size,hasPlan,topNewDevelopment,suggestedTexts,hasVideo,rooms,has360,exterior,hasStaging,numPhotos,externalReference,country,hasLift,price,propertyCode,latitude,showAddress,parkingSpace,operation,description,newDevelopment,detailedType,status,priceByArea,url,thumbnail,address,has3DTour,longitude,municipality,floor,propertyType,topPlus
3,Madrid,398.0,True,False,{'title': 'Detached house in Calle Rio Jarama'},False,4,True,nan,True,99,3248-23168,es,nan,375000.0,102971326,40.1141571,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"Excellent and modern individual villa in Villarejo de Salvanés (Madrid), in the town of Las Huertas de Villarejo.On a large plot of 2,596 m² (according to cadastre) with the possibility of agricultural and livestock activities due to the classification of the land. Urban planning regime: residential-agrarian use.Typology: single-family home with agricultural and livestock activities. The house is made up of two floors, in addition to the patio.The main floor with the patio is registered: 194.15 m².The ground floor has the same dimensions as the main floor (without the patio). - Main floor: with large LIVING-DINING ROOM, with large windows, air conditioning, exit to the garden; KITCHEN, with air conditioning and exit to the outside, next to the pool; INDEPENDENT BATHROOM; TWO BEDROOMS, with built-in furniture, with access to the pool; TWO BEDROOMS with en-suite bathrooms, with air conditioning, with access to the garden, with built-in furniture.THREE DISTRIBUTOR HALLWAYS, with exits to the patio and garden through the main entrance.PATIO, very large and with many possibilities for installations, with access to the plant low. - Ground floor: with GARAGE, with access from the garden and with capacity for three cars, with motorized door; TWO SIDE ROOMS, each approximately 70 m²; MACHINE ROOM; STORE. - 6x3 x1.50 m² swimming pool, with purifier, prepared for fresh or salt water. To move in, it is like new, with very little use.With building and first occupation license. Full alarm and security cameras.Motorized security doors and shutters.Motorized and sliding entrance door from the street.Auxiliary water tank with pressure pump.Automatic watering. Villarejo de Salvanés is a municipality and town in the Community of Madrid, located in the so-called Las Vegas region and in the historic Alcarria de Chinchón.Located at kilometer 48 of the A-3 Madrid-Valencia highway.It has a population of 7,629 inhabitants (according to INE 2022). In the municipality there is an educational offer that covers from 0 years old to high school and vocational training.It has all kinds of shops and several supermarkets.It has a health center. Villarejo de Salvanés was declared a Historical Site in 1974, due to the historical relevance of its monumental heritage, composed of the CASA DE LA TERCIA, together with the CHURCH OF SAN ANDRÉS APÓSTOL and the TOWER OF TRIBUTE, which was part of the fortress of the Military Order from Santiago.Currently it is also recognized as one of the VILLAS OF MADRID. Villarejo has several bus lines arranged with the Transport Consortium of the Community of Madrid and connects it with other municipalities in the area, the Hospital del Sureste and Madrid capital.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,942.0,https://www.idealista.com/inmueble/102971326/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/67/a5/db/1173642577.jpg,Calle Rio Jarama,False,-3.2469834,Villarejo de Salvanés,nan,chalet,False
6,Madrid,402.0,False,False,{'title': 'Village house'},False,9,False,nan,False,22,GPF-19050-1,es,nan,400000.0,103855385,40.1700368,False,nan,sale,"GPF-19050-1 3-story house completely renovated for profitability. It is located in the center of Villarejo de Salvanés (Madrid) with an area of 480 m2. It consists of 3 floors. Both the first and second floors have 125 m2 built, the ground floor has 125 m2 built plus a patio for use and enjoyment of 90 m2 built. Currently the rents amount to €600/month for two of the homes and €500/month for the rest. Ground floor consisting of a living-dining room with fireplace and a full American kitchen. 3 bedrooms, 2 bathrooms (one of them with a bathtub) and large patio with barbecue. The first floor has a living-dining room, 3 bedrooms, a fitted kitchen, two full bathrooms and a large terrace facing the patio. Finally, on the second floor we find a house that consists of a living-dining room, 4 bedrooms, a fitted kitchen and two full bathrooms as well as a terrace facing the patio. About us: GEPPCO is a Real Estate Agency that offers both the owner and the buyer all the necessary services so that they can turn their dream into a reality and to do this throughout the process you will have high-level advice and management with extensive experience of more than 25 years and an entire multidisciplinary team in the sector: financial, real estate and legal. GPF-19050-1.",False,"{'typology': 'countryHouse', 'subTypology': 'casaDePueblo'}",good,995.0,https://www.idealista.com/inmueble/103855385/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/dd/ba/b7/1202309681.jpg,Villarejo de Salvanés,False,-3.2781725,Villarejo de Salvanés,nan,countryHouse,False
2,Madrid,337.0,False,False,{'title': 'Detached house'},False,3,False,nan,False,23,00226,es,nan,154000.0,100317027,40.1128804,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"DP2020 sells a magnificent home in the town of Villarejo de Salvanés, in the Los Huertos urbanization, between Villarejo and Villamanrique de Tajo. The property is distributed over two floors, on the first we find the very spacious and bright living-dining room with fireplace, separate kitchen, 3 large bedrooms and 2 bathrooms, the upper part is completely open plan with 3 more quite spacious bedrooms, In addition, this part has access to a terrace with excellent views. In addition to a garage and storage room, it also has a large plot. REQUEST MORE INFORMATION WITHOUT OBLIGATION! DP2020 The real estate agency for demanding families.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,457.0,https://www.idealista.com/inmueble/100317027/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/25/31/90/1097778860.jpg,Villarejo de Salvanés,False,-3.2510136,Villarejo de Salvanés,nan,chalet,False
3,Madrid,234.0,False,False,{'title': 'Terraced house in Callejón del marques'},False,5,False,nan,False,17,20196,es,nan,200000.0,103862057,40.1689654,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"Industrial ESCOBAR puts at your disposal: Housing in the center of the town of Villarejo de Salvanés for Sale with an extraordinary location, just 30 minutes from Madrid capital and 15 minutes from Arganda del Rey, next to the town hall square and the famous castle of Villarejo de Salvanés. Large plot to enjoy your free time, up to 2 floors, has 5 bedrooms, 3 bathrooms, 2 kitchens, cellar and a large garage with capacity for up to two or three vehicles, residential area with all services at your fingertips (kindergartens, schools, institutes, outpatient clinic, hospital, pharmacies, supermarkets, sports city, intercity buses. ) It has: 234.00 m2 built An excellent opportunity, don't miss it. Energy Certification: ""in process"" Taxes and expenses NOT INCLUDED: ITP or VAT, notary, registration, agency, appraisal, etc. Visit us at:.",False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",good,855.0,https://www.idealista.com/inmueble/103862057/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/78/a5/c7/1202492940.jpg,Callejón del marques,False,-3.278041,Villarejo de Salvanés,nan,chalet,False
3,Madrid,300.0,False,False,{'title': 'Detached house in Calle santa maria'},False,5,False,nan,False,17,ffd28f26-fa95-49cc-887c-322de03de7f3,es,nan,339000.0,103326660,40.1662092,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"Huspy welcomes you to this splendid villa located in the municipality of Villarejo de Salvanés, a new home that awaits your arrival. With a functional design, this property has 4 bedrooms, an office and a generously large living room that serves as a social nucleus. The modern and fully furnished kitchen is a dream for culinary lovers. The bathrooms, completely renovated, offer comfort and elegance. With capacity for 3 cars, the garage provides additional practicality. The exterior invites you to enjoy a garden, patio and pool, perfect for sunny days. With multiple balconies and terraces, this chalet is illuminated by daylight, and security bars on the windows add an artistic and secure touch. Main Features: 300 m² plot 260 m² built Excellent build quality 2-story building Yard Garage for 3 cars 1 Housing.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,1130.0,https://www.idealista.com/inmueble/103326660/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4f/60/e4/1185885781.jpg,Calle santa maria,False,-3.2679641,Villarejo de Salvanés,nan,chalet,False
3,Madrid,266.0,False,False,{'title': 'Detached house in Calle garcia lorca'},True,5,False,nan,False,46,nan,es,nan,320000.0,102885927,40.1737479,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"""Tecnocasa Oficina Rivas Centro S. L SELLS an exclusive independent villa in Villarejo de Salvanés."" An imposing independent villa with 266m2 built on a 335m2 plot according to cadastre. The quality of its construction and its comprehensive renovation make this independent villa one of the most exclusive in the municipality. Distributed in 5 large bedrooms, one of them, the main one, with an en-suite bathroom and dressing room, another bathroom with an entrance from the distributor to serve the rest of the bedrooms. Going down to the street level we find 70m2 of useful space distributed in a huge living room with an American kitchen with an island, all with the best qualities, completely renovated in 2021. Garage with capacity for 2 cars inside, with the possibility of leaving a third on the ramp. Area: Villarejo de Salvanés is a charming municipality located in the Community of Madrid, which offers a large number of benefits to those who decide to live there. One of the main attractions of this place is its natural environment. Surrounded by beautiful landscapes, forests and green areas, Villarejo de Salvanés offers the opportunity to enjoy the tranquility and peace that life in contact with nature offers. In addition, this municipality has clean and pure air, which makes it an ideal place for those looking to escape the stress and pollution of the city. Breathing fresh air and enjoying open spaces becomes a revitalizing experience for the body and mind. In terms of services and amenities, Villarejo de Salvanés is not far behind. It has a wide educational offer, with quality schools and institutes, which guarantees an excellent education for children and young people. It also has health centers and medical services nearby, ensuring the well-being and necessary health care for its inhabitants. In terms of infrastructure, Villarejo de Salvanés is well connected to other nearby towns. It has good connections by road and public transport, which makes it easier to travel to Madrid or other nearby areas. In addition, it has a wide variety of local stores where you can find everything you need for everyday life. The quality of life in Villarejo de Salvanés is really high. The calm and welcoming atmosphere creates an environment conducive to enjoying community life. Residents get to know each other and a sense of belonging and camaraderie is created. In addition, it is a safe municipality, which provides peace of mind to its inhabitants. Finally, Villarejo de Salvanés offers a wide range of cultural and sports activities for all tastes. From festivals and cultural events to quality sports facilities, there is always something interesting to do here. In addition, its privileged location near natural spaces such as the Southeast Regional Park provides the opportunity to enjoy outdoor activities such as hiking, cycling or walks in nature. In summary, living in Villarejo de Salvanés is an excellent choice for those looking for quality of life, tranquility and contact with nature. With its privileged natural environment, services and amenities, as well as its welcoming and safe environment, this municipality offers everything you need to enjoy a full and satisfying life. WE IMPROVE YOUR MORTGAGE CONDITIONS WITH OUR KIRON FINANCIAL DEPARTMENT.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,1203.0,https://www.idealista.com/inmueble/102885927/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/35/fa/1c/1170650067.jpg,Calle garcia lorca,False,-3.2849862,Villarejo de Salvanés,nan,chalet,False
1,Madrid,84.0,True,False,{'title': 'Penthouse in Don Quijote de la Mancha'},True,2,False,True,False,44,Villarejo - Ático con terraza y garaje,es,True,122000.0,102806781,40.1658962,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"16 YEARS OLD PENTHOUSE WITH TERRACE AND GARAGE 30 MINUTES FROM MADRID THAT YOU WILL FALL IN LOVE VISITS: You can send a WhatsApp by clicking on the link below the map  * We speak English Beautiful and bright pre-owned 2-bedroom penthouse (16 years old) 30 minutes from Madrid on the A3 (Carretera de Valencia) and 20 minutes from Arganda del Rey. It is a great alternative for those people who work in Madrid but want quality housing, at an affordable price near the capital and in a municipality with all services. - Excellent price m2 of a pre-owned apartment within the Community of Madrid in a town of 8,000 inhabitants with all services - 29 minutes from Madrid Capital - About 20 minutes from Arganda del Rey - Buses practically every hour to Madrid (arriving in 45 minutes) - Preowned apartment that is only 16 years old (Taking into account how materials are today, a similar new apartment would cost you much more) - Newly renovated - Very bright - Elevator - Built-in wardrobes - Parking place - Possibility of renting it for €600-700/month * The apartment is sold unfurnished.  DISTRIBUTION - 2 interior bedrooms with a large corrala-type patio  - Full bathroom with bathtub with screen and bidet - Fully equipped kitchen with access to terrace and stone countertop - Attic living room with access to terrace - Magnificent terrace with drainage (Hose can be connected from the kitchen) - Parking space in covered garage in the same building THE MUNICIPALITY OF VILLAREJO DE SALVANÉS Villarejo has a population of 7,629 inhabitants (INE 2022). It is the nerve center of the Las Vegas Region. It is located at kilometer 48 of the A-3 Madrid-Valencia highway. Villarejo is well known for the number of vineyards and olive trees that are cultivated in its territory. Educative offer In the municipality there is an educational offer that covers from 0 years old to high school or vocational training: - First cycle of early childhood education:  The tree  the castle  - Primary education schools  Santa Elena School (Second Cycle of Early Childhood Education and Primary Education). Private center subsidized in all its educational stages with a BEDA Bilingualism program  CEIP No. Mrs. Victory - Secondary Education Institutes  IES Santa Elena  IES Villarejo de Salvanés Bilingual school of the Community of Madrid, and preferential for students with Pervasive Developmental Disorder with a section in English. Offer of teachings in Baccalaureate in the modalities of Sciences and Humanities and Social Sciences - Vocational Institute  IESP Nuestra Sra de la Victoria de Lepanto Training offer in Basic Vocational Training (in Administrative Services, Vehicle Maintenance and Manufacturing and Assembly) and Intermediate Degree (in Administrative Management, Electromechanics, DUAL Bodywork). In addition, Villarejo de Salvanés has an adult school with Compulsory Secondary Education and Baccalaureate education, a music school, a dance school and a language school.",False,"{'typology': 'flat', 'subTypology': 'penthouse'}",good,1452.0,https://www.idealista.com/inmueble/102806781/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/22/33/46/1167923476.jpg,Don Quijote de la Mancha,False,-3.2761245,Villarejo de Salvanés,2,penthouse,False
3,Madrid,177.0,False,False,"{'title': 'Terraced house in paloma, 8'}",False,4,False,nan,False,12,PALOMA,es,nan,170000.0,103743414,40.1681485,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"""***property for sale from 01/20/2024 to *** sale during upward bidding period. It will be sold at the highest bid. ""*** ""GARSIERRA. ""Semi-detached house perfectly distributed in living room, kitchen, three bedrooms and two bathrooms with and a large open terrace, attic. Parking space and storage room. Located in the urban area of the town, less than 10 minutes walk from the town hall. Municipality that has all the basic services at its disposal, with commercial and educational offerings, restaurant services and valued green areas in which to carry out outdoor activities. Housing for those who want to live in a quiet area very well connected and for those who seek to invest for rent with a very good profitability. All this, in addition, with excellent communications by public transport (bus) and roads.",False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",good,960.0,https://www.idealista.com/inmueble/103743414/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/31/d6/68/1198821246.jpg,"paloma, 8",False,-3.275967,Villarejo de Salvanés,nan,chalet,False
1,Madrid,321.0,True,False,{'title': 'Village house in espia'},True,5,False,nan,False,43,nan,es,nan,199000.0,101430651,40.1712487,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"PERAL REAL ESTATE SELLS: TOWN HOUSE WITH LARGE PATIO IN VILLAREJO DE SALVANÉS. The property has 321 meters built according to the cadastre, of which 180 are housing and 15 are glass porches, the rest is used as a patio with an area of more than 700 meters. The house has two floors, on the ground floor there is: Living room with fireplace, kitchen, bathroom with shower and a room with a private lounge, ideal for people with reduced mobility. On the first floor there are four bedrooms, all of them very spacious and with lots of natural light. The day area is separated from the night area, hot water and heating is by diesel and it has radiators in all rooms. As for the immense patio, it was formerly a business, there are different covered areas that were used as a warehouse and it has an outdoor bathroom, so with a little remodeling it could be that way again. In addition, it has a large independent gate from where you can access the interior with a car or heavy vehicle since it is very spacious and flat, it is also ideal as a surface garage. So, what are you waiting for to come see it? Don't hesitate, call us and arrange a visit. Villarejo de Salvanés is a town in the Community of Madrid, located at Kilometer 48 of the A-3 Madrid-Valencia highway. It is located in the so-called region of Las Vegas and in the historic Alcarria de Chinchón. As a tourist attraction we have a beautiful Castle, the Church of San Andrés, the cinema museum, bullring, etc. It has all kinds of services, transportation, good access to the Valencia highway, shops, health center, schools and restaurants, and belongs to the Arganda del Rey Hospital. It has several bus lines from Madrid and from Arganda del Rey, where the Metro station (L9) is located. IBI EXPENSES €525. AGENCY COMMISSION INCLUDED IN THE PRICE. IMPORTANT INFORMATION: We have financial advice with free, no-obligation advice.",False,"{'typology': 'countryHouse', 'subTypology': 'casaDePueblo'}",good,620.0,https://www.idealista.com/inmueble/101430651/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/82/70/be/1122119151.jpg,espia,False,-3.2773451,Villarejo de Salvanés,nan,countryHouse,False
2,Madrid,177.0,False,False,"{'title': 'Flat in Calle la Paloma, 8'}",False,4,False,nan,False,29,XE60734188,es,nan,170000.0,103839951,40.172578,True,nan,sale,"SegundoB Real Estate sells an apartment in this building in Villarejo de Salvanés, Madrid. Downstairs there is a living room, kitchen with patio, toilet. On the 1st floor, 3 bedrooms and two bathrooms. On the 2nd floor there is another bedroom, a small room and a terrace. Parking and storage room are included in the price. Find out without compromise.",False,{'typology': 'flat'},good,960.0,https://www.idealista.com/inmueble/103839951/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fe/d3/01/1201819533.jpg,"Calle la Paloma, 8",False,-3.2752345,Villarejo de Salvanés,nan,flat,False
