bathrooms,province,size,hasPlan,topNewDevelopment,suggestedTexts,hasVideo,rooms,has360,exterior,hasStaging,numPhotos,externalReference,country,hasLift,price,propertyCode,latitude,showAddress,parkingSpace,operation,labels,description,newDevelopment,detailedType,status,priceByArea,url,thumbnail,address,has3DTour,longitude,municipality,floor,propertyType,topPlus,highlight
3,Madrid,509.0,True,False,{'title': 'Detached house in Fausto Martín'},True,4,False,nan,False,41,CA191758,es,nan,949000.0,103479706,40.6198951,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"[{'name': 'villaType', 'text': 'Villa'}]","GILMAR REAL ESTATE CONSULTING.Immerse yourself in the unparalleled luminosity of this exceptional chalet, where every corner has been carefully designed to maximize the entry of natural light and create a resplendent atmosphere on each floor. From the moment you cross the threshold, the spacious, light-filled foyer welcomes you with its natural light, setting the tone for the rest of the home.The complete kitchen, with its modern windows, is flooded with light, making every detail shine.The enclosed terrace, with its stunning views, is filled with a soft and welcoming luminosity, providing a perfect place to enjoy the sunlight at any time of the day.The living room, with its large windows, is bathed in warm light that filters from the garden, creating a bright and welcoming space.Even the elegant bathroom benefits from natural light, adding a touch of freshness and vitality. The first floor continues the theme of luminosity, where the master bedroom suite becomes a sanctuary illuminated by natural light.The two additional bedrooms, with their own strategically placed windows, capture the essence of daylight, creating spaces that are both bright and relaxing. The attic, crowning the residence, stands as a highlight of luminosity.The living room with fireplace, flooded with light from all directions, offers a unique experience with panoramic views that unfold under the clarity of day.This multipurpose space is transformed into a bright oasis, perfect for all your activities, from studying to entertaining, creating an environment full of energy and vitality. Descend to the ground floor and discover a sanctuary for car lovers and fine wine aficionados.Here, the 5-car garage not only offers you a spacious and functional space to house your vehicle collection, but also provides the convenience of direct access to your residence from this dedicated space. But the surprise doesn't end there.Immerse yourself in the unique experience of an incredible winery, where each bottle tells its own story.This underground space, meticulously designed with natural stone, creates an authentic and welcoming atmosphere that invites you to explore the delights found among its shelves.A place where time seems to stop, ideal for intimate meetings, wine tastings and unforgettable moments with friends and family. In summary, each floor of this chalet has been conceived with luminosity as a central element, elevating not only the aesthetics but also the general atmosphere of the home.Discover a home where light becomes an essential ingredient that enhances every moment of your daily life.Welcome to an oasis of light and warmth! At GILMAR we work to offer our clients the best properties, with specialized teams in each area to provide them with the best option for their needs, with all the excellence and taking maximum care of the details. In more than 30 years of experience, Gilmar has managed to achieve a privileged space within the high-end Real Estate Sector.We cover all real estate needs: homes, offices, commercial premises, plots, rustic land, land to build... Our clients have the necessary advice from the beginning, to guarantee their security, legal effectiveness and the best financial-fiscal profitability. Great opportunity to get your home tailored to your dreams. houses in Torrelodones, houses in Villalba, houses in Alpedrete, houses in Moralzarzal, houses in Becerril, houses in Navacerrada, houses in El Escorial, houses in Galapagar, houses in the Sierra, buy a home, buy an apartment, buy a house, buy a chalet, house in Hoyo de Manzanares, penthouse, mountain views.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,1864.0,https://www.idealista.com/inmueble/103479706/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/72/07/27/1191373014.jpg,Fausto Martín,True,-3.9180884,Hoyo de Manzanares,nan,chalet,False,nan
6,Madrid,594.0,True,False,{'title': 'Detached house'},True,9,False,nan,False,42,DP182310,es,nan,799000.0,100565633,40.6093302,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"[{'name': 'villaType', 'text': 'Villa'}]","Sale of large independent villa in La Berzosa. Gilmar Villalba sells beautiful family villa in the La Berzosa urbanization with security guard and easy access from the A6 motorway.It is a large house of 594 m2 built on a 1,770 m2 plot spread over 3 floors.It is very well distributed with the master bedroom on the street level. a beautiful suite with a terrace overlooking the garden.On the upper floor there is a large living room and bedroom area with two bathrooms that can be easily renovated if necessary.In the basement area there are more bedrooms, a large garage, a summer kitchen and storage rooms and various uses. Magnificent house, with many possibilities and could be a perfect family home, its state of conservation is impeccable, highlighting its qualities and the beautiful consolidated garden with large trees and easy-to-maintain native plants. It is located in a secure urbanization, with very easy access from the highway, having both Torrelodones and Hoyo de Manzanares next door in a quiet area surrounded by countryside. A paradise to live! DISTRIBUTION: BASEMENT: under stairs (cellar), bedroom, bedroom, bathroom with bathtub, bedroom en suite, summer kitchen, garage for 4 vehicles, storage room and pantry. GROUND FLOOR: hall, 60m2 living room with small balcony, entrance closet area, master suite with dressing room, large bathroom and terrace, toilet, 12m kitchen, FIRST FLOOR: 20m2 living room, bathroom with shower, bedroom, bedroom, bedroom, and next to it two bedrooms before the terrace that share a bathroom. CHARACTERISTICS: Interior carpentry: wood Exterior carpentry: pvc Heating: individual natural gas Pool At GILMAR we work to offer our clients the best properties, with specialized teams in each area to provide them with the best option for their needs, with all the excellence and taking maximum care of the details. In more than 30 years of existence, Gilmar has managed to achieve a privileged space within the high standing Real Estate Sector.We cover all real estate needs: homes, offices, commercial premises, plots, rustic land, land to build... Our clients have the necessary advice from the beginning, to guarantee their security, legal effectiveness and the best financial-fiscal profitability. Great opportunity to get your home tailored to your dreams. houses in Torrelodones, houses in Villalba, houses in Alpedrete, houses in Moralzarzal, houses in Becerril, houses in Navacerrada, houses in Guadarrama, houses in Los Molinos, houses in El Escorial, houses in Cercedilla, houses in Galapagar, houses in the Sierra, buy a home, buy an apartment, buy a house, buy a chalet, PENTHOUSE, SIERRA VIEWS.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,1345.0,https://www.idealista.com/inmueble/100565633/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8d/bf/d3/1093491565.jpg,Hoyo de Manzanares,True,-3.9447535,Hoyo de Manzanares,nan,chalet,False,nan
6,Madrid,564.0,True,False,{'title': 'Detached house in Calle Auseva'},False,8,True,nan,False,48,MG187,es,nan,775000.0,94298560,40.6112163,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"[{'name': 'villaType', 'text': 'Villa'}]","Detached villa in the La Berzosa Urbanization, Hoyo de Manzanares, with an area of 564 m² built on a plot of 2.530 m². Consolidated garden with pool and garden area with automatic irrigation. Magnificent distribution designed on two floors. It has 8 bedrooms, 6 bathrooms and 1 toilet. Distribution of the main floor: Large distributor hall that divides the main floor into two wings: In one of them we access the large kitchen with office and service entrance, pantry, boiler room and service bedroom with bathroom. From the kitchen and the hall there is access to a spacious living room in three rooms, with an open fireplace. Very bright living room with large windows to the garden and access to the porch. In the other wing of the distributor there is access to the guest bedroom with a complete bathroom and the office. From the Hall you can access the cellar that has two rooms, and a courtesy toilet. On the first floor: Large distributor with 5 bedrooms. Four of them share 2 bathrooms. The master bedroom has an en-suite living room and a full bathroom. Garage for two cars that has a bathroom and a room for the use of the gardening or maintenance service. Very bright house, with spacious rooms. Natural gas heating. Exterior carpentry in wood. Interior carpentry in solid oak wood. Bus stop 300 meters away, with connection to Hoyo de Manzanares, Torrelodones and Madrid Moncloa. Connection with the A-6 motorway (Madrid-La Coruña) 5 minutes away by car.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,1374.0,https://www.idealista.com/inmueble/94298560/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/bc/9a/64/899169858.jpg,Calle Auseva,False,-3.9341793,Hoyo de Manzanares,nan,chalet,False,nan
4,Madrid,364.0,True,False,{'title': 'Detached house in Avenida De La Berzosa'},False,5,True,nan,False,56,MG239,es,nan,850000.0,102229785,40.6130371,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"[{'name': 'villaType', 'text': 'Villa'}]","Magnificent independent villa in the La Berzosa Urbanization, with an area of 364 m² built on a plot of 1,890 m². Housing designed on three floors. Noting that the main bedrooms are on the main floor. It has 5 bedrooms, 4 bathrooms and 2 toilets. Magnificent distribution: Main floor: Large hall, closet, courtesy toilet, kitchen open to dining room, living room with fireplace and exit to the garden. In the other wing, from the Hall, the bedrooms are accessed. Two of them en suite with dressing room. The main one has access to the garden. From the Hall there is access to a spectacular attic, completely open-plan, designed for various environments. Bathroom, storage room and terrace. In the basement: Distributor, boiler room, service bedroom en suite, cellar and garage for 5 cars. Very bright house, with spacious rooms. Underfloor heating by natural gas. Aluminum exterior carpentry with double glazing. Interior carpentry in white lacquered wood. Large plot with garden areas and well. For the BUS a few meters away, with connection to Hoyo de Manzanares, Torrelodones and Madrid Moncloa.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,2335.0,https://www.idealista.com/inmueble/102229785/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/54/f6/96/1148658375.jpg,Avenida DE LA BERZOSA,False,-3.9332933,Hoyo de Manzanares,nan,chalet,False,{'groupDescription': 'Highlight'}
5,Madrid,687.0,True,False,{'title': 'Detached house in Calle Gargantilla'},False,5,True,nan,False,56,MG164,es,nan,1150000.0,88885261,40.6267106,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Magnificent villa in Hoyo de Manzanares, located in a privileged natural location that borders the Regional Park of the Upper Manzanares Basin. Housing distributed over three floors, with an area of 687 m² built on a plot of 2.105 m². Traditional rustic-style construction, clad with granite masonry and roof in curved tile to several waters. Enclosure of the plot with granite masonry fence and metal enclosure. Consolidated garden with grass meadow, automatic irrigation and paddle tennis court. Spectacular views of the mountain formations ""El Picazo"" and ""La Tortuga"". It has 5 bedrooms all en suite with bathroom, and 2 toilets. The distribution of the main floor, with a floor area of 310 m², revolves around a large open hall that divides the house into two wings. Distribution main floor: Hall, courtesy toilet, dining room with fireplace with an area of 72 m² with access to terrace, kitchen of 24 m², iron room, and wing to bedroom area with a large hallway with four built-in wardrobes. Three secondary bedrooms en suite with bathroom and built-in wardrobes; and a 30 m² master bedroom with a rest area, dressing room and bathroom. On the first floor, with an area of 67 m², it has a distributor, library room with access to a 46 m² terrace, and a service bedroom with bathroom. On the same floor there is a rough area, of another 60 m², which has electricity connections and downspouts to be able to adapt it as a multipurpose room or more bedrooms. The semi-basement floor, with an area of 310 m², has access through the kitchen area. It consists of living room with fireplace, cellar, large storage room, toilet, boiler room and garage for 6 cars. Exterior carpentry in aluminum with double glazing, wood interior carpentry. Terracotta floors and flooring in bedrooms. Oil heating and aerothermal. Near the town center and all the services of Hoyo de Manzanares.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,1674.0,https://www.idealista.com/inmueble/88885261/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/db/17/ed/757866647.jpg,Calle Gargantilla,False,-3.9137076,Hoyo de Manzanares,nan,chalet,False,nan
3,Madrid,311.0,True,False,{'title': 'Detached house in Soeve'},False,4,False,nan,False,34,16014,es,nan,720000.0,103827841,40.6053255,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"In LA BERZOSA in the heart of the Manzanares Regional Park we have this charming home. It is a 245m3 house with a garden that gives you the feeling of living in a small private forest. The house couldn't have more light, large spaces and a super comfortable layout. On the first floor we have a large living room with a fireplace with access to the kitchen and a glazed terrace, very cozy. On this same floor through a distributor we have two bedrooms and a bathroom. Thus we have the main house without stairs. On the first floor there is a large space as a living room or library, a bedroom, a bathroom and an open terrace with spectacular views of the Sierra de Hoyo. The house has a pantry and garage. What to say about the garden? It is a small oasis with oaks and rocks from the area. It is a forest in itself to enjoy the unique environment in which this home is located. LA BERZOSA is an urbanization that belongs to the mountain town of Hoyo de Manzanares. A town that still retains that essence of Madrid's mountains at the same time that it is very well connected to Madrid capital and just 15' from Torrelodones and joining the A6. At VEINTIDÓS GESTIÓN INMOBILIARIA we do not charge fees to the buyer.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,2315.0,https://www.idealista.com/inmueble/103827841/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/18/09/0f/1202645793.jpg,SOEVE,True,-3.9375368,Hoyo de Manzanares,nan,chalet,False,nan
3,Madrid,372.0,True,False,{'title': 'Detached house in Camino de Villalba'},True,5,True,nan,False,80,nan,es,nan,650000.0,99593958,40.6221478,False,nan,sale,nan,"PROMOCIÓN Y GESTIÓN INMOBILIARIA DE HOYO DE MANZANARES sells, without charging fees to the buyer, a wonderful independent stone villa with 238.33m² built, plus 2 auxiliary buildings of 54.76m² and 78.57m², on a 1,347. 88m² plot in beautiful surroundings, with an absolutely exceptional location as it is very close to the urban center in the middle of nature and with excellent views. The entrance to this magnificent manor house is very wide, with a stone path. It is accessed by wide stone stairs that lead to a magnificent glazed porch on one side, and with views of the plot and the natural environment. The house is distributed over two comfortable floors. On the main floor we find a spacious living room with a fireplace, 2 bedrooms and a full bathroom. Continuing, there is access to two other very cozy and bright rooms since they are glazed, these spacious rooms on the ground floor have many possibilities for redistribution. A wide and comfortable staircase leads to the first floor, where there is the master suite with dressing room and bathroom, and three other spacious and bright rooms, one of them fully glazed with unbeatable views of the mountains and a bathroom that serves them. Attached to the house at the rear are two auxiliary buildings, one of them equipped with a full kitchen. Hoyo de Manzanares is a municipality in the province and Community of Madrid, located northwest of said Community, next to the southern slope of the Sierra de Guadarrama. It has a stable population of 8,032 inhabitants, a figure that increases in summer due to the influx of families with second homes in this town, although this trend is decreasing as many families settle permanently. The municipality is located within the Cuenca Alta del Manzanares Regional Park, which, with an extension of 52,796 hectares, was created by the Community of Madrid in 1985. In addition, this space has been a Biosphere Reserve since February 15, 1993, and is classified as a Site of Community Importance in compliance with the Habitats Directive. The municipality is crossed by the M-618 highway that connects it with Torrelodones and Colmenar Viejo and a second highway that is considered an Avenue despite the fact that it leaves the urban area connects it with the Ciudad Residencial La Berzosa, an urbanization belonging to the municipality and separated from the urban area as well as the Las Colinas Urbanization, located between this municipality and Torrelodones.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,1747.0,https://www.idealista.com/inmueble/99593958/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f5/be/5b/1048824011.jpg,Camino de Villalba,False,-3.9215111,Hoyo de Manzanares,nan,chalet,False,nan
6,Madrid,418.0,True,False,{'title': 'Detached house in Avenida Peña del Rayo'},True,7,True,nan,False,46,nan,es,nan,688500.0,92051426,40.6155631,False,nan,sale,nan,"PROMOTION AND REAL ESTATE MANAGEMENT OF HOYO DE MANZANARES sells a large villa of 418.5m2 with wonderful views in the urban center, on a plot of 1.726m2 The house has three floors and is distributed as follows: Upper floor: study.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,1647.0,https://www.idealista.com/inmueble/92051426/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/be/3d/09/829664433.jpg,Avenida Peña del Rayo,False,-3.917211,Hoyo de Manzanares,nan,chalet,False,nan
5,Madrid,470.0,True,False,{'title': 'House'},False,7,True,nan,False,57,XAL_616,es,nan,795000.0,102640522,40.6078811,False,nan,sale,nan,"BEAUTIFUL CONTEMPORARY STYLE INDEPENDENT VILLA for sale between Torrelodones and Hoyo de Manzanares with WONDERFUL VIEWS AND A FEW METERS FROM A RIVER. If you are looking to live in an environment of NATURE, in a modern house, of moderate size but with SPACIOUS and BRIGHT rooms, this is YOUR HOME. This Detached villa has 470m2 built, on a 574m2 plot and borders the NATURAL PLACE of the UPPER MANZANARES BASIN. It is distributed over 3 floors made up of: 2 living rooms (the main one on the ground floor and another in the attic), fully equipped kitchen with an office area, 7 bedrooms (2 of them en suite and 2 with independent outdoor terraces), 5 bathrooms. Pelet FIREPLACES in the main living room and on the second floor (bedrooms). AIR CONDITIONING and hot/cold PUMP, Daikin brand in living room and attic. Garage for 2 cars. Canadian wooden floors, high quality enclosures with automatic blinds throughout the house. From the living room and kitchen you can access BEAUTIFUL PORCHES from where you can enjoy its GREEN exteriors and incredible views, its CONSOLIDATED GARDEN with different varieties of trees and plants has AUTOMATIC IRRIGATION. SOLAR PANELS have recently been installed, the boiler is diesel. It has no Community expenses and the annual IBI is €1,400 With a reduction of almost 70% due to the installation of solar panels and the aid offered by the Hoyo de Manzanares City Council. VERY QUIET LOCATION, without noise, with direct access to the field through which a river passes. It has all kinds of services necessary to live, schools, sports centers, supermarkets, health center, restaurants, etc. in Hoyo de Manzanares just 2 km away, and in Torrelodones 5 km away. TAKE ADVANTAGE OF THIS OPPORTUNITY AND CALL US TO VISIT IT.",False,{'typology': 'chalet'},good,1691.0,https://www.idealista.com/inmueble/102640522/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/89/f2/fd/1162246631.jpg,Hoyo de Manzanares,False,-3.8959919,Hoyo de Manzanares,nan,chalet,False,nan
5,Madrid,416.0,True,False,{'title': 'Detached house in Calle de los Exploradores'},False,6,True,nan,False,66,3373-07364,es,nan,1090000.0,102710331,40.6241586,False,nan,sale,nan,"^^STUNNING 6-BEDROOM MEDITERRANEAN DESIGN VILLA WITH GYM, SAUNA, PRIVATE POOL, AND SPACIOUS GARDEN^^ Mediterranean Villa*** Undoubtedly, this independent villa is a gem. With 416 square meters of living space and a plot of 2003 square meters, it offers exceptional space for a family. The 6 spacious and bright bedrooms, along with the 5 bathrooms, ensure comfort and privacy for all family members. The house is in perfect condition and is ready to move in. The fully equipped kitchen is impressive, with ample cabinets and a lovely breakfast area. The large window provides natural light and connects to the pantry and an outdoor area that could be used as an outdoor kitchen. On the main floor, the gym and sauna area are luxurious additional touches, along with two en-suite bedrooms, one of them with a spacious bathroom and access to the garden and an elegant dressing room. The double-height living room with a fireplace and large windows adds a touch of grandeur and brightness to the space. On the upper floor, the 3 large bedrooms with large windows and terraces offer stunning views. Two of them are en-suite and feature walk-in closets and very spacious bathrooms. Additionally, luxury amenities such as underfloor heating on both floors, a private pool, and a beautiful garden make this property even more special. Its location is privileged, with easy access to public transportation, green areas, and mountains for outdoor activities. Furthermore, proximity to shopping centers, medical centers, schools, and supermarkets ensures a comfortable and convenient life for its residents. This is a unique opportunity to acquire the house of your dreams. Feel free to contact us for more information and to schedule a visit. ^^This advertisement is not binding and may contain errors. It is for informational purposes only and is not contractual^^ ***NO COMMISSION FEE FOR THE BUYER.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,2620.0,https://www.idealista.com/inmueble/102710331/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b1/86/b1/1178130179.jpg,Calle de los Exploradores,True,-3.9004575,Hoyo de Manzanares,nan,chalet,False,nan
