bathrooms,province,size,hasPlan,topNewDevelopment,suggestedTexts,hasVideo,rooms,has360,exterior,hasStaging,numPhotos,externalReference,country,hasLift,price,propertyCode,latitude,showAddress,parkingSpace,operation,labels,description,newDevelopment,detailedType,status,priceByArea,url,thumbnail,address,has3DTour,longitude,municipality,floor,propertyType,topPlus
2,Madrid,99.0,True,False,{'title': 'Flat in Calle del Pozo'},False,3,True,True,False,18,nan,es,True,142900.0,101178520,40.2302716,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"CAPITAL HOME NAVALCARNERO SELLS BEAUTIFUL FLOOR APARTMENT WITH ELEVATOR IN EL ÁLAMO. The property is located in a very central area, close to all services: supermarkets, pharmacies, clinics, schools, bars.. . The house has 86 useful meters that are distributed as follows: Entrance hall, separate living room with air conditioning, kitchen with office, guest toilet, 3 very good size bedrooms and a full bathroom with shower. The house is in a spectacular state of conservation; double window, double glazing, armored door, stoneware floor, large built-in wardrobes. The house has a GARAGE AND STORAGE ROOM! BOTH INCLUDED IN THE PRICE! Don't miss this opportunity, come see it! 100% FINANCING: ). "". "". "".",False,{'typology': 'flat'},good,1443.0,https://www.idealista.com/inmueble/101178520/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/00/bc/ca/1113385135.jpg,Calle del Pozo,False,-3.993961,El Álamo,1,flat,False
1,Madrid,130.0,True,False,{'title': 'Detached house in Avenida madrid'},False,4,False,nan,False,23,nan,es,nan,174900.0,102158173,40.2324076,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Capital Home sells an Exclusive independent Villa in Casco Urbano del Álamo. The house consists of 127 m2 built all on the ground floor on a 320 m2 plot, the property is in need of renovation, making this A GREAT OPPORTUNITY. On the property, the entire electricity and sanitation system has been recently conditioned for perfect operation. The house is distributed all over the FLOOR, the property has: FOUR BEDROOMS, all of them large in size; a PANTRY area, with a large storage capacity perfectly organized; a large BATHROOM, renovated and in perfect condition with a shower tray with screen; a large elongated KITCHEN that has great lighting due to its easy connectivity with the immense back PATIO; and a LARGE LIVING ROOM that has outstanding lighting thanks to its large window. The land has two outdoor spaces, distributed: in a front PATIO that gives access to the house; and an INTERIOR PATIO, with unprecedented privacy and an expansion of 300 m2, with a wide range of OPPORTUNITIES, it has a porch. Being located in an urban area, there is the OPPORTUNITY to be able to BUILD 100% FINANCING!",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",renew,1345.0,https://www.idealista.com/inmueble/102158173/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a1/3c/2b/1146226402.jpg,Avenida madrid,False,-3.989237,El Álamo,nan,chalet,False
2,Madrid,136.0,True,False,{'title': 'Semi-detached house in rio jarama'},True,3,False,nan,False,25,chjarama04,es,nan,232000.0,103705581,40.2271323,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"CAPITAL HOME El Álamo EXCLUSIVELY sells this spectacular ground floor villa in the center of the town, close to all services. The property is located on a 290m2 plot with all its constructions included in the property registry, where we can find an 8x4 meter construction pool currently to be REFORMED with hot and cold shower installation. The plot is partially paved and also has an area of natural grass, ideal for sunbathing in summer. At the same time, it has a built-in barbecue and a workshop or storage area, with a toilet included. We also find a large terrace with a pergola for parking a vehicle, and a wonderful covered porch with enclosures to enjoy the garden also in winter. The house has a constructed area of 136m2 all on the ground floor, and has numerous recent improvements. It has an individual diesel heating system with radiators in all its rooms and a wonderful wood stove in the living room. It is distributed in a reception with access from the street and inside the patio, an elongated and fully equipped kitchen, a living-dining room, a hallway that gives access to two large bedrooms with a single bed and wardrobes, a complete main bathroom and a bedroom. double with built-in four-door wardrobe. The improvements were made in the last 3 years. It has a Hercules Fence installation around the pool and garden area. The water pipes throughout the house were replaced, including the main intake and the kitchen manhole. The garden wall was chopped and plastered. The water tank was relocated and a drain was built in the patio. The general electrical installation was reviewed. Cast iron stove assembly with double wall pipes. The circulation pump, boiler and expansion vessel of the Lamborghini boiler were also replaced and a new motor and selector valve for the pool were purchased. Do not hesitate to contact us for this incredible villa, 100% FINANCING with our own financial department that will help you get your best mortgage with FREE advice.",False,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",good,1706.0,https://www.idealista.com/inmueble/103705581/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b5/13/17/1197682160.jpg,rio jarama,True,-3.9825632,El Álamo,nan,chalet,False
2,Madrid,128.0,True,False,{'title': 'Detached house in rio guadiana'},True,3,False,nan,False,25,nan,es,nan,239900.0,103223848,40.2300126,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"CAPITAL HOME el Álamo, exclusively sells this spectacular independent villa in el Álamo, close to all services, it is one of the best areas of town, in a quiet area of the town where you can enjoy a home where you can have at your fingertips. The house has a 254 m2 plot, fenced with a brick wall and a classic iron structure, said plot is paved with printed concrete and a distribution of green areas with an automatic irrigation system throughout the plot. It has a parking area with covered and sliding coverage. The 128 m2 house has a two-story layout and a garage area. The garage area has an area of 28 m2, where we can find a storage area or storage room with 3 built-in wardrobes that occupy an entire wall of the garage, in addition to the installation of a kitchen area, to be able to enjoy a second living room, in the garage area, the coolest area of the house for the hottest days of the year to be able to have a meeting area in the house. On the ground floor we have a magnificent living room, with Split air conditioning, which gives us access to the garage-second living room area. The fully equipped kitchen, renovated when the owners purchased it, has a storage area under the staircase area; On the same ground floor we find a toilet. On the upper floor we find the 3 bedrooms; Very spacious and bright, where two of them have two built-in wardrobes, and the main room has Split air conditioning. The bathroom with all the utilities and a large wall-to-wall bathtub. It is your ideal home, which thanks to its orientation, brings together the perfect combination of spaciousness and lighting, do not hesitate to come and see it. We have our own financial department that will help you get this spectacular villa, 100% financing.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,1874.0,https://www.idealista.com/inmueble/103223848/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4b/03/75/1182429475.jpg,rio guadiana,True,-3.9819822,El Álamo,nan,chalet,False
1,Madrid,120.0,True,False,{'title': 'Detached house in azucenas'},False,4,False,nan,False,28,CH2024002,es,nan,219900.0,103688668,40.2298657,False,nan,sale,nan,"CAPITAL HOME el Álamo, exclusively sells this spectacular independent villa built on a single floor in El Álamo, close to all services, it is one of the best areas of town, a few meters from the central square of the town. In a quiet area of the town where you can enjoy a home where you can have all the services and comforts at your fingertips. The house has a 500m2 plot, divided into a parking area on the side with depth and width for a large vehicle, the side part is intended for a garden and can be adapted in the future as a leisure area, pool area, etc. We also find a guest house that could be adapted for daily use or storage of belongings.. . The house is distributed as follows. Built on a 100m2 floor, it is accessed from the hall that gives us access to the living room, independent with great natural light, which has 2 windows that give the room natural light. We have 4 bedrooms, one of which has been converted into a living room. full bathroom with renovated shower tray, and independent kitchen that also has access to the plot at the back of the house. It is your ideal home, which thanks to its orientation, brings together the perfect combination of spaciousness and lighting, do not hesitate to come and see it. We have our own financial department that will help you get this spectacular villa, 100% financing DO NOT HESITATE TO CONSULT US.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,1833.0,https://www.idealista.com/inmueble/103688668/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fb/26/ee/1197147393.jpg,azucenas,False,-3.9918951,El Álamo,nan,chalet,False
2,Madrid,182.0,True,False,{'title': 'Terraced house in canal'},True,6,False,nan,False,26,nan,es,nan,199000.0,102112312,40.231145,False,nan,sale,nan,"Ideal home for investors! The chalet consists of two totally independent floors. On the ground floor we find a house with 3 very spacious bedrooms with fitted wardrobes, a living room with a 25m American kitchen. Full shower room with shower tray. Climalit windows recently changed. On the upper floor we have another completely independent house, 3 very spacious bedrooms, a very bright living room with a south-east orientation. Bathroom with bathtub, equipped and very spacious kitchen. Both houses share a 30m patio. We have our own financial department!",False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",good,1093.0,https://www.idealista.com/inmueble/102112312/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/61/34/54/1144672755.jpg,canal,False,-3.9961036,El Álamo,nan,chalet,False
1,Madrid,110.0,True,False,{'title': 'Semi-detached house in virgen del Puerto'},True,5,False,nan,False,24,nan,es,nan,213000.0,102595627,40.2346756,False,nan,sale,nan,"CAPITAL HOME sells EXCLUSIVELY, this semi-detached house in the center of the Álamo, close to all the services of the town; It is a great opportunity to modify the home to have an exceptional house, in the heart of town. This home for builders is ideal for creating a perfect building in the center of the municipality. The house consists of 277m2, with a large backyard area, to be able to opt for a recreational area, secluded and quiet, creating a wide range of possibilities, where you can recreate your ideal space. The construction has 171 m2, of which they are distributed over two floors: on the first floor we can find a reception area that distributes the house towards the backyard and the distribution of the house, on that same floor: we find a storage area, the bathroom, the kitchen and adjacently the living room area, with the option of being able to unify everything in one large area. On the second floor, we find a distribution of 4 bedrooms, two of them with access to the terrace in the form of a balcony, the bedrooms have great lighting. It is a unique house, which with a timely renovation, leaves you with an ideal home for the family. 100% FINANCING with our own financial department!",False,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",renew,1936.0,https://www.idealista.com/inmueble/102595627/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3f/70/8b/1160732300.jpg,virgen del Puerto,True,-3.9881791,El Álamo,nan,chalet,False
3,Madrid,221.0,True,False,{'title': 'Terraced house in Paseo De Las Vegas'},False,4,False,nan,False,46,5ELALAMOANT00030691530LAVEGA,es,nan,314500.0,103808824,40.2283712,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Incredible opportunity to acquire a beautiful house in El Álamo, Madrid. With an area of 221 m², this property has all the amenities you need. With a large kitchen, 4 bedrooms and 3 bathrooms, this home is perfect for the whole family. The living-dining room is spacious and has a wall with shelves from top to bottom, giving you space for your favorite books and decorations. The stairs will take you to the 4 bedrooms, all of them with built-in wardrobes. In addition, you can enjoy terraces, a garden and a swimming pool, perfect for relaxing and enjoying the outdoors. It also has a garage for your convenience. Located in a quiet area, this property is close to a supermarket, educational center and sports center. Don't miss the opportunity to live in this wonderful home. Main access via the M-404 highway.",False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",good,1423.0,https://www.idealista.com/inmueble/103808824/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e7/73/ee/1200806246.jpg,Paseo DE LAS VEGAS,False,-3.9959916,El Álamo,nan,chalet,False
2,Madrid,150.0,True,False,{'title': 'Detached house in Calle Nogal'},True,7,False,nan,False,75, 3501-06570,es,nan,310000.0,102851460,40.236133,False,nan,sale,nan,"We present this wonderful 2-story villa with a plot of 383 m2 and equipped with a built-in barbecue area, swimming pool, porch and capacity for large families. A home that has multiple possibilities within your reach to become your ideal home. We access the home at street level, without access steps. Once inside the plot, we find a large garden equipped with a swimming pool on the left and a perimeter garden that surrounds the entire house. Before entering the ground floor, we have a relaxation area with a porch enabled for outdoor dining on good weather days. On the ground floor, we currently have a living-dining room that leads to the different rooms: - two bedrooms on the ground floor - Large kitchen equipped with gas burners and large storage capacity, as well as great light and views of the garden entrance. - full bathroom with shower cabin The current distribution allows it to be maintained as such, or in the face of a renovation, to give one of the bedrooms to the living room to expand common space, even so, to continue maintaining a large bedroom on the ground floor and gain meters to the living room, taking into account that the first floor has 5 additional bedrooms. First floor: - Hallway that distributes the 5 bedrooms from it: 3 from the entrance and the remaining two through the hallway. - the current master bedroom (former living room) is large in size.It has a beautiful fireplace and a spacious terrace facing the garden and pool. Since it has 4 more bedrooms on this floor, this room could be converted into a spacious living room again.Thanks to its functional fireplace, it can become a large common space where you can enjoy unforgettable moments with family and friends. - full bathroom equipped with bathtub Currently, both floors have independent accesses, being able to enjoy a single floor if there are fewer cohabitants and remain as such or, by unifying the staircase, become a chalet with a single access to the home. Given its distribution and built meters, this house offers multiple possibilities for reform or adaptation to the different families that may be interested. The garden, which surrounds the entire house, has natural grass, lots of vegetation, paved passage areas, as well as a built-in barbecue and lots of natural light. Located in a very quiet residential area of chalets in the Álamo, but with all services very close by. El Álamo is a municipality of C.Madrid located next to Navalcarnero, just 35 km from the capital with very good access to the A5 and R5, as well as the M-404 highway.A population of more than 10,000 inhabitants and located in a natural environment where you can live without stress and enjoying all the services. Buses 539 and N505 to Madrid capital (Príncipe Pío) and destination Navalcarnero- Móstoles (Hospital Rey Juan Carlos I) 529 and 529A also to Batres with departures every hour. Nursery schools, schools, shops of all kinds...but above all, great quality of life. DON'T MISS THIS GREAT OPPORTUNITY AND COME AND MEET IT “The specific data about the published property may be approximate, therefore they are not binding or contractual, they are shown for informational purposes."" Taxes and expenses NOT INCLUDED: ITP or VAT, Notary, Registry, agency, Appraisal, etc…. Come see it and if you need it we will help you with financing. Book your appointment to come see it during our extensive hours, including weekends. If you need more information, we will be happy to assist you.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,2067.0,https://www.idealista.com/inmueble/102851460/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b4/60/6c/1169496885.jpg,Calle Nogal,False,-3.9958787,El Álamo,nan,chalet,False
1,Madrid,88.0,False,False,{'title': 'Detached house in Travesía fuente salud'},True,3,False,nan,False,24,CH2024005,es,nan,205000.0,103731684,40.2320548,False,nan,sale,nan,"CAPITAL HOME el Álamo, exclusively sells this spectacular independent villa to REFORM, built on a single floor in el Álamo, close to all services, it is one of the best areas of town, in a quiet area of the town where you can enjoy a home where you can have it at your fingertips. The house has a 492m2 plot, divided into a parking area on the side, the plot at the back has a large space to build both a leisure area and a swimming pool, thus expanding the possibilities of the house. The house is distributed as follows. We find an exterior porch that gives us access to the living room, independent with a fireplace and which has 2 windows that give the room natural light. We have 3 bedrooms, two of which have built-in wardrobes. full bathroom, bathtub and window, and independent kitchen that also has access to the plot at the back of the house. All of it requires REFORM. It is your ideal home so that you can renovate it and give it the touch and perspective that you have in mind with multiple capacities and possibilities, that thanks to its orientation, we bring together the perfect combination of spaciousness and lighting, do not hesitate to come and see it. We have our own financial department that will help you get this spectacular villa, 100% financing.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",renew,2330.0,https://www.idealista.com/inmueble/103731684/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8b/d0/bd/1198449907.jpg,Travesía fuente salud,True,-3.9999588,El Álamo,nan,chalet,False
